"day","T","...3"
2062,302.9499992,NA
2067.5,296.3500008,NA
2070.5,296.65,NA
2127.5,298.0499996,NA
2207.5,296.15,NA
2216.5,298.2500004,NA
2220.5,297.9499992,NA
2221.5,297.8500008,NA
2222.5,298.7500004,NA
2235.5,299.15,NA
2274.5,299.5499996,NA
2325.5,299.65,NA
2329.5,298.65,NA
2331.5,298.15,NA
2334.5,298.5499996,NA
2340.5,297.3500008,NA
2341,303.65,NA
2345.5,297.4499992,NA
2348,304.9499992,NA
2351,302.3500008,NA
2360.5,295.7500004,NA
2363.5,296.0499996,NA
2365,303.8500008,NA
2368.5,296.3500008,NA
2371.5,297.15,NA
2372.5,296.7500004,NA
2374.5,294.8500008,NA
2375.5,296.0499996,NA
2376,303.15,NA
2377.5,295.8500008,NA
2379.5,296.5499996,NA
2380.5,295.15,NA
2381,301.65,NA
2381.5,297.15,NA
2382,300.0499996,NA
2382.5,296.5499996,NA
2386,304.15,NA
2387,304.3500008,NA
2387.5,296.65,NA
2390,301.4499992,NA
2391.5,296.5499996,NA
2392,302.65,NA
2394.5,295.7500004,NA
2395,299.5499996,NA
2395.5,295.7500004,NA
2397,303.9499992,NA
2398.5,296.5499996,NA
2400,299.3500008,NA
2401,304.15,NA
2405,303.4499992,NA
2406.5,296.65,NA
2407,301.5499996,NA
2408.5,296.5499996,NA
2409,305.9499992,NA
2410,300.9499992,NA
2410.5,296.65,NA
2411.5,297.15,NA
2414.5,297.65,NA
2415,302.2500004,NA
2420,303.15,NA
2422.5,295.5499996,NA
2423.5,294.9499992,NA
2424.5,296.65,NA
2425,301.65,NA
2425.5,297.15,NA
2427,302.9499992,NA
2428.5,296.4499992,NA
2429,300.65,NA
2430,302.5499996,NA
2440,300.2500004,NA
2441,303.5499996,NA
2442,302.65,NA
2443,302.4499992,NA
2446,302.9499992,NA
2451,302.9499992,NA
2452,302.4499992,NA
2470,304.4499992,NA
2477,303.8500008,NA
2481,303.65,NA
2486,303.15,NA
2495,303.4499992,NA
2496,304.4499992,NA
2498,305.0499996,NA
2513,305.3500008,NA
2520,300.65,NA
2531,306.0500015,NA
2533,306.15,NA
2534,306.65,NA
2536,306.15,NA
2538,305.15,NA
2539,305.7499985,NA
2540,306.15,NA
2542,304.3500008,NA
2543,305.3500008,NA
2549,306.3500008,NA
2553,305.4499992,NA
2555,305.2499985,NA
2558,305.65,NA
2560,305.2499985,NA
2564,303.15,NA
2567,305.5500015,NA
2574,308.15,NA
2575,307.65,NA
2584,307.4499992,NA
2586,307.4499992,NA
2588,307.15,NA
2591,307.15,NA
2593,299.65,NA
2595,305.65,NA
2596,304.3500008,NA
2598,307.3500008,NA
2600,306.15,NA
2605,306.3500008,NA
2633,306.65,NA
2650,307.65,NA
2666,303.8500008,NA
2669,304.8500008,NA
2678,306.15,NA
2684,302.65,NA
2687,305.3500008,NA
2693,304.7500004,NA
2695,305.4499992,NA
2706,299.15,NA
2713,303.5499996,NA
2714,304.4499992,NA
2715.5,295.15,NA
2716.5,296.15,NA
2717,303.65,NA
2718,301.4499992,NA
2718.5,297.15,NA
2729.5,297.9499992,NA
2735,303.65,NA
2735.5,294.65,NA
2736.5,296.7500004,NA
2739,299.15,NA
2743.5,296.9499992,NA
2748.5,296.15,NA
2753.5,296.65,NA
2754.5,297.3500008,NA
2756,301.4499992,NA
2758,302.2500004,NA
2758.5,295.4499992,NA
2761.5,294.4499992,NA
2765.5,296.2500004,NA
2768,302.15,NA
2770,301.15,NA
2771,301.5499996,NA
2773.5,294.9499992,NA
2779,301.15,NA
2780.5,294.7500004,NA
2785,302.15,NA
2790,301.8500008,NA
2791.5,296.5499996,NA
2793.5,297.4499992,NA
2798.5,294.5499996,NA
2807.5,294.5499996,NA
2808.5,296.15,NA
2810.5,294.0499996,NA
2813.5,296.15,NA
2816.5,293.3500008,NA
2821.5,292.5499996,NA
2822.5,296.65,NA
2828.5,293.9499992,NA
2830.5,295.8500008,NA
2836,303.3500008,NA
2837.5,297.3500008,NA
2838,303.65,NA
2840,301.15,NA
2844.5,297.15,NA
2848.5,297.15,NA
2852.5,297.7500004,NA
2855,305.2499985,NA
2859.5,291.0499996,NA
2862.5,297.65,NA
2863,304.65,NA
2864.5,295.7500004,NA
2868.5,297.15,NA
2869.5,297.65,NA
2872.5,298.15,NA
2873.5,296.7500004,NA
2877.5,298.5499996,NA
2883.5,297.7500004,NA
2884.5,294.9499992,NA
2888.5,298.15,NA
2897.5,293.9499992,NA
2898.5,297.65,NA
2903.5,298.3500008,NA
2910.5,298.15,NA
2913.5,298.3500008,NA
2916.5,298.5499996,NA
2924.5,296.5499996,NA
2925.5,298.2500004,NA
2928,305.3500008,NA
2928.5,295.15,NA
2933.5,293.15,NA
2934.5,293.5499996,NA
2941.5,294.9499992,NA
2943.5,297.65,NA
2949.5,298.3500008,NA
2956.5,299.5499996,NA
2959.5,297.65,NA
2960.5,298.65,NA
2963.5,299.3500008,NA
2965.5,299.15,NA
2974,305.2499985,NA
2989,304.2500004,NA
2998,310.0500015,NA
2999,306.3500008,NA
3000,306.3500008,NA
3003,305.9499992,NA
3004,306.2499985,NA
3006,308.65,NA
3009,307.2499985,NA
3010.5,299.4499992,NA
3014.5,299.3500008,NA
3016,307.7499985,NA
3019,308.15,NA
3020,307.9499992,NA
3023,308.5500015,NA
3024,308.5500015,NA
3025,308.5500015,NA
3027,308.2499985,NA
3028,306.15,NA
3030.5,296.65,NA
3031,307.65,NA
3033.5,299.15,NA
3038.5,298.3500008,NA
3039.5,297.9499992,NA
3040,312.7499985,NA
3040.5,295.9499992,NA
3042,306.0500015,NA
3043,306.65,NA
3046,308.3500008,NA
3048,307.15,NA
3049,307.3500008,NA
3049.5,297.7500004,NA
3050.5,296.9499992,NA
3051,301.0499996,NA
3052.5,297.7500004,NA
3053,305.15,NA
3056,304.5499996,NA
3057.5,298.5499996,NA
3062,304.2500004,NA
3062.5,299.5499996,NA
3064.5,298.2500004,NA
3065,310.15,NA
3065.5,298.3500008,NA
3066,304.2500004,NA
3067.5,296.4499992,NA
3068,302.65,NA
3068.5,297.15,NA
3069,298.5499996,NA
3070,304.3500008,NA
3071,304.7500004,NA
3071.5,295.65,NA
3072,304.15,NA
3072.5,295.9499992,NA
3075.5,297.5499996,NA
3077,303.65,NA
3077.5,295.5499996,NA
3078,305.15,NA
3080,303.7500004,NA
3080.5,296.8500008,NA
3081,303.2500004,NA
3086,306.15,NA
3087,302.15,NA
3088,304.65,NA
3089,301.4499992,NA
3091,302.65,NA
3093,303.5499996,NA
3095,304.3500008,NA
3097,304.7500004,NA
3098,304.3500008,NA
3100,304.7500004,NA
3101,303.65,NA
3101.5,297.65,NA
3105,303.0499996,NA
3105.5,295.9499992,NA
3107,302.8500008,NA
3109,302.7500004,NA
3109.5,296.5499996,NA
3110,303.4499992,NA
3110.5,296.15,NA
3112,303.15,NA
3117,299.8500008,NA
3118,302.65,NA
3119,302.65,NA
3121,304.3500008,NA
3122,300.8500008,NA
3122.5,296.65,NA
3123.5,296.3500008,NA
3124,301.15,NA
3125,302.4499992,NA
3126,300.9499992,NA
3127,302.7500004,NA
3128,303.15,NA
3129.5,296.5499996,NA
3130,302.8500008,NA
3130.5,296.15,NA
3131,303.4499992,NA
3132.5,295.4499992,NA
3133,303.15,NA
3134.5,295.4499992,NA
3135,299.8500008,NA
3135.5,295.65,NA
3136,299.15,NA
3137,300.9499992,NA
3138,302.3500008,NA
3138.5,296.7500004,NA
3139,301.4499992,NA
3142.5,295.3500008,NA
3144.5,296.8500008,NA
3145.5,297.0499996,NA
3150.5,295.4499992,NA
3155.5,296.5499996,NA
3180,302.5499996,NA
3182,303.15,NA
3189,301.15,NA
3190,303.8500008,NA
3193,302.4499992,NA
3194,300.15,NA
3197,302.2500004,NA
3198,301.4499992,NA
3200,304.15,NA
3202,302.7500004,NA
3205,302.15,NA
3206,303.15,NA
3207,302.3500008,NA
3213,302.9499992,NA
3213.5,296.2500004,NA
3214,304.15,NA
3214.5,296.65,NA
3217,302.7500004,NA
3218.5,296.7500004,NA
3219,304.8500008,NA
3220,303.15,NA
3220.5,296.65,NA
3224.5,298.65,NA
3228,303.7500004,NA
3234.5,298.5499996,NA
3235,307.15,NA
3237,307.65,NA
3239,305.8500008,NA
3240,307.7499985,NA
3240.5,298.3500008,NA
3242,306.2499985,NA
3243,307.15,NA
3245,306.15,NA
3247,306.65,NA
3248,306.65,NA
3251,307.15,NA
3252,307.9499992,NA
3254,306.2499985,NA
3255,306.65,NA
3259.5,298.15,NA
3262,307.0500015,NA
3263.5,298.3500008,NA
3266,307.65,NA
3269,306.15,NA
3269.5,297.7500004,NA
3271,306.2499985,NA
3275,305.7499985,NA
3279,307.15,NA
3280,306.7499985,NA
3281,307.4499992,NA
3283,306.15,NA
3284.5,295.65,NA
3288,305.3500008,NA
3289,304.4499992,NA
3290,304.5499996,NA
3292,307.7499985,NA
3293,305.65,NA
3295,307.15,NA
3296,307.4499992,NA
3297,307.65,NA
3298,307.5500015,NA
3299,306.15,NA
3300,306.5500015,NA
3303,306.8500008,NA
3305,306.4499992,NA
3306,306.65,NA
3307,308.2499985,NA
3308,307.5500015,NA
3309,307.65,NA
3312,307.15,NA
3313,309.15,NA
3315,307.3500008,NA
3316,308.15,NA
3317,307.9499992,NA
3318,307.15,NA
3319,308.3500008,NA
3320,307.3500008,NA
3322,307.7499985,NA
3323,307.65,NA
3326,306.8500008,NA
3327,307.5500015,NA
3328,308.5500015,NA
3328.5,299.4499992,NA
3329,305.8500008,NA
3332,307.15,NA
3334,308.15,NA
3335,307.65,NA
3336.5,299.5499996,NA
3337,308.2499985,NA
3339,308.2499985,NA
3340,307.15,NA
3341,307.8500008,NA
3342,307.15,NA
3343,307.4499992,NA
3345,307.65,NA
3347,310.15,NA
3348,309.15,NA
3349.5,299.15,NA
3351,309.4499992,NA
3351.5,297.65,NA
3352,306.15,NA
3353,308.15,NA
3353.5,297.65,NA
3355,308.9499992,NA
3355.5,298.65,NA
3356,309.3500008,NA
3357,307.65,NA
3360,309.0500015,NA
3361.5,295.2500004,NA
3365.5,299.2500004,NA
3366,308.5500015,NA
3367,308.2499985,NA
3367.5,295.65,NA
3368.5,297.8500008,NA
3370,306.7499985,NA
3371,306.2499985,NA
3372,306.65,NA
3373,307.4499992,NA
3376,307.5500015,NA
3377,306.9499992,NA
3378,305.3500008,NA
3380,307.15,NA
3381,306.5500015,NA
3385,307.65,NA
3387,307.5500015,NA
3388,308.2499985,NA
3390,307.0500015,NA
3392,307.15,NA
3395,307.65,NA
3397,307.65,NA
3397.5,297.2500004,NA
3398,307.15,NA
3400,307.5500015,NA
3402,307.0500015,NA
3403,302.15,NA
3404,306.9499992,NA
3404.5,288.0499996,NA
3405,307.65,NA
3410,307.15,NA
3410.5,296.2500004,NA
3415,306.9499992,NA
3417,300.2500004,NA
3417.5,299.65,NA
3419,303.5499996,NA
3420,304.15,NA
3422,303.65,NA
3424,305.9499992,NA
3426,306.15,NA
3427,303.4499992,NA
3428,303.15,NA
3429.5,294.2500004,NA
3430,305.3500008,NA
3431.5,297.7500004,NA
3432.5,296.2500004,NA
3434,304.65,NA
3435,306.2499985,NA
3438,307.7499985,NA
3440,303.15,NA
3443,303.8500008,NA
3446,303.8500008,NA
3447,303.7500004,NA
3447.5,297.0499996,NA
3450,302.15,NA
3450.5,294.3500008,NA
3451,303.4499992,NA
3452,303.9499992,NA
3452.5,297.15,NA
3454,303.9499992,NA
3455.5,294.7500004,NA
3457,300.3500008,NA
3457.5,295.15,NA
3458,304.7500004,NA
3459,310.7499985,NA
3460,303.15,NA
3462.5,297.4499992,NA
3463,301.65,NA
3466,299.2500004,NA
3472,300.15,NA
3472.5,297.15,NA
3475,301.3500008,NA
3476,302.7500004,NA
3477,301.5499996,NA
3477.5,295.5499996,NA
3478,303.2500004,NA
3479,302.9499992,NA
3479.5,293.9499992,NA
3480,303.3500008,NA
3481,303.2500004,NA
3482.5,296.7500004,NA
3483,304.15,NA
3485,302.3500008,NA
3485.5,293.65,NA
3486,303.2500004,NA
3487,301.8500008,NA
3487.5,296.65,NA
3488,303.15,NA
3490,303.9499992,NA
3491,302.2500004,NA
3492,298.3500008,NA
3492.5,294.65,NA
3494,300.5499996,NA
3497,302.15,NA
3497.5,296.7500004,NA
3498,301.7500004,NA
3499,301.9499992,NA
3502.5,294.8500008,NA
3557.5,293.9499992,NA
3570,304.0499996,NA
3573,303.65,NA
3574,304.3500008,NA
3577,303.15,NA
3583,304.3500008,NA
3583.5,296.8500008,NA
3587,304.65,NA
3595,305.3500008,NA
3607.5,294.15,NA
3612.5,295.0499996,NA
3618.5,292.5499996,NA
3622.5,297.65,NA
3627.5,295.3500008,NA
3628.5,292.9499992,NA
3632.5,295.3500008,NA
3633.5,289.7500004,NA
3637,307.15,NA
3637.5,295.3500008,NA
3642.5,296.65,NA
3643.5,297.3500008,NA
3644,306.9499992,NA
3645,306.7499985,NA
3646.5,289.9499992,NA
3647,306.65,NA
3647.5,286.4500002,NA
3648,306.3500008,NA
3649,305.65,NA
3650,306.2499985,NA
3651,304.15,NA
3652,306.5500015,NA
3653,306.7499985,NA
3653.5,285.7500004,NA
3654,306.65,NA
3655,306.3500008,NA
3657,304.2500004,NA
3658,304.9499992,NA
3659,308.0500015,NA
3660,307.4499992,NA
3661,307.65,NA
3664,307.3500008,NA
3665,305.5500015,NA
3667,304.9499992,NA
3668,308.15,NA
3669,308.0500015,NA
3672,307.2499985,NA
3673.5,295.15,NA
3674,306.65,NA
3676,307.65,NA
3679,308.3500008,NA
3681,309.15,NA
3681.5,297.0499996,NA
3682,308.15,NA
3683,307.0500015,NA
3686,306.4499992,NA
3686.5,297.2500004,NA
3687,307.3500008,NA
3687.5,296.7500004,NA
3688,307.3500008,NA
3692.5,292.9499992,NA
3693.5,298.9499992,NA
3703.5,295.65,NA
3704.5,292.0499996,NA
3707.5,297.5499996,NA
3709.5,290.65,NA
3772,306.7499985,NA
3773,306.3500008,NA
3777,307.5500015,NA
3778,305.15,NA
3780,305.7499985,NA
3781,305.3500008,NA
3782,306.2499985,NA
3785,304.9499992,NA
3786,305.65,NA
3787,306.65,NA
3793.5,296.3500008,NA
3795,306.2499985,NA
3796,304.15,NA
3797,304.65,NA
3801,305.3500008,NA
3802.5,298.0499996,NA
3805,305.15,NA
3806,300.65,NA
3807,302.65,NA
3809,300.5499996,NA
3810,303.5499996,NA
3812,303.7500004,NA
3814,304.7500004,NA
3815,304.5499996,NA
3816,303.5499996,NA
3818,303.4499992,NA
3819,302.9499992,NA
3822,304.15,NA
3823,304.15,NA
3824,304.0499996,NA
3825,300.65,NA
3826,302.65,NA
3827,302.3500008,NA
3829,302.7500004,NA
3830,303.3500008,NA
3832,303.9499992,NA
3833,300.65,NA
3835,304.8500008,NA
3837,303.5499996,NA
3840,300.3500008,NA
3844,302.65,NA
3845,301.5499996,NA
3849,302.7500004,NA
3850,302.7500004,NA
3851,300.4499992,NA
3853,302.65,NA
3854.5,295.65,NA
3855,302.65,NA
3856,301.65,NA
3860,300.7500004,NA
3862,302.8500008,NA
3865.5,294.8500008,NA
3867,300.15,NA
3869,301.3500008,NA
3873,303.2500004,NA
3874,302.9499992,NA
3875,303.15,NA
3876,302.5499996,NA
3878,301.9499992,NA
3880,300.2500004,NA
3882,302.8500008,NA
3886,301.9499992,NA
3891,304.15,NA
3892,302.65,NA
3893,302.15,NA
3894,301.7500004,NA
3900,300.0499996,NA
3903,303.65,NA
3936,302.5499996,NA
3941,305.5500015,NA
3942,304.5499996,NA
3943,304.15,NA
3946,305.0499996,NA
3947,301.2500004,NA
3948,305.4499992,NA
3957,306.3500008,NA
3958,305.4499992,NA
3959,304.15,NA
3961,306.65,NA
3965,304.5499996,NA
3967,305.15,NA
3968,307.2499985,NA
3969,304.15,NA
3971,307.7499985,NA
3973,306.5500015,NA
3977,305.5500015,NA
3980,306.15,NA
3981,305.8500008,NA
3982,305.8500008,NA
3983,306.15,NA
3984,306.5500015,NA
3985,306.5500015,NA
3986,306.8500008,NA
3988,307.15,NA
3989,303.8500008,NA
3990,306.8500008,NA
3993,304.2500004,NA
3994,306.2499985,NA
3995,305.3500008,NA
3997,305.65,NA
3999,303.15,NA
4000,306.15,NA
4001,305.8500008,NA
4002,305.4499992,NA
4004,307.15,NA
4005,305.15,NA
4007,307.0500015,NA
4009,308.0500015,NA
4010,306.5500015,NA
4012,307.15,NA
4013,308.2499985,NA
4014,307.15,NA
4037,309.2499985,NA
4079,307.0500015,NA
4082,307.65,NA
4084,306.65,NA
4085,307.2499985,NA
4087,306.65,NA
4088,306.7499985,NA
4089,303.15,NA
4090,306.65,NA
4091,307.2499985,NA
4092,306.65,NA
4093,306.3500008,NA
4095,306.3500008,NA
4096,307.65,NA
4097,309.7499985,NA
4098,307.5500015,NA
4099,307.8500008,NA
4100,307.7499985,NA
4101,307.2499985,NA
4102,308.65,NA
4103,308.15,NA
4104,308.15,NA
4106,306.4499992,NA
4107,307.15,NA
4108,306.3500008,NA
4109,308.15,NA
4110,307.2499985,NA
4111,306.3500008,NA
4112,306.15,NA
4114,307.2499985,NA
4115,302.5499996,NA
4116,305.4499992,NA
4117,306.15,NA
4118,306.8500008,NA
4119,305.7499985,NA
4120,300.4499992,NA
4121,305.3500008,NA
4122,307.65,NA
4123,302.15,NA
4125,305.65,NA
4126,305.4499992,NA
4127,307.15,NA
4128,306.8500008,NA
4130,306.7499985,NA
4132,305.65,NA
4133,306.15,NA
4135,305.7499985,NA
4136,306.5500015,NA
4137,306.15,NA
4138,308.0500015,NA
4139,306.7499985,NA
4140,305.3500008,NA
4140.5,297.9499992,NA
4141,305.7499985,NA
4142,303.15,NA
4143,301.8500008,NA
4144,305.3500008,NA
4144.5,298.0499996,NA
4145.5,296.2500004,NA
4147,304.15,NA
4148.5,296.15,NA
4150,306.15,NA
4152,305.2499985,NA
4154,306.4499992,NA
4157,305.65,NA
4158,306.15,NA
4158.5,296.15,NA
4159,306.3500008,NA
4160,307.15,NA
4161,305.65,NA
4161.5,297.15,NA
4163,305.15,NA
4164,305.5500015,NA
4165,306.65,NA
4166,304.8500008,NA
4166.5,295.65,NA
4168,305.5500015,NA
4171.5,296.15,NA
4172.5,296.5499996,NA
4181,303.65,NA
4184,300.5499996,NA
4185,301.9499992,NA
4186,303.7500004,NA
4187,304.65,NA
4188,303.15,NA
4189,304.15,NA
4189.5,297.15,NA
4190,304.4499992,NA
4190.5,297.0499996,NA
4191,304.7500004,NA
4194.5,295.0499996,NA
4196,302.65,NA
4197,302.3500008,NA
4198.5,296.4499992,NA
4199,301.9499992,NA
4199.5,297.2500004,NA
4201,303.3500008,NA
4202,303.7500004,NA
4204,303.0499996,NA
4205,303.15,NA
4205.5,296.15,NA
4206,300.9499992,NA
4207,303.15,NA
4207.5,296.65,NA
4209.5,296.8500008,NA
4210.5,296.65,NA
4211,302.65,NA
4212,301.15,NA
4213,303.65,NA
4214,303.65,NA
4214.5,297.15,NA
4217.5,296.7500004,NA
4219,301.3500008,NA
4220,303.2500004,NA
4221,301.2500004,NA
4224.5,296.0499996,NA
4225,299.7500004,NA
4225.5,296.8500008,NA
4226,301.2500004,NA
4226.5,297.15,NA
4227,302.15,NA
4228,301.65,NA
4228.5,296.15,NA
4230,302.7500004,NA
4231,301.2500004,NA
4231.5,297.15,NA
4232,300.7500004,NA
4233,301.3500008,NA
4234,300.9499992,NA
4235,300.5499996,NA
4236,302.2500004,NA
4237,303.5499996,NA
4237.5,295.7500004,NA
4238,300.65,NA
4239,303.0499996,NA
4240,302.65,NA
4241,301.15,NA
4242,300.7500004,NA
4245,302.5499996,NA
4246,300.65,NA
4247,301.5499996,NA
4248.5,296.15,NA
4249,301.65,NA
4249.5,296.65,NA
4250,303.2500004,NA
4252,302.7500004,NA
4252.5,297.0499996,NA
4253,302.65,NA
4254,302.5499996,NA
4255,304.3500008,NA
4255.5,296.9499992,NA
4256,303.65,NA
4257,301.15,NA
4257.5,296.9499992,NA
4259,303.4499992,NA
4261,301.15,NA
4262,303.2500004,NA
4262.5,296.7500004,NA
4263,301.2500004,NA
4264,302.5499996,NA
4264.5,295.3500008,NA
4265.5,296.9499992,NA
4266,301.3500008,NA
4266.5,297.15,NA
4268,303.65,NA
4270,302.3500008,NA
4271,303.65,NA
4272,302.15,NA
4274,303.3500008,NA
4275,301.3500008,NA
4277,303.7500004,NA
4278,303.0499996,NA
4279,302.9499992,NA
4280,304.15,NA
4281,303.15,NA
4282,303.9499992,NA
4283,304.5499996,NA
4284,304.5499996,NA
4286,304.7500004,NA
4288,305.65,NA
4289,305.15,NA
4290,306.3500008,NA
4291,305.15,NA
4292,305.3500008,NA
4293,305.15,NA
4295,303.5499996,NA
4296,301.4499992,NA
4298,301.0499996,NA
4300,304.5499996,NA
4301.5,295.65,NA
4302,303.3500008,NA
4303,303.15,NA
4304,300.4499992,NA
4305,303.3500008,NA
4306,304.2500004,NA
4306.5,297.15,NA
4307,303.15,NA
4309,305.2499985,NA
4310,302.65,NA
4312,304.15,NA
4313,303.15,NA
4314,301.8500008,NA
4315,303.15,NA
4316,303.15,NA
4320,304.2500004,NA
4321,306.15,NA
4322,305.15,NA
4323,304.7500004,NA
4324,306.15,NA
4325,304.15,NA
4326,304.8500008,NA
4327,304.15,NA
4329,304.8500008,NA
4330,304.5499996,NA
4332,304.7500004,NA
4333,305.3500008,NA
4334,305.4499992,NA
4334.5,296.65,NA
4335,305.15,NA
4336,304.65,NA
4338,306.5500015,NA
4339,306.2499985,NA
4340,306.8500008,NA
4342,307.5500015,NA
4343,307.8500008,NA
4344,306.3500008,NA
4345.5,298.15,NA
4346,308.65,NA
4347,307.7499985,NA
4349,306.65,NA
4350,308.2499985,NA
4351,308.15,NA
4352,308.65,NA
4353,308.15,NA
4353.5,296.65,NA
4354,306.65,NA
4356.5,294.65,NA
4358,308.5500015,NA
4359,308.3500008,NA
4360,306.0500015,NA
4361,306.8500008,NA
4362,306.7499985,NA
4363,304.15,NA
4364,306.65,NA
4365,306.2499985,NA
4366,306.0500015,NA
4367,306.3500008,NA
4368,306.7499985,NA
4369,307.7499985,NA
4370,308.0500015,NA
4371,308.3500008,NA
4372,306.3500008,NA
4373,307.8500008,NA
4374,309.2499985,NA
4375,308.15,NA
4375.5,293.9499992,NA
4377,307.15,NA
4379,307.15,NA
4381,307.3500008,NA
4382,306.15,NA
4383,305.9499992,NA
4384,306.5500015,NA
4385,307.4499992,NA
4386,307.0500015,NA
4387,304.3500008,NA
4389,305.7499985,NA
4390,303.65,NA
4391,302.4499992,NA
4393,307.3500008,NA
4394,308.15,NA
4395,307.65,NA
4396,305.8500008,NA
4398,306.3500008,NA
4399,307.15,NA
4400,304.5499996,NA
4402.5,294.15,NA
4403,306.9499992,NA
4404,305.65,NA
4405,306.15,NA
4406,305.4499992,NA
4407,306.4499992,NA
4408,306.5500015,NA
4410,306.65,NA
4411,308.65,NA
4413,310.4499992,NA
4415,307.5500015,NA
4416,308.15,NA
4417,307.65,NA
4418,307.3500008,NA
4419,309.9499992,NA
4420,308.8500008,NA
4421,310.15,NA
4422,307.65,NA
4423,308.15,NA
4424,306.7499985,NA
4426,308.15,NA
4427,307.2499985,NA
4428,306.7499985,NA
4429,307.65,NA
4431,307.3500008,NA
4433,307.65,NA
4434,308.15,NA
4435,309.0500015,NA
4438,308.5500015,NA
4439,308.8500008,NA
4441,308.15,NA
4442,307.65,NA
4444,308.2499985,NA
4445,307.8500008,NA
4445.5,299.9499992,NA
4446,308.3500008,NA
4446.5,300.15,NA
4447,307.3500008,NA
4448,308.15,NA
4449.5,297.7500004,NA
4450,308.0500015,NA
4451,306.3500008,NA
4452,307.5500015,NA
4452.5,295.7500004,NA
4453,306.2499985,NA
4454,307.15,NA
4454.5,298.15,NA
4455,305.7499985,NA
4455.5,296.4499992,NA
4456,307.15,NA
4457,306.65,NA
4458,307.7499985,NA
4459,307.2499985,NA
4459.5,298.15,NA
4460,307.2499985,NA
4461,305.65,NA
4462,307.15,NA
4463.5,300.15,NA
4465,308.3500008,NA
4466,307.5500015,NA
4467.5,300.0499996,NA
4469,306.0500015,NA
4469.5,294.15,NA
4470,305.9499992,NA
4471,307.15,NA
4471.5,300.0499996,NA
4472,308.5500015,NA
4472.5,299.9499992,NA
4473.5,300.0499996,NA
4475,307.65,NA
4476,307.7499985,NA
4477,308.7499985,NA
4478,308.8500008,NA
4478.5,299.15,NA
4479,307.8500008,NA
4479.5,295.15,NA
4480,307.4499992,NA
4481,308.3500008,NA
4481.5,299.15,NA
4482,306.5500015,NA
4484,308.4499992,NA
4485,308.2499985,NA
4486,308.5500015,NA
4487,306.4499992,NA
4488,306.7499985,NA
4489,306.0500015,NA
4490,307.5500015,NA
4491,307.65,NA
4492,307.9499992,NA
4494,306.7499985,NA
4495,306.9499992,NA
4499,306.3500008,NA
4499.5,295.15,NA
4500,303.15,NA
4501,305.3500008,NA
4502,306.5500015,NA
4504.5,296.15,NA
4505,306.2499985,NA
4506,306.3500008,NA
4506.5,295.3500008,NA
4507,305.8500008,NA
4508.5,296.15,NA
4509,305.15,NA
4510,306.3500008,NA
4511,306.65,NA
4511.5,296.3500008,NA
4512,306.65,NA
4513.5,298.15,NA
4514,306.8500008,NA
4514.5,298.15,NA
4515,307.0500015,NA
4515.5,299.2500004,NA
4516,305.65,NA
4516.5,295.7500004,NA
4517,307.65,NA
4517.5,297.7500004,NA
4518,307.2499985,NA
4519,303.8500008,NA
4521,306.3500008,NA
4521.5,296.8500008,NA
4522,306.15,NA
4523,303.65,NA
4524,305.65,NA
4525,306.15,NA
4526,307.0500015,NA
4526.5,294.65,NA
4527,307.15,NA
4529,304.9499992,NA
4530,306.15,NA
4531,305.3500008,NA
4531.5,295.5499996,NA
4532,302.65,NA
4535,302.5499996,NA
4535.5,298.0499996,NA
4536.5,297.65,NA
4538,305.3500008,NA
4538.5,295.7500004,NA
4544.5,296.15,NA
4546.5,296.0499996,NA
4548.5,295.8500008,NA
4550.5,296.8500008,NA
4552.5,296.8500008,NA
4556,304.7500004,NA
4562,304.65,NA
4563,304.9499992,NA
4565,304.15,NA
4566,305.0499996,NA
4567,302.15,NA
4568,303.7500004,NA
4569,303.2500004,NA
4570.5,295.15,NA
4571,303.3500008,NA
4572,303.65,NA
4573,301.2500004,NA
4577,302.65,NA
4578,300.15,NA
4578.5,297.15,NA
4579,302.3500008,NA
4582,302.15,NA
4583,301.65,NA
4584,302.7500004,NA
4585,303.2500004,NA
4586,300.7500004,NA
4587,303.15,NA
4588,303.5499996,NA
4589,302.3500008,NA
4590,301.7500004,NA
4590.5,296.7500004,NA
4591,303.65,NA
4591.5,295.65,NA
4592,302.4499992,NA
4592.5,296.2500004,NA
4594,303.65,NA
4595,304.0499996,NA
4596,304.15,NA
4596.5,296.0499996,NA
4597,303.65,NA
4597.5,296.0499996,NA
4598,304.8500008,NA
4600,302.2500004,NA
4602,300.15,NA
4603,300.4499992,NA
4604,302.2500004,NA
4604.5,296.5499996,NA
4605,301.4499992,NA
4605.5,296.8500008,NA
4607,301.65,NA
4607.5,296.65,NA
4608,300.5499996,NA
4609,302.3500008,NA
4609.5,294.9499992,NA
4610,303.8500008,NA
4611.5,297.15,NA
4612.5,296.15,NA
4613,302.8500008,NA
4614,301.2500004,NA
4616,301.15,NA
4616.5,296.0499996,NA
4618,300.8500008,NA
4619,300.0499996,NA
4619.5,297.0499996,NA
4620.5,297.0499996,NA
4621,301.7500004,NA
4621.5,296.65,NA
4622,302.15,NA
4623,301.9499992,NA
4623.5,296.15,NA
4624,302.3500008,NA
4626,303.65,NA
4627,303.15,NA
4627.5,296.7500004,NA
4628,302.0499996,NA
4629.5,296.8500008,NA
4630,301.8500008,NA
4631,302.2500004,NA
