"day","T","...3"
4632,302.65,NA
4634.5,297.0499996,NA
4635,302.2500004,NA
4635.5,297.15,NA
4636,303.65,NA
4638,304.15,NA
4640.5,296.7500004,NA
4643,302.3500008,NA
4644,304.4499992,NA
4645,303.5499996,NA
4645.5,296.7500004,NA
4646,304.7500004,NA
4647,303.15,NA
4648,303.15,NA
4649,302.3500008,NA
4649.5,295.0499996,NA
4651,303.7500004,NA
4651.5,297.65,NA
4652,304.15,NA
4652.5,297.65,NA
4653,304.3500008,NA
4654.5,297.15,NA
4656,304.15,NA
4656.5,297.7500004,NA
4657,304.15,NA
4657.5,297.7500004,NA
4658,305.4499992,NA
4659,303.0499996,NA
4660,301.8500008,NA
4660.5,296.7500004,NA
4661,302.5499996,NA
4662,304.15,NA
4663,305.65,NA
4664,304.0499996,NA
4665,303.15,NA
4666,303.7500004,NA
4666.5,294.5499996,NA
4667,304.4499992,NA
4668,304.15,NA
4669,304.15,NA
4670,304.65,NA
4670.5,296.65,NA
4671,306.15,NA
4671.5,296.8500008,NA
4672,305.65,NA
4673,305.9499992,NA
4674,305.9499992,NA
4675,305.8500008,NA
4676,304.0499996,NA
4677,305.2499985,NA
4678,305.2499985,NA
4679,303.8500008,NA
4681,304.2500004,NA
4681.5,295.15,NA
4683,303.8500008,NA
4684,301.15,NA
4684.5,296.15,NA
4685,306.8500008,NA
4686,304.15,NA
4688,305.65,NA
4689,305.65,NA
4691,305.3500008,NA
4692,303.65,NA
4695,305.65,NA
4696,306.0500015,NA
4697,306.15,NA
4697.5,298.15,NA
4698,306.0500015,NA
4699.5,298.15,NA
4700,305.2499985,NA
4701,305.15,NA
4702,306.5500015,NA
4703,307.0500015,NA
4704,304.9499992,NA
4705,304.7500004,NA
4706,306.4499992,NA
4707,306.15,NA
4708,305.7499985,NA
4709,305.4499992,NA
4710,305.7499985,NA
4711,307.5500015,NA
4714,306.9499992,NA
4715,305.7499985,NA
4716,306.65,NA
4717,306.0500015,NA
4718,306.2499985,NA
4719,306.3500008,NA
4720,307.15,NA
4721,304.7500004,NA
4722,306.2499985,NA
4723,304.5499996,NA
4724,306.15,NA
4725,306.15,NA
4725.5,299.15,NA
4726,306.8500008,NA
4727,306.8500008,NA
4728,306.9499992,NA
4729,306.15,NA
4730,306.65,NA
4731,308.0500015,NA
4732,307.15,NA
4732.5,293.65,NA
4733,308.15,NA
4734,307.15,NA
4735,307.65,NA
4735.5,298.7500004,NA
4736,308.15,NA
4736.5,299.15,NA
4738,305.7499985,NA
4739,306.15,NA
4739.5,298.15,NA
4740,306.65,NA
4740.5,298.65,NA
4741,305.7499985,NA
4741.5,298.4499992,NA
4742,306.65,NA
4743,306.5500015,NA
4745,304.65,NA
4746,305.15,NA
4748,305.65,NA
4749,305.65,NA
4750,305.5500015,NA
4751,306.3500008,NA
4752,305.9499992,NA
4753,305.7499985,NA
4754,305.8500008,NA
4755,306.0500015,NA
4756,306.15,NA
4758,308.15,NA
4759,307.9499992,NA
4760,307.15,NA
4760.5,299.15,NA
4762,307.8500008,NA
4763,306.8500008,NA
4764,305.9499992,NA
4765,304.65,NA
4766,307.3500008,NA
4766.5,293.15,NA
4767,306.8500008,NA
4768,305.5500015,NA
4769,306.5500015,NA
4770,306.65,NA
4771,307.15,NA
4771.5,298.15,NA
4773,307.0500015,NA
4774,313.15,NA
4774.5,299.15,NA
4775,307.65,NA
4776,307.15,NA
4777,306.7499985,NA
4778,306.65,NA
4780.5,299.15,NA
4782,305.0499996,NA
4782.5,299.8500008,NA
4783,308.9499992,NA
4783.5,298.15,NA
4784,306.5500015,NA
4785,306.8500008,NA
4785.5,298.7500004,NA
4786,308.15,NA
4786.5,299.7500004,NA
4787,307.5500015,NA
4789,306.65,NA
4790,306.7499985,NA
4791,306.65,NA
4791.5,297.15,NA
4793,308.2499985,NA
4794,307.65,NA
4795,306.9499992,NA
4795.5,300.15,NA
4796,307.15,NA
4796.5,299.65,NA
4797,307.65,NA
4798,306.8500008,NA
4799,306.3500008,NA
4799.5,301.0499996,NA
4800,305.3500008,NA
4801,304.3500008,NA
4802,306.9499992,NA
4803,304.4499992,NA
4803.5,301.15,NA
4804,306.65,NA
4804.5,301.15,NA
4806,309.9499992,NA
4806.5,297.3500008,NA
4807,306.65,NA
4808,306.3500008,NA
4808.5,300.15,NA
4809,306.4499992,NA
4809.5,300.65,NA
4811,306.9499992,NA
4812,306.9499992,NA
4812.5,300.15,NA
4814,307.5500015,NA
4815,306.7499985,NA
4815.5,296.15,NA
4816,306.8500008,NA
4817,306.7499985,NA
4817.5,299.8500008,NA
4818,308.4499992,NA
4819,307.15,NA
4819.5,300.15,NA
4820,308.65,NA
4821,306.3500008,NA
4822,307.5500015,NA
4822.5,298.15,NA
4824,306.9499992,NA
4825,306.3500008,NA
4826.5,299.7500004,NA
4827,306.7499985,NA
4828,308.8500008,NA
4829,305.7499985,NA
4830,308.65,NA
4831,306.15,NA
4832,308.15,NA
4832.5,300.65,NA
4833,306.15,NA
4834,306.5500015,NA
4835,307.15,NA
4836,308.15,NA
4838,308.15,NA
4839,307.7499985,NA
4840,308.5500015,NA
4841,301.15,NA
4841.5,300.65,NA
4842,307.3500008,NA
4842.5,298.4499992,NA
4843,306.7499985,NA
4844,306.7499985,NA
4845,307.3500008,NA
4846,306.8500008,NA
4846.5,297.8500008,NA
4847,306.5500015,NA
4848,306.8500008,NA
4848.5,300.15,NA
4849,307.3500008,NA
4850,307.5500015,NA
4852,307.9499992,NA
4853,308.7499985,NA
4854,306.7499985,NA
4855,304.65,NA
4856,307.7499985,NA
4857,306.65,NA
4858,308.15,NA
4859,308.5500015,NA
4859.5,298.7500004,NA
4860,306.5500015,NA
4861,305.3500008,NA
4861.5,296.0499996,NA
4862,306.65,NA
4863,308.2499985,NA
4863.5,296.5499996,NA
4864,307.2499985,NA
4865,307.5500015,NA
4866.5,299.7500004,NA
4867.5,299.15,NA
4868,308.0500015,NA
4869.5,295.65,NA
4870,307.2499985,NA
4870.5,298.8500008,NA
4871,305.15,NA
4871.5,299.15,NA
4873,307.2499985,NA
4874.5,298.65,NA
4875,305.7499985,NA
4875.5,299.0499996,NA
4876,303.65,NA
4877,306.65,NA
4878,306.8500008,NA
4879,306.65,NA
4879.5,299.15,NA
4881,302.8500008,NA
4882,305.9499992,NA
4882.5,299.2500004,NA
4883,308.0500015,NA
4884,306.3500008,NA
4885,306.7499985,NA
4886,307.3500008,NA
4887,306.0500015,NA
4888,306.5500015,NA
4891,305.4499992,NA
4891.5,299.8500008,NA
4892,306.2499985,NA
4894,301.3500008,NA
4895,303.15,NA
4896,303.8500008,NA
4897,300.2500004,NA
4898,304.9499992,NA
4899,303.4499992,NA
4900,304.8500008,NA
4900.5,296.65,NA
4901,303.4499992,NA
4901.5,296.5499996,NA
4902,303.3500008,NA
4902.5,296.15,NA
4903,305.5500015,NA
4903.5,298.15,NA
4904,306.8500008,NA
4905,305.15,NA
4906,304.65,NA
4908,303.65,NA
4909,302.65,NA
4910,303.9499992,NA
4912,303.15,NA
4913,304.0499996,NA
4914,304.5499996,NA
4915,302.65,NA
4916,303.8500008,NA
4919,302.5499996,NA
4921,302.5499996,NA
4924.5,298.0499996,NA
4926,304.15,NA
4927,302.3500008,NA
4928,301.65,NA
4929,300.4499992,NA
4929.5,295.9499992,NA
4931,302.8500008,NA
4932,304.15,NA
4932.5,296.65,NA
4933.5,297.3500008,NA
4934,303.4499992,NA
4936,303.5499996,NA
4937,302.65,NA
4937.5,296.15,NA
4938.5,297.15,NA
4940,302.7500004,NA
4941,301.7500004,NA
4942,300.15,NA
4943,303.7500004,NA
4944,304.0499996,NA
4944.5,297.15,NA
4945,301.65,NA
4946,303.0499996,NA
4946.5,296.15,NA
4947,303.15,NA
4948,301.5499996,NA
4948.5,297.15,NA
4949.5,296.65,NA
4950.5,297.7500004,NA
4951,303.2500004,NA
4952,301.3500008,NA
4953,301.7500004,NA
4953.5,297.65,NA
4954,300.5499996,NA
4954.5,297.15,NA
4955,299.65,NA
4956,300.9499992,NA
4959,302.65,NA
4960,301.7500004,NA
4960.5,295.65,NA
4961,303.9499992,NA
4961.5,296.8500008,NA
4964,301.0499996,NA
4965,299.7500004,NA
4966,301.15,NA
4966.5,296.9499992,NA
4967,303.15,NA
4968,303.0499996,NA
4969.5,297.8500008,NA
4970,304.3500008,NA
4971.5,296.65,NA
4972.5,297.15,NA
4974,300.4499992,NA
4976.5,297.0499996,NA
4977.5,296.15,NA
4979,305.4499992,NA
4979.5,296.9499992,NA
4980,304.7500004,NA
4980.5,297.15,NA
4981,302.2500004,NA
4982,302.65,NA
4983,302.9499992,NA
4984,304.65,NA
4984.5,296.9499992,NA
4985,302.9499992,NA
4987,303.3500008,NA
4988,300.9499992,NA
4989,303.2500004,NA
4990,299.5499996,NA
4990.5,297.15,NA
4991,299.2500004,NA
4991.5,295.8500008,NA
4992,302.7500004,NA
4993,303.3500008,NA
4994,302.7500004,NA
4994.5,297.15,NA
4995,303.65,NA
4997,304.7500004,NA
4999,300.5499996,NA
5001.5,296.8500008,NA
5002,304.65,NA
5003,305.15,NA
5008,302.7500004,NA
5009.5,296.0499996,NA
5013.5,295.15,NA
5015,304.9499992,NA
5015.5,297.15,NA
5016,304.2500004,NA
5016.5,294.8500008,NA
5017.5,296.65,NA
5019,305.3500008,NA
5020,304.15,NA
5021,300.15,NA
5022,304.7500004,NA
5023,303.8500008,NA
5023.5,296.15,NA
5025,304.15,NA
5026,303.65,NA
5026.5,296.9499992,NA
5028,304.2500004,NA
5029,303.9499992,NA
5030,302.65,NA
5031,303.4499992,NA
5032,303.9499992,NA
5033,305.15,NA
5034,304.5499996,NA
5035,303.7500004,NA
5036,304.65,NA
5037,304.9499992,NA
5039,304.7500004,NA
5039.5,297.15,NA
5041,304.3500008,NA
5042,302.9499992,NA
5043,304.15,NA
5044.5,295.15,NA
5045,303.65,NA
5046,304.4499992,NA
5048,305.7499985,NA
5050,304.15,NA
5053,305.15,NA
5054,305.15,NA
5055,304.65,NA
5056.5,296.15,NA
5057,304.5499996,NA
5059,304.7500004,NA
5060,304.65,NA
5061,305.9499992,NA
5061.5,297.15,NA
5062,305.7499985,NA
5062.5,297.65,NA
5064,305.4499992,NA
5064.5,294.8500008,NA
5066,307.15,NA
5067,305.15,NA
5068,305.15,NA
5070,304.8500008,NA
5071,305.65,NA
5072,306.0500015,NA
5072.5,295.8500008,NA
5073,306.4499992,NA
5074,301.65,NA
5076,305.65,NA
5078,306.3500008,NA
5079,307.65,NA
5080,306.65,NA
5081,307.7499985,NA
5082,307.65,NA
5083,308.15,NA
5084,308.65,NA
5086,307.0500015,NA
5087,307.15,NA
5088.5,296.15,NA
5090,307.3500008,NA
5091,307.3500008,NA
5092,306.5500015,NA
5093,307.15,NA
5094,306.65,NA
5096,308.3500008,NA
5098,306.3500008,NA
5099,307.3500008,NA
5100,307.65,NA
5101,307.3500008,NA
5102,306.5500015,NA
5103,308.2499985,NA
5104.5,295.7500004,NA
5105,308.0500015,NA
5106,306.2499985,NA
5107,306.65,NA
5107.5,298.8500008,NA
5108,308.15,NA
5109,306.65,NA
5111,307.65,NA
5113,307.3500008,NA
5114,307.3500008,NA
5115,307.3500008,NA
5116,307.2499985,NA
5117,306.5500015,NA
5118,307.15,NA
5119,308.15,NA
5120.5,291.65,NA
5123,308.65,NA
5125,307.15,NA
5126,306.5500015,NA
5127,305.8500008,NA
5127.5,291.15,NA
5128,307.15,NA
5129,306.7499985,NA
5131,306.15,NA
5132,305.8500008,NA
5133,304.15,NA
5134,307.7499985,NA
5137,308.15,NA
5138,306.4499992,NA
5138.5,298.7500004,NA
5139,306.5500015,NA
5139.5,298.4499992,NA
5141,306.15,NA
5142,306.5500015,NA
5143,306.65,NA
5144,307.3500008,NA
5146,306.0500015,NA
5148,306.15,NA
5149,306.3500008,NA
5150,305.7499985,NA
5151,306.15,NA
5152,305.3500008,NA
5153,305.15,NA
5153.5,295.5499996,NA
5154,305.65,NA
5156,301.7500004,NA
5156.5,298.65,NA
5157,305.15,NA
5157.5,297.7500004,NA
5158,304.15,NA
5159,305.8500008,NA
5160,306.3500008,NA
5161.5,295.15,NA
5162,304.65,NA
5163,305.5500015,NA
5164,306.7499985,NA
5164.5,297.65,NA
5166,305.65,NA
5167,305.65,NA
5168,306.65,NA
5169,306.3500008,NA
5169.5,296.15,NA
5170,306.8500008,NA
5171,305.9499992,NA
5171.5,298.7500004,NA
5172,305.15,NA
5173,305.4499992,NA
5174,305.3500008,NA
5174.5,299.5499996,NA
5176,306.65,NA
5177,304.5499996,NA
5178,304.65,NA
5179,306.15,NA
5179.5,299.15,NA
5180,306.5500015,NA
5181,306.4499992,NA
5181.5,299.65,NA
5182,306.15,NA
5184,308.4499992,NA
5186,307.65,NA
5186.5,299.15,NA
5187,307.15,NA
5188,307.65,NA
5188.5,298.15,NA
5189,309.5500015,NA
5190,306.2499985,NA
5190.5,299.0499996,NA
5191,308.15,NA
5191.5,299.15,NA
5192,308.15,NA
5192.5,299.65,NA
5193,307.15,NA
5194,307.65,NA
5194.5,297.7500004,NA
5195,307.9499992,NA
5196,307.15,NA
5197,303.0499996,NA
5197.5,297.15,NA
5198,305.15,NA
5199,306.65,NA
5200,307.3500008,NA
5200.5,299.9499992,NA
5201,307.15,NA
5202,304.2500004,NA
5203,306.15,NA
5204,306.15,NA
5205,306.65,NA
5205.5,296.15,NA
5206,306.9499992,NA
5207,305.15,NA
5208,306.15,NA
5209,305.3500008,NA
5211,306.65,NA
5211.5,296.7500004,NA
5212,306.5500015,NA
5213.5,298.15,NA
5214,307.4499992,NA
5214.5,299.65,NA
5216,307.65,NA
5217,305.7499985,NA
5218,306.4499992,NA
5219,305.3500008,NA
5220,304.3500008,NA
5221,306.3500008,NA
5223,305.65,NA
5224,306.15,NA
5225,305.2499985,NA
5226,304.5499996,NA
5228,302.15,NA
5229,306.5500015,NA
5230,306.7499985,NA
5230.5,294.9499992,NA
5231,306.4499992,NA
5232,306.8500008,NA
5232.5,297.15,NA
5233,307.15,NA
5234,306.3500008,NA
5235,306.4499992,NA
5235.5,295.7500004,NA
5239,305.8500008,NA
5240,305.2499985,NA
5241,305.9499992,NA
5243,305.7499985,NA
5244.5,297.7500004,NA
5245,302.2500004,NA
5245.5,296.0499996,NA
5246,300.65,NA
5247,304.5499996,NA
5249,305.65,NA
5251,306.2499985,NA
5253,305.65,NA
5255,305.65,NA
5255.5,298.9499992,NA
5256,305.65,NA
5257,306.2499985,NA
5258,303.9499992,NA
5259,305.2499985,NA
5260,305.65,NA
5261,304.65,NA
5263,302.5499996,NA
5265,305.15,NA
5267,304.65,NA
5268.5,296.4499992,NA
5276,299.3500008,NA
5276.5,297.15,NA
5277,300.3500008,NA
5278,303.15,NA
5279,303.5499996,NA
5280,304.5499996,NA
5280.5,296.15,NA
5281,300.15,NA
5282,304.3500008,NA
5282.5,297.15,NA
5283,304.4499992,NA
5285,303.65,NA
5287,300.7500004,NA
5287.5,295.15,NA
5288,302.15,NA
5289,300.65,NA
5290.5,294.65,NA
5291,303.2500004,NA
5291.5,297.65,NA
5292.5,297.7500004,NA
5293.5,297.65,NA
5294,299.65,NA
5294.5,297.15,NA
5295,301.65,NA
5295.5,295.15,NA
5296,297.7500004,NA
5296.5,297.15,NA
5298,302.15,NA
5298.5,296.15,NA
5299,302.7500004,NA
5300,301.9499992,NA
5301,303.15,NA
5301.5,298.0499996,NA
5302,302.15,NA
5302.5,294.9499992,NA
5303,302.7500004,NA
5306,302.65,NA
5306.5,295.8500008,NA
5307,303.5499996,NA
5307.5,295.9499992,NA
5308.5,296.15,NA
5309,301.3500008,NA
5310,303.15,NA
5311,302.3500008,NA
5311.5,296.65,NA
5312,302.65,NA
5314,303.5499996,NA
5315,303.15,NA
5315.5,296.0499996,NA
5316,299.15,NA
5316.5,297.15,NA
5317.5,296.8500008,NA
5320,301.5499996,NA
5321,300.3500008,NA
5321.5,296.3500008,NA
5322,302.15,NA
5324,303.9499992,NA
5324.5,296.15,NA
5325,300.65,NA
5325.5,296.7500004,NA
5326,299.3500008,NA
5326.5,295.8500008,NA
5327.5,296.8500008,NA
5328,302.65,NA
5329.5,296.7500004,NA
5330,299.4499992,NA
5330.5,296.0499996,NA
5331,300.3500008,NA
5331.5,296.5499996,NA
5332,299.9499992,NA
5332.5,295.9499992,NA
5333.5,296.65,NA
5334,302.15,NA
5335,299.15,NA
5335.5,296.8500008,NA
5336,301.15,NA
5337,302.5499996,NA
5338.5,297.15,NA
5339,302.15,NA
5340,303.2500004,NA
5343,300.5499996,NA
5344,301.4499992,NA
5344.5,296.15,NA
5346,301.15,NA
5347.5,296.9499992,NA
5348,302.4499992,NA
5349,302.15,NA
5349.5,297.5499996,NA
5350,302.15,NA
5351,300.15,NA
5352,301.9499992,NA
5352.5,296.3500008,NA
5354,303.15,NA
5355,303.7500004,NA
5356,302.15,NA
5358,299.65,NA
5359,302.65,NA
5359.5,297.15,NA
5360,303.15,NA
5361,300.2500004,NA
5363,305.3500008,NA
5364,302.9499992,NA
5365,304.5499996,NA
5365.5,296.3500008,NA
5366,303.2500004,NA
5368,302.5499996,NA
5369.5,297.15,NA
5371,303.65,NA
5373,302.3500008,NA
5373.5,296.0499996,NA
5375,302.7500004,NA
5377,304.65,NA
5379,304.3500008,NA
5380,304.15,NA
5381.5,297.2500004,NA
5382,304.15,NA
5383,299.9499992,NA
5384.5,295.15,NA
5386,303.15,NA
5388,304.65,NA
5388.5,295.7500004,NA
5389,304.8500008,NA
5389.5,296.15,NA
5390,303.65,NA
5391,304.0499996,NA
5392,302.2500004,NA
5393.5,296.65,NA
5394,300.15,NA
5395,303.9499992,NA
5396,305.0499996,NA
5396.5,295.2500004,NA
5397,303.3500008,NA
5400.5,294.9499992,NA
5401,301.9499992,NA
5401.5,296.15,NA
5402,303.9499992,NA
5403,303.15,NA
5403.5,294.4499992,NA
5404,301.5499996,NA
5406,303.7500004,NA
5406.5,294.9499992,NA
5407.5,295.65,NA
5409,305.9499992,NA
5410,301.5499996,NA
5411,306.15,NA
5412,304.3500008,NA
5413,302.7500004,NA
5414,306.3500008,NA
5415,305.65,NA
5415.5,295.3500008,NA
5416,305.9499992,NA
5417,304.8500008,NA
5418,305.7499985,NA
5418.5,295.9499992,NA
5420,306.5500015,NA
5421,304.65,NA
5424,305.15,NA
5425,305.7499985,NA
5426,299.7500004,NA
5426.5,297.15,NA
5428,302.5499996,NA
5428.5,296.65,NA
5429,303.0499996,NA
5430,306.65,NA
5431,306.65,NA
5433,306.9499992,NA
5433.5,295.65,NA
5434,306.65,NA
5435,305.15,NA
5436,306.15,NA
5436.5,296.4499992,NA
5437.5,297.15,NA
5438,306.65,NA
5439,306.5500015,NA
5439.5,295.15,NA
5440,306.5500015,NA
5441,304.65,NA
5443,300.3500008,NA
5444,305.65,NA
5444.5,297.0499996,NA
5445,305.65,NA
5446,306.65,NA
5446.5,295.15,NA
5451,305.9499992,NA
5451.5,295.65,NA
5452,304.8500008,NA
5453.5,295.65,NA
5454,304.8500008,NA
5455,304.8500008,NA
5456,306.3500008,NA
5456.5,294.15,NA
5460,306.65,NA
5460.5,293.2500004,NA
5461,305.65,NA
5463,307.3500008,NA
5464,306.7499985,NA
5466.5,297.15,NA
5467,307.15,NA
5467.5,296.65,NA
5468,306.8500008,NA
5469,306.9499992,NA
5469.5,296.9499992,NA
5470,309.3500008,NA
5471,308.7499985,NA
5472,308.15,NA
5473.5,297.65,NA
5474,306.5500015,NA
5474.5,298.15,NA
5475,306.65,NA
5475.5,298.0499996,NA
5476,307.7499985,NA
5477,307.3500008,NA
5478,309.5500015,NA
5479,309.15,NA
5480.5,295.15,NA
5481.5,294.0499996,NA
5482,309.3500008,NA
5483,309.65,NA
5484,308.2499985,NA
5485,307.65,NA
5485.5,295.5499996,NA
5486,307.5500015,NA
5486.5,296.15,NA
5487,307.3500008,NA
5487.5,295.5499996,NA
5488,308.8500008,NA
5489,307.0500015,NA
5490,309.3500008,NA
5491.5,289.9499992,NA
5492,307.7499985,NA
5492.5,292.65,NA
5493,308.5500015,NA
5494,307.8500008,NA
5495,307.4499992,NA
5496,308.15,NA
5498,306.0500015,NA
5499,306.5500015,NA
5499.5,296.15,NA
5500,308.15,NA
5500.5,297.65,NA
5501.5,296.65,NA
5502,303.4499992,NA
5503,305.65,NA
5504,306.3500008,NA
5505.5,297.65,NA
5506,303.2500004,NA
5507,306.7499985,NA
5508,305.7499985,NA
5509,306.2499985,NA
5509.5,297.8500008,NA
5510,306.9499992,NA
5511,304.7500004,NA
5512,305.7499985,NA
5513,306.8500008,NA
5513.5,295.65,NA
5514,307.8500008,NA
5515,306.8500008,NA
5516,308.15,NA
5517,307.65,NA
5518,306.5500015,NA
5519,305.8500008,NA
5520,307.4499992,NA
5521.5,296.3500008,NA
5522,306.8500008,NA
5522.5,297.9499992,NA
5523,305.8500008,NA
5523.5,297.65,NA
5524,307.15,NA
5524.5,298.0499996,NA
5526,306.7499985,NA
5526.5,294.3500008,NA
5527,305.9499992,NA
5528,305.8500008,NA
5528.5,295.3500008,NA
5529,306.4499992,NA
5529.5,297.4499992,NA
5530,306.5500015,NA
5530.5,296.65,NA
5531,307.0500015,NA
5531.5,297.65,NA
5532,307.0500015,NA
5532.5,297.15,NA
5533,307.2499985,NA
5534,306.15,NA
5534.5,295.9499992,NA
5536,306.7499985,NA
5536.5,295.4499992,NA
5538,307.65,NA
5538.5,295.9499992,NA
5539.5,296.0499996,NA
5540,307.4499992,NA
5540.5,296.65,NA
5541,307.3500008,NA
5541.5,296.7500004,NA
5542,306.5500015,NA
5542.5,295.9499992,NA
5544,306.7499985,NA
5545,307.3500008,NA
5548,307.7499985,NA
5549,307.7499985,NA
5549.5,296.9499992,NA
5550,307.5500015,NA
5551,307.8500008,NA
5551.5,298.7500004,NA
5552,308.0500015,NA
5552.5,298.9499992,NA
5553.5,299.9499992,NA
5554,306.5500015,NA
5554.5,299.65,NA
5555,306.9499992,NA
5556,306.5500015,NA
5556.5,299.65,NA
5557,308.2499985,NA
5557.5,299.65,NA
5558,306.3500008,NA
5559.5,299.65,NA
5560,307.3500008,NA
5561.5,295.7500004,NA
5562,307.5500015,NA
5562.5,297.0499996,NA
5563,306.65,NA
5563.5,297.9499992,NA
5564,307.65,NA
5564.5,299.15,NA
5565,301.65,NA
5566,306.5500015,NA
5566.5,294.7500004,NA
5567,306.7499985,NA
5568,307.4499992,NA
5569,307.3500008,NA
5570,302.7500004,NA
5571,306.3500008,NA
5571.5,296.4499992,NA
5572,306.65,NA
5572.5,294.9499992,NA
5573,307.5500015,NA
5574,307.65,NA
5575,307.8500008,NA
5575.5,298.8500008,NA
5576,307.3500008,NA
5578,305.9499992,NA
5579.5,298.9499992,NA
5581,306.8500008,NA
5582.5,299.3500008,NA
5583,304.7500004,NA
5584,306.3500008,NA
5584.5,294.5499996,NA
5585,306.7499985,NA
5586,305.8500008,NA
5587.5,295.7500004,NA
5588,304.5499996,NA
5588.5,298.15,NA
5589,305.3500008,NA
5589.5,298.2500004,NA
5590.5,295.5499996,NA
5592,304.65,NA
5594,304.65,NA
5595,305.2499985,NA
5595.5,299.2500004,NA
5597,306.3500008,NA
5597.5,298.9499992,NA
5598.5,298.15,NA
5599,301.9499992,NA
5599.5,298.3500008,NA
5601,306.8500008,NA
5602,306.2499985,NA
5603,305.7499985,NA
5604,302.7500004,NA
5604.5,299.15,NA
5606,303.2500004,NA
5606.5,295.15,NA
5607.5,295.9499992,NA
5610,305.2499985,NA
5611,304.65,NA
5611.5,296.15,NA
5612,304.15,NA
5613.5,297.5499996,NA
5614,305.8500008,NA
5614.5,297.65,NA
5616,304.9499992,NA
5617,304.7500004,NA
5618,305.8500008,NA
5619,305.65,NA
5619.5,295.65,NA
5620,306.4499992,NA
5621,305.8500008,NA
5622,305.8500008,NA
5623,306.3500008,NA
5623.5,295.8500008,NA
5625,305.2499985,NA
5626,304.8500008,NA
5626.5,298.15,NA
5627,304.15,NA
5628,303.3500008,NA
5628.5,296.7500004,NA
5629,305.3500008,NA
5630,304.15,NA
5631,299.2500004,NA
5631.5,295.15,NA
5632,302.3500008,NA
5633,304.65,NA
5634,305.15,NA
5636,304.4499992,NA
5637,303.3500008,NA
5639,304.3500008,NA
5641,304.5499996,NA
5643,304.8500008,NA
5643.5,297.15,NA
5644,303.5499996,NA
5644.5,297.15,NA
5645,302.4499992,NA
5646,304.3500008,NA
5646.5,296.65,NA
5647,304.7500004,NA
5647.5,296.15,NA
5648,304.3500008,NA
5649.5,296.5499996,NA
5650,301.15,NA
5651.5,297.15,NA
5652,303.4499992,NA
5653,302.8500008,NA
5654,303.3500008,NA
5654.5,295.9499992,NA
5655,304.9499992,NA
5656,302.15,NA
5657,301.15,NA
5658.5,296.5499996,NA
5659,300.65,NA
5660,303.4499992,NA
5661,302.3500008,NA
5663,300.65,NA
5664,300.65,NA
5665,301.4499992,NA
5665.5,296.8500008,NA
5666,301.65,NA
5666.5,296.7500004,NA
5667.5,296.8500008,NA
5668,302.15,NA
5668.5,295.7500004,NA
5669,302.65,NA
5670.5,296.8500008,NA
5671,303.4499992,NA
5671.5,297.65,NA
5672.5,297.3500008,NA
5673,300.8500008,NA
5675.5,294.7500004,NA
5676,302.4499992,NA
5676.5,295.7500004,NA
5677,301.15,NA
5677.5,296.5499996,NA
5681.5,296.8500008,NA
5682,301.65,NA
5682.5,296.65,NA
5683,299.65,NA
5683.5,296.5499996,NA
5684.5,296.3500008,NA
5685,302.65,NA
5685.5,296.65,NA
5686,301.7500004,NA
5686.5,296.65,NA
5687,301.4499992,NA
5687.5,296.5499996,NA
5688,299.65,NA
5689,302.2500004,NA
5689.5,296.5499996,NA
5690,302.5499996,NA
5691.5,295.9499992,NA
5692,301.8500008,NA
5692.5,296.15,NA
5693,301.7500004,NA
5694,303.4499992,NA
5695,302.7500004,NA
5695.5,295.15,NA
5696,302.3500008,NA
5697,301.4499992,NA
5697.5,296.3500008,NA
5698,302.4499992,NA
5699.5,295.65,NA
5700,302.5499996,NA
5700.5,295.65,NA
5701,302.15,NA
5701.5,296.4499992,NA
5702,300.3500008,NA
5704.5,295.5499996,NA
5705,300.15,NA
5705.5,294.15,NA
5706,300.65,NA
5706.5,294.3500008,NA
5707,302.9499992,NA
5707.5,295.65,NA
5708,301.7500004,NA
5709,302.15,NA
5709.5,296.65,NA
5710,302.7500004,NA
5710.5,296.15,NA
5711.5,296.15,NA
5712.5,296.4499992,NA
5713,302.65,NA
5713.5,296.15,NA
5714,303.7500004,NA
5714.5,296.15,NA
5715,300.9499992,NA
5715.5,295.5499996,NA
5716.5,296.15,NA
5717,303.15,NA
5717.5,297.15,NA
5719,302.3500008,NA
5720,302.3500008,NA
5720.5,296.5499996,NA
5721,302.15,NA
5721.5,296.7500004,NA
5722,301.0499996,NA
5722.5,297.0499996,NA
5723,302.7500004,NA
5723.5,297.0499996,NA
5724,301.7500004,NA
5724.5,296.7500004,NA
5725,302.65,NA
5725.5,297.15,NA
5726,301.15,NA
5727,303.0499996,NA
5728,303.2500004,NA
5729,303.2500004,NA
5729.5,296.9499992,NA
5730,300.8500008,NA
5730.5,296.9499992,NA
5731,301.65,NA
5731.5,297.15,NA
5732,302.8500008,NA
5732.5,296.15,NA
5733,303.5499996,NA
5734,302.15,NA
5734.5,296.8500008,NA
5735,303.4499992,NA
5736,303.8500008,NA
5737,303.65,NA
5738,303.0499996,NA
5739,304.3500008,NA
5739.5,296.7500004,NA
5741,304.8500008,NA
5741.5,295.9499992,NA
5742,303.2500004,NA
5743,300.8500008,NA
5744,300.3500008,NA
5744.5,297.0499996,NA
5745,302.65,NA
5745.5,297.15,NA
5746,303.4499992,NA
5746.5,294.65,NA
5747.5,295.5499996,NA
