"day","T"
0,279.15
0.5,283.15
1.5,284.15
3.5,282.15
4.5,279.15
6,273.15
6.5,277.15
7,272.15
7.5,275.15
8,273.15
8.5,279.15
9.5,279.15
10,276.15
12,273.15
13,275.15
13.5,282.15
14.5,281.15
15.5,279.15
16,266.15
16.5,276.15
17,268.15
17.5,272.15
18,270.15
18.5,276.15
19,273.15
19.5,275.15
20,273.15
20.5,278.15
21,276.15
21.5,280.15
22,276.15
23,278.15
23.5,285.15
24,278.15
24.5,283.15
25.5,283.15
26.5,281.15
27,276.15
27.5,284.15
28.5,284.15
29.5,282.15
30,274.15
30.5,280.15
31.5,282.15
32.5,286.15
33,276.15
33.5,282.15
34.5,282.15
35,277.15
35.5,283.15
36,279.15
36.5,285.15
37.5,284.15
39,275.15
39.5,280.15
40,274.15
40.5,280.15
41,274.15
41.5,281.15
43,272.15
43.5,278.15
44.5,277.15
45,260.15
45.5,276.15
46.5,280.15
47,268.15
47.5,278.15
48.5,281.15
49,278.15
49.5,287.15
50.5,287.15
51.5,284.15
52.5,281.15
53.5,278.15
55,272.15
55.5,278.15
56,272.15
56.5,280.15
57.5,281.15
58,275.15
58.5,285.15
59,275.15
59.5,283.15
60,274.15
60.5,282.15
61.5,286.15
62,279.15
62.5,285.15
63,276.15
63.5,281.15
64,275.15
64.5,280.15
65,274.15
65.5,282.15
66,273.15
66.5,283.15
67,271.15
67.5,285.15
68,271.15
68.5,284.15
69.5,285.15
70,272.15
70.5,282.15
72,274.15
72.5,280.15
73.5,281.15
74,272.15
74.5,283.15
75,279.15
75.5,287.15
76,280.15
76.5,285.15
77,276.15
77.5,285.15
78,277.15
78.5,283.15
79,274.15
79.5,287.15
80.5,290.15
81.5,291.15
82.5,285.15
83,278.15
83.5,284.15
84,276.15
84.5,283.15
85,275.15
85.5,286.15
86,276.15
86.5,286.15
87,274.15
87.5,286.15
88.5,284.15
89,275.15
89.5,284.15
90,276.15
90.5,282.15
91,273.15
91.5,279.15
92.5,282.15
93,276.15
93.5,286.15
94,278.15
94.5,284.15
95,276.15
95.5,282.15
96.5,282.15
97.5,279.15
98,269.15
98.5,280.15
99,270.15
99.5,285.15
100,276.15
100.5,283.15
101,275.15
101.5,281.15
102,277.15
102.5,285.15
103,280.15
103.5,287.15
104,280.15
104.5,291.15
105,278.15
105.5,290.15
106,279.15
106.5,288.15
107.5,286.15
108,275.15
108.5,281.15
110,274.15
110.5,281.15
111,276.15
111.5,282.15
112,279.15
112.5,282.15
113.5,284.15
114,274.15
114.5,290.15
115,275.15
115.5,286.15
116,278.15
116.5,285.15
117.5,284.15
118,272.15
118.5,284.15
119,274.15
119.5,282.15
120,276.15
120.5,285.15
121.5,288.15
122,275.15
122.5,284.15
123,280.15
123.5,288.15
124,283.15
124.5,289.15
125,280.15
125.5,288.15
126,279.15
126.5,287.15
127,281.15
127.5,285.15
128,282.15
128.5,287.15
129,278.15
129.5,285.15
130,276.15
130.5,285.15
131,281.15
131.5,285.15
132.5,287.15
133,274.15
133.5,287.15
134,275.15
134.5,287.15
135,273.15
135.5,287.15
136,274.15
136.5,289.15
137,280.15
137.5,288.15
138,279.15
138.5,291.15
139,281.15
139.5,285.15
140,281.15
140.5,284.15
141,282.15
141.5,293.15
142,281.15
142.5,284.15
143,282.15
143.5,292.15
144,281.15
144.5,294.15
145,285.15
145.5,296.15
146,284.15
146.5,296.15
147,284.15
147.5,292.15
148,280.15
148.5,293.15
149,285.15
149.5,290.15
150.5,287.15
151,277.15
151.5,288.15
152,276.15
152.5,290.15
153,281.15
153.5,289.15
154,279.15
154.5,289.15
155,277.15
155.5,293.15
156,281.15
156.5,295.15
157,284.15
157.5,298.15
158.5,296.15
159,285.15
159.5,292.15
160,285.15
160.5,290.15
161,284.15
161.5,290.15
162,286.15
162.5,292.15
163.5,289.15
164.5,291.15
165,282.15
165.5,297.15
166,283.15
166.5,298.15
167.5,295.15
168,282.15
168.5,297.15
169.5,292.15
170.5,286.15
171.5,293.15
172.5,296.15
173.5,295.15
174.5,290.15
175.5,291.15
176.5,292.15
177.5,294.15
178.5,294.15
179.5,294.15
