Time,J,A,S,tau
0.0,100.0,100.0,0.9887168834799123,9.00900900900901
1.0,99.68140130124267,98.55212174855482,0.9870814030587839,8.789109164298928
2.0,99.33599561264305,97.0681687704807,0.9852002198085451,8.547942980649673
3.0,98.96223326489226,95.55005783578383,0.9830552445390008,8.285620003881006
4.0,98.55811022791953,93.99825540498125,0.9806252413516144,8.001962470262333
5.0,98.12151411298522,92.41337588015553,0.9778876652622217,7.696792806342904
6.0,97.65023839272483,90.79612671872862,0.9748188549604203,7.369934502590442
7.0,97.14200991391117,89.14733664539942,0.9713942886336228,7.021213041348766
8.0,96.59448312751734,87.46795363521942,0.9693758940899211,6.89495350674039
9.0,96.00520373594956,85.75908918559716,0.9672638182661486,6.775788249355289
10.0,95.37167325046649,84.02195540096912,0.9650267199277661,6.659893346774463
11.0,94.69134269169288,82.25791804387465,0.9626596692868045,6.547161326756264
12.0,93.96162449788778,80.46844126043544,0.9601577865716531,6.437494029549799
13.0,93.17992556807988,78.6551529611964,0.9575162423950272,6.3308020581104625
14.0,92.34363833115688,76.8197854729235,0.9547303261242719,6.227003916407797
15.0,91.45020377816375,74.9642176728374,0.9517954240568683,6.126023860242672
16.0,90.49709489279697,73.09044161656396,0.9487071189861227,6.027793037510048
17.0,89.48189235349764,71.20057390088668,0.9454611283104245,5.932246680579607
18.0,88.40228548789109,69.29684974263256,0.9420534559938927,5.839326429651597
19.0,87.25613476649677,67.38160362486991,0.9384802674610394,5.748977193507553
20.0,86.04153027046009,65.45728953221696,0.9347381087017803,5.661150348789198
21.0,84.75680295340594,63.52643495453924,0.9308237029750098,5.5758002794171135
22.0,83.40070219550307,61.59168434182493,0.9267342373779738,5.4928884763480825
23.0,81.97230058152235,59.655733174942604,0.9224670828802023,5.412379562371671
24.0,80.47138084295732,57.721395087734706,0.9180201258356419,5.334246504616294
25.0,78.89815656122938,55.79152143394305,0.9133914366335079,5.258465854339636
26.0,77.25397660595783,53.86910588178732,0.9085795953959207,5.18502430388704
27.0,75.54082277872202,51.957200454457805,0.9035833790012915,5.113913409094629
28.0,73.76215785714551,50.05904487514276,0.8984019413218225,5.045135641414306
29.0,71.92258409406259,48.17803653079639,0.8930346286272867,4.978701456228314
30.0,70.02838749371055,46.31791048947806,0.8874810344859223,4.914633444227031
31.0,68.08738219930432,44.48276118643641,0.8817408160867929,4.852965102787709
32.0,66.10901619346829,42.67722413750524,0.8758136539820567,4.793743018657467
