Time,J,A,S,tau,r
0.0,1.0,1.0,0.7123692841050466,30.3030303030303,0.0
1.0,23.19709633777261,7.451111674291137,0.7067399091352886,30.231240835163902,0.06710334082016313
2.0,80.90642145995811,13.613768130290127,0.7010516048263428,30.15758915248364,0.06689192471466628
3.0,164.57902167421915,19.49714072086217,0.6953065374957194,30.082096690327848,0.06667760405318734
4.0,266.87584753981463,25.11015203427895,0.6895068908481714,30.00478498437606,0.06646043025211741
5.0,382.15413669142197,30.461471833193798,0.6836548973867279,29.925677732609586,0.06624043117048518
6.0,506.0777215950809,35.559538030411495,0.6777528448345086,29.844798330739817,0.06601765750597656
7.0,635.3195981201046,40.41254799457414,0.6718031637610048,29.76217274960577,0.06579214238253092
8.0,767.3333317388363,45.02849443451541,0.6658080610086612,29.677823321312548,0.0655639603040927
9.0,900.1807823940094,49.415132352033126,0.6597699580753558,29.591776480648512,0.06533315161517733
10.0,1032.3950175188893,53.57998317585269,0.653691698397663,29.504066507449963,0.0650997234576442
11.0,1162.8774792383679,57.53041310094415,0.647575517431658,29.414714425751725,0.06486377425339353
12.0,1290.814757164242,61.27354924250433,0.6414241737427187,29.323751886690022,0.06462534123052609
13.0,1415.6187481430636,64.81634041376911,0.6352398980688844,29.23120734171478,0.0643844846133248
14.0,1536.8719914365868,68.16554640837809,0.6290251771811178,29.137107254825946,0.06414127566742527
15.0,1654.2962214602212,71.32770949614422,0.6227829452437216,29.04149168928168,0.06389573523280594
16.0,1767.7227150029876,74.30924588214232,0.6165161293290343,28.94438523066315,0.06364795355815238
17.0,1877.0567805306873,77.11636521617481,0.6102270703053845,28.845822847120107,0.06339798281675636
18.0,1982.2695700748432,79.75510972206948,0.6039185483659181,28.745842807806845,0.06314587078318544
19.0,2083.3785341794546,82.23139150269866,0.5975926413904218,28.64446510203447,0.06289172161872048
20.0,2180.4459759656215,84.55090223044068,0.5912524941921119,28.541732566698727,0.06263557283788897
21.0,2273.5598407440907,86.71919674420565,0.5849013781481668,28.43768621997639,0.062377477552859606
22.0,2362.8245417381477,88.74171485838615,0.5785414793969658,28.332351917227616,0.062117529776766496
23.0,2448.3601575202897,90.62372591653113,0.5721754352904493,28.22576480289728,0.061855798613548486
24.0,2530.298498903242,92.37035646823342,0.5658059411583282,28.1179592283211,0.06159235657539603
25.0,2608.7763559042855,93.98659596962476,0.5594356715504657,28.00896906068326,0.06132727866483988
26.0,2683.9381965109683,95.47728811705606,0.5530672467731856,27.89883250405447,0.061060631866563124
27.0,2755.928511546369,96.8471524787984,0.54670336146167,27.787584349465064,0.06079249185948323
28.0,2823.439644453984,99.35154912958431,0.540330122088543,27.661777630902847,0.0604990953366608
29.0,2862.976288196765,119.50071766322567,0.5385391248381788,27.628604467819045,0.05983139358491971
30.0,2858.9279933648677,156.72228454526234,0.5368459271607178,27.597361006799822,0.05919617695308431
31.0,2808.6456381913977,205.5660701214085,0.5352379145166967,27.567655366882303,0.05859191471800815
32.0,2720.49769621004,262.01568872907507,0.5336993443449544,27.539152258326535,0.05801706372100177
33.0,2607.27536298489,323.09806479226734,0.5322117850247047,27.511598579098127,0.05747003304080034
34.0,2479.8261066991013,386.60879767279283,0.5307557092316915,27.48482627456744,0.05694920494890251
35.0,2345.389970989411,450.9169357071657,0.5293126194035893,27.458721153425053,0.0564530012373573
36.0,2208.3517247625614,514.8227293464798,0.5278676296639265,27.433179190328456,0.05597989332810248
37.0,2071.30422882531,577.4530742289628,0.5264108008314057,27.40808036245556,0.05552848627565031
38.0,1935.8033754910414,638.1797059585189,0.5249369891134791,27.38329604790899,0.05509749374807336
39.0,1802.809432425016,696.5578243877027,0.5234448396819079,27.35872068349383,0.054685683565430715
40.0,1672.9253393138422,752.2840811736645,0.5219357136215605,27.334256757363264,0.05429187129846853
41.0,1546.533999721845,805.1630156479443,0.520413051256103,27.309845725828428,0.05391490085938346
42.0,1423.8676606377073,855.0891965564409,0.5188821856681735,27.28543832241269,0.05355359210832696
43.0,1305.0515705446226,902.0293775562307,0.5173492663054372,27.261023099636546,0.05320676799821018
44.0,1190.1290356168752,946.0120358325769,0.5158211191747355,27.236594650910163,0.05287324017753258
45.0,1079.0845091108317,987.1102400947705,0.5143044447936145,27.212172923083692,0.0525518524008136
46.0,971.8609841322229,1025.4287972353477,0.5128049833404776,27.187813665864248,0.052241516457516665
47.0,868.371324971715,1061.096409315372,0.5113289347684546,27.163585189756205,0.05194118671434808
48.0,768.5127428034907,1094.2501427425368,0.5098816660671756,27.13958032486838,0.05164998429357812
49.0,672.1749327844819,1125.0283072607813,0.5084671782858505,27.115918281170046,0.05136718466939971
50.0,579.2446035058572,1153.567646504728,0.5070892787338058,27.09272523442081,0.05109220046827529
51.0,489.6067033465078,1180.0018547795166,0.5057511155250809,27.0701295524833,0.050824554374428815
52.0,403.1475942325764,1204.4587846212303,0.5044552679759668,27.04826419195122,0.05056386666713597
53.0,319.75434998016914,1227.0620187070654,0.5032038067026493,27.027246742789238,0.050309829386094414
54.0,239.31542629862392,1247.9299824715192,0.5019984186571793,27.00717815204803,0.050062195285544224
55.0,161.82365188052793,1267.073596314441,0.5008405835539369,26.988132706238808,0.04982072464033548
56.0,90.9640932080435,1280.8279479805092,0.49973147987132865,26.970165812847917,0.04958518311184288
57.0,34.96571527438615,1281.087341830545,0.4986721696661746,26.953302417897355,0.049355357625779604
58.0,-2.6201997193159956,1264.5132714017445,0.49766348512117115,26.93754797802301,0.04913103588679834
59.0,-24.64989323882951,1234.164439903598,0.496706066685294,26.922894332286038,0.04891201033587478
