Time,J,A,S,tau,r
0.0,1.0,1.0,0.8686701531886979,2.092050209205021,0.0
1.0,6.175167131665563,3.806691626823279,0.8143170756868641,2.3162380704311003,0.03065327794382468
2.0,18.753473048037122,6.076036358188231,0.7633741010220053,2.5403897692258437,0.0296529359106903
3.0,35.63512612151789,8.260273605587964,0.7169098836148597,2.7596621652646154,0.02868120283457933
4.0,56.15410706932919,15.114324811508636,0.7169878760567576,2.7593463373117992,0.027915136935587292
5.0,87.51621798962117,26.23163595448549,0.7171128938059396,2.7588344921270886,0.027457935165361075
6.0,127.3477996135383,40.31944601625919,0.7172852538424667,2.7581244518487456,0.027155843806230553
7.0,163.79616916604917,62.317087052854276,0.7175045575327358,2.75721862298344,0.026942963598635853
8.0,184.444480714128,94.56871257558329,0.7177712460909833,2.7561149436089547,0.02678634384052827
9.0,181.97253938534092,132.98812558918317,0.7180854056681552,2.754812731726746,0.02666768006618428
10.0,159.19360307614576,171.9899948251112,0.7184468181406154,2.753313210729889,0.026575982424627866
11.0,128.46397370499253,203.97418468986862,0.7188560828079623,2.7516140531931272,0.026504256553467453
12.0,102.37890034979101,223.3809762088893,0.7193131087919488,2.7497156582375224,0.026447838515856012
13.0,86.06365542507349,230.48849353722179,0.7198178704709256,2.7476189756891243,0.026403496887447527
14.0,78.8046036871284,229.1204363380296,0.7203705257919584,2.7453222486938738,0.026368916405197444
15.0,77.6449030034421,223.62264428830017,0.7209714446218031,2.742823947725975,0.026342400222983117
16.0,79.75791891631422,217.1485521484347,0.7216208423322109,2.740123353297027,0.02632267172797513
17.0,83.1079173328957,211.4758881721934,0.7223188590195218,2.737220206832999,0.02630875143813358
18.0,86.42610839865081,207.34726436403426,0.7230659271426613,2.7341115638415707,0.026299875950467524
19.0,89.03475605935442,204.85860850318736,0.7238623186210553,2.730796814840645,0.026295437916948466
20.0,90.68461609433034,203.75373792348464,0.7247083924178919,2.727274473694871,0.026294948765609245
21.0,91.4138915127351,203.630361581882,0.7256045474522201,2.7235421514982674,0.026298010489381823
22.0,91.42013112150968,204.0787584508809,0.7265513202660758,2.7195974560678757,0.02630429399610499
23.0,90.95340577363514,204.76370105940933,0.7275492473226611,2.715437874395445,0.02631352458587323
24.0,90.24189667666376,205.45825344728615,0.7285990187777123,2.71106005246361,0.02632546941316616
25.0,89.453573307567,206.04133062152314,0.7297013590542627,2.706460425182498,0.02633993110993641
26.0,88.68806666762434,206.47455246100674,0.7308570249223557,2.701635405817595,0.02635673853739872
27.0,87.98717239241584,206.7719880249968,0.7320668234955501,2.696581686756556,0.026375741913623543
28.0,87.35281641871076,206.9726375360839,0.7333316019399335,2.6912951174183304,0.026396811427219224
29.0,86.76564137545995,207.12053275896957,0.7346524395378697,2.685770204629252,0.026419831254996407
30.0,86.1991762890096,207.25307551544614,0.7360304999820481,2.6800014338214515,0.026444698222146047
31.0,85.62886236241043,207.39635675054768,0.7374669563815511,2.6739837472888186,0.02647131946601991
32.0,85.03626673981823,207.56515098337923,0.7389629515208483,2.6677127115819337,0.026499609738209653
33.0,84.41012814746709,207.7653171012064,0.7405197134437715,2.6611828003776057,0.02652949157609323
34.0,83.74531746540929,207.99699690143004,0.7421383988766067,2.6543900757376724,0.02656089289746197
35.0,83.04097499316312,208.25750354164504,0.7438200526276719,2.647331313316268,0.026593746625057913
36.0,82.29851490677565,208.54355217679478,0.7455658046636089,2.6400024865976093,0.02662799118912002
37.0,81.52024018896485,208.85243341329073,0.7473766516011671,2.632400631227869,0.026663568358319817
38.0,80.70875838677567,209.18224829577142,0.7492528177772435,2.6245283114714026,0.02670042327077791
39.0,79.86577404422458,209.53245724443406,0.7511946625768735,2.616385829028289,0.026738502829838817
40.0,78.99300504704392,209.90289320050329,0.7532015150857865,2.6079807403007433,0.026777756451964663
