Time,J,A,S,tau,r
0.0,1.0,1.0,0.6510194867930227,31.25,0.0
1.0,68.43944152466139,12.826569717583807,0.6512960721528288,31.199846441890408,0.1218473162136791
2.0,236.7555715931884,24.370413349926707,0.6515828976332169,31.15154080200345,0.12176678532941099
3.0,468.3866153881597,35.632537755563874,0.6518737064063612,31.105778555019853,0.12165966182034377
4.0,736.9282594196887,46.614115013094064,0.6521625517834772,31.063219137353286,0.12152668141503609
5.0,1024.008443277963,57.31673155559206,0.652443976714466,31.024464132424647,0.12136910623757617
6.0,1317.0311968118021,67.74212328981497,0.6527128261900617,30.990081268911084,0.12118783616882738
7.0,1607.5436289589952,77.89238663732347,0.6529643906965009,30.960585724701513,0.12098399488976355
8.0,1890.0653403864856,87.77008565570802,0.65319450796148,30.936431792774087,0.12075892549089805
9.0,2161.210445795439,97.37808654947632,0.653399408698325,30.918026750924913,0.12051390315187412
10.0,2419.083320411706,106.71953398424951,0.6535757163070969,30.905734073439355,0.12025014207359597
11.0,2662.8236721275393,115.79797827055987,0.6537205325473268,30.899862142822982,0.11996895221822297
12.0,2892.2733015826793,124.61724853107258,0.653831347654993,30.900676193504538,0.11967159298630098
13.0,3107.7396256260445,133.1814667786436,0.6539060455145052,30.908397505169937,0.1193593070943315
14.0,3309.8258001149866,141.4948985483669,0.6539427798389583,30.92321632729134,0.11903322458521017
15.0,3499.3246233779714,149.56208661226546,0.6539400841295127,30.945281276526735,0.1186944876575197
16.0,3677.1052364501143,157.387635341894,0.653896693122864,30.974718166811968,0.11834411408800546
17.0,3844.087621165479,164.97638251314683,0.6538116765026788,31.011615272826873,0.11798313803589588
18.0,4001.181298039652,172.3332232225725,0.6536843011746379,31.056039505829894,0.11761250382708036
19.0,4149.272450804516,179.4631370227016,0.6535140486334066,31.108034376505543,0.11723310423594105
20.0,4289.17797818168,186.3711398504872,0.6533005659248174,31.167623944041793,0.11684577201797126
21.0,4421.678707638273,193.0623061228296,0.6530436919506523,31.234812131886713,0.11645129955495556
22.0,4547.487092281557,199.54165568887157,0.6527433609747554,31.30959312933431,0.11605039396786321
