Time,J,A,S,tau
0.0,100.0,100.0,0.7243629728637423,5.667347024939515
1.0,97.29334863448629,94.3602881305584,0.7366100323472679,5.889853348491642
2.0,94.64836778728873,89.02865262513825,0.7490367253903544,6.111423593965432
3.0,92.06422460535862,83.99089193764416,0.7616328474299755,6.331809086779714
4.0,89.53928834527028,79.23089910106631,0.7743975169635678,6.55094946820066
5.0,87.0719967034384,74.73345679029761,0.7873296480939227,6.768784536773978
6.0,84.66085408198889,70.4841896365513,0.800427940323804,6.9852542559818405
7.0,82.3044338158025,66.46955542373671,0.8136908676645372,7.20029876378581
8.0,80.0013745739424,62.6767089044112,0.8166704875028222,7.245126455694773
9.0,77.75039008539058,59.09350485871358,0.81613172044039,7.232495380442595
10.0,75.55028597802155,55.70851570886712,0.8155681878434202,7.219347321586484
11.0,73.39998233381445,52.51095994394546,0.8149798572893352,7.205689455346302
12.0,71.29854978623402,49.49062745212203,0.8143666977419194,7.19152922154902
13.0,69.24526975276078,46.63787064527346,0.8137286797464334,7.176874314786046
14.0,67.23971779047118,43.94357478210329,0.8130657756531112,7.161732675530371
15.0,65.28187523273795,41.399131783515806,0.8123779598474614,7.146112481061274
16.0,63.37227045702095,38.99641912510524,0.8116652089869187,7.130022136220367
17.0,61.51214739297707,36.72778576990341,0.8109275022436456,7.113470264020418
18.0,59.703654252890814,34.58604836160598,0.8101648215529939,7.096465696138907
19.0,57.95004367794574,32.56450415154759,0.8093771518697441,7.079017463530216
20.0,56.255849730183364,30.656951545915355,0.808564481437396,7.061134786623173
21.0,54.62702190732074,28.85774171611701,0.8077268020474586,7.04282706527406
22.0,53.07097464940929,27.161851306543173,0.8068641093047655,7.024103868714655
23.0,51.59654247287558,25.564997438459194,0.8059764029287976,7.004974926773278
24.0,50.213724036255535,24.06375441754469,0.8050636869798891,6.985450118107414
25.0,48.933266050489884,22.65570969784201,0.8041259701664121,6.965539461497473
26.0,47.765992813825264,21.3396483460515,0.8031632661591216,6.94525310666642
27.0,46.72173372169614,20.115697544000795,0.8021755938931464,6.924601323990374
28.0,45.80800978692945,18.985467297728338,0.801162977827457,6.9035944941632685
29.0,45.028435630721305,17.952139597955995,0.8001254482417247,6.882243098708795
30.0,44.38104820327479,17.020486459750014,0.799063041493996,6.860557710169873
31.0,43.85612273587542,16.196719150851077,0.7979758004548488,6.8385489838240066
32.0,43.43491338484052,15.488231862275242,0.7968637747093896,6.816227647218731
33.0,43.08873352332408,14.90308596214278,0.7957270208708577,6.793604491034238
34.0,42.779042435306515,14.449229383789254,0.7945656029229364,6.7706903602065935
35.0,42.45928534145499,14.133471673495432,0.7933795924872681,6.747496144679469
36.0,42.07823712449075,13.960148812262581,0.7921690691805288,6.72403277077178
37.0,41.5849434702315,13.929624557399908,0.7909341208682446,6.700311192269172
38.0,40.93476121287016,14.036723230455516,0.7896748440211622,6.676342382035402
39.0,40.095611253675855,14.269430744112716,0.7883913439761217,6.6521373235395345
40.0,39.053231839646394,14.608064086842276,0.7870837352890981,6.6277070027216665
41.0,37.81411182688364,15.025395990425453,0.7857521419851939,6.603062399984494
42.0,36.40543183120828,15.487817291481838,0.7843966979011254,6.57821448234997
43.0,34.87156607474137,15.957746167064478,0.7830175469641529,6.5531741958296905
44.0,33.267951096770176,16.39704708768613,0.7816148434845566,6.527952458001598
45.0,31.65361162147808,16.77102180339805,0.780188752444012,6.502560150785277
46.0,30.08386120643189,17.052289533974392,0.7787394497820415,6.47700811340335
47.0,28.60455595093451,17.223734654780294,0.777267122676901,6.45130713555266
48.0,27.24878109103428,17.279819127673157,0.7757719698220433,6.425467950769068
49.0,26.03616544164726,17.225956915436402,0.7742542016563504,6.399501230217875
50.0,24.974208757378953,17.076361823229934,0.7727140407031029,6.373417576041184
51.0,24.060954384816153,16.850935027369317,0.7711517217307814,6.347227515934491
52.0,23.287700405913274,16.572229770184737,0.7695674920402457,6.320941497152936
53.0,22.641170993838486,16.262966470347887,0.7679616116999276,6.294569880924961
54.0,22.104998488722334,15.944369242275814,0.7663343537629218,6.268122937198138
55.0,21.66052465991435,15.63523173752771,0.7646860044685275,6.2416108396362935
56.0,21.28725616612569,15.351460940842113,0.7630168634786547,6.215043660484789
57.0,20.963312874396898,15.105897067235505,0.7613272440139764,6.188431366352795
58.0,20.666067259058362,14.908185001452319,0.7596174731064219,6.161783813185015
59.0,20.373137070151692,14.764689310452544,0.7578878916758512,6.1351107427812686
60.0,20.063710444569367,14.678357497095467,0.756138854782467,6.108421777976365
61.0,19.720019427003844,14.64866582750767,0.7543707316503228,6.0817264198118774
62.0,19.328892705093708,14.67161734606894,0.752583905916151,6.055034042930832
63.0,18.882941853943954,14.739968661487868,0.7507787756579346,6.028353892958673
64.0,18.381196946349455,14.84367705274845,0.748955753479037,6.001695083411203
65.0,17.829092824669047,14.970619801564526,0.747115266626791,5.975066592374533
66.0,17.23768240356591,15.107580352671901,0.7452577570716961,5.948477259691369
67.0,16.62216059075758,15.24139304310109,0.7433836814782244,5.921935785100883
68.0,16.00003021212284,15.36011432000945,0.7414935112349442,5.895450725792365
69.0,15.389120526702671,15.454087163360832,0.7395877325575059,5.869030493514383
70.0,14.805796398708765,15.516689091770715,0.7376668463558791,5.842683353854728
71.0,14.263584494617573,15.544736078239795,0.7357313682753165,5.8164174236909325
72.0,13.77229466246034,15.538444223467327,0.7337818286316341,5.790240669978693
73.0,13.33770292619993,15.501027704105665,0.7318187722924191,5.7641609087804335
74.0,12.961592226104308,15.438049137962883,0.7298427586781346,5.738185803467104
