Time,J,A,S,tau
0.0,100.0,10.0,0.6383956945833881,12.950420250745376
1.0,94.35934250771557,12.299320286222985,0.6396831271513929,12.533129596988324
2.0,88.29784316001624,14.565472391816426,0.6410837388294766,12.082769651212928
3.0,81.98622145359644,16.797476657058592,0.6426006611782585,11.599017265884376
4.0,75.56630202406629,18.994781162653013,0.6442377868632673,11.081354064617386
5.0,69.14278332099647,21.156925563700955,0.6459991327196947,10.529268516148779
6.0,62.78764469137063,23.28354474938121,0.6478888400476817,9.942256890494491
7.0,56.54804608586931,25.374371871243014,0.6499111759126105,9.319824302259821
8.0,50.453956415748024,27.429240812597346,0.6520705331049205,8.661485660972817
9.0,45.71593808774056,28.256879690563046,0.6534171662667289,8.269283087835726
10.0,42.33117109336948,27.872155889431706,0.6541667526941136,8.070758359804644
11.0,39.467901437952385,27.109894951005526,0.6549040174551395,7.879291957512315
12.0,36.973325917196284,26.1262528923425,0.6556292597563058,7.694619744426214
13.0,34.7460597858284,25.027491936058926,0.6563427370634655,7.516489568144914
14.0,32.726674635813886,23.879672257229558,0.6570446704989437,7.344660523963708
15.0,30.884619842270304,22.7218230068825,0.6577352493887204,7.178902327311274
16.0,29.205410485125086,21.578743049979465,0.6584139543193046,7.019013745128513
17.0,27.676015312391595,20.47502397779699,0.658659702296942,6.8760070312739145
18.0,26.300403674215126,19.418821933117634,0.6580439582863221,6.760149982990558
19.0,25.08570686835685,18.415178755423238,0.6565692701459988,6.66991049599862
20.0,24.038003729040916,17.469007880815866,0.6542416454530776,6.603878789870195
21.0,23.16057405485093,16.5854488910201,0.6510706214272413,6.560753921516522
22.0,22.452383442799963,15.769897127836286,0.6470692306794564,6.539332862781928
23.0,21.906663396854324,15.028188202865735,0.6423394636058403,6.536419837957478
24.0,21.50669834032584,14.369344680954542,0.6375073641667558,6.5364198371878235
25.0,21.229704428141076,13.801422347420832,0.6326945180937099,6.5364198371878235
26.0,21.04739914730707,13.331556623931352,0.6279040554190096,6.5364198371878235
27.0,20.927758176192793,12.96562645988623,0.6231391070665191,6.5364198371878235
28.0,20.837960684842166,12.707369580635875,0.618402800012714,6.5364198371878235
29.0,20.747622102652183,12.557531329260554,0.6136982525124517,6.5364198371878235
30.0,20.631597042649936,12.513194571978449,0.6090285693633063,6.5364198371878235
31.0,20.472373906463158,12.567187927732833,0.604396837291692,6.5364198371878235
32.0,20.260972337010436,12.708272403707339,0.5998061204453713,6.5364198371878235
33.0,19.99671155849808,12.921871605664789,0.5952594559090807,6.5364198371878235
34.0,19.68587441414192,13.19122317811264,0.5907598496436962,6.5364198371878235
35.0,19.339876003746728,13.498763230277273,0.5863102720959135,6.5364198371878235
36.0,18.973057147357828,13.82753158560564,0.5819136545538305,6.5364198371878235
37.0,18.600616490921766,14.162355530800516,0.5775728851503678,6.5364198371878235
38.0,18.236860806503753,14.490674233508406,0.5732908054908963,6.5364198371878235
39.0,17.893928636661244,14.802978897239178,0.5690702070604262,6.5364198371878235
40.0,17.58106719865011,15.092837078554265,0.5649138284204155,6.5364198371878235
41.0,17.304312202664896,15.356679043547455,0.560824351894532,6.5364198371878235
42.0,17.066568711092344,15.593359054956796,0.5568044008902654,6.5364198371878235
43.0,16.86797027657209,15.803607844682253,0.5528565379602814,6.5364198371878235
44.0,16.706369863196706,15.989476738000088,0.548983261687704,6.5364198371878235
45.0,16.577992889076995,16.153792202099098,0.5451870045222501,6.5364198371878235
46.0,16.478046422662246,16.299686102329748,0.5414701326687327,6.5364198371878235
47.0,16.401251608313515,16.430226512795002,0.5378349425981329,6.5364198371878235
48.0,16.342324038377175,16.54814526431007,0.5342836605478996,6.5364198371878235
49.0,16.29632489789759,16.655677337484086,0.5308184412422765,6.5364198371878235
50.0,16.258893929484582,16.754490330789263,0.5274413669651427,6.5364198371878235
51.0,16.226372240785242,16.845689194065827,0.5241544469151532,6.5364198371878235
52.0,16.195836976347547,16.92987363726259,0.5209596164044107,6.5364198371878235
53.0,16.165061743347763,17.007233567598355,0.5178587370168771,6.5364198371878235
54.0,16.13243585767885,17.07765397072408,0.5148535968462739,6.5364198371878235
55.0,16.09687435913521,17.1408169806409,0.5119459082393412,6.5364198371878235
56.0,16.057707132740717,17.196326537590334,0.509137309129032,6.5364198371878235
57.0,16.01455508990505,17.243756312962997,0.5064293714818117,6.5364198371878235
58.0,15.967321015990215,17.282733932766384,0.5038235766659424,6.536419837187824
59.0,15.916018016942036,17.312939564552114,0.5013213578434361,6.536419837187824
60.0,15.860855289868208,17.334238287729086,0.49892405000069545,6.536419837187825
61.0,15.802081369885967,17.346493354693028,0.4966329404376159,6.536419837187825
62.0,15.740045217067891,17.34987480234099,0.4944492353204567,6.536419837187826
63.0,15.675209768891355,17.344440696590258,0.4923740547053838,6.536419837187826
64.0,15.608034579614824,17.330443732517107,0.4904084828216029,6.536419837190503
65.0,16.277953104454337,16.562939230460838,0.46408835935770104,7.014445558522049
66.0,17.59659595727663,15.080694194275582,0.4151074942647927,8.01444551514149
67.0,18.696273609849737,13.726385052181566,0.37114071539886656,9.01444544978202
68.0,19.57658841621883,12.489776014776924,0.3317036529422376,10.014445384422551
69.0,20.243213468699683,11.361341105701202,0.29635426987554314,11.014445319063082
70.0,20.70666935158208,10.332231052483685,0.2646899364448492,12.014445253703611
71.0,20.98112260309155,9.394230716652572,0.23634412301343735,13.014445188344142
72.0,21.083209186113695,8.539730980425146,0.21098398656584239,14.014445122984673
73.0,21.031048443375553,7.761692459590775,0.18830763183073793,15.014445057625203
