Time,J,A,S,tau
0.0,100.0,10.0,0.6752544739567641,7.442383357051076
1.0,124.92270053190892,24.62552321612334,0.6777106107779955,7.63614148174185
2.0,184.60424802159443,38.419507860439126,0.6801929890600857,7.832754905174118
3.0,275.504658042549,51.43569013615821,0.6827008281072542,8.032147036583552
4.0,394.3842453208213,63.723870185636315,0.6852335337678305,8.234258621231698
5.0,538.2790318701944,75.33050898579772,0.6877905298389412,8.439029592437342
6.0,704.4782785771162,86.29896560163331,0.6903712580038246,8.646399090846556
7.0,890.5040703329644,96.66971409199839,0.6929751777583677,8.856305483449628
8.0,1094.0921161920444,106.48054976721485,0.695601766292831,9.068686383732835
9.0,1313.1744454300533,115.76677612151178,0.698250518371009,9.283478671136805
10.0,1543.248878147245,130.76513770437234,0.6993464691350227,9.380781282213842
11.0,1804.8355409454025,167.83783652110242,0.6995526971510794,9.410520018039925
12.0,2150.0454360517892,225.33530614211608,0.6997518296145826,9.439733103932946
13.0,2623.555258861814,300.8201275423792,0.6999439594484569,9.468400220487444
14.0,3262.3655438593732,392.08185034419756,0.7001291803306143,9.49650112497483
15.0,4096.704781273797,497.11736770945106,0.7003075864478217,9.52401567754645
16.0,5150.84077031265,614.1129472582038,0.700479272249338,9.550923867981512
17.0,6443.80690525901,741.4277852875589,0.7006443322007303,9.577205842883698
18.0,7990.051134872683,877.5790282073876,0.7008028605382182,9.602841933435293
19.0,9800.01809521093,1021.2231939198277,0.7009549510232528,9.627812683438918
20.0,11877.734729851205,1179.523591912188,0.7011006966997907,9.652098877779164
21.0,14251.001488351445,1383.7599430666492,0.7012401896550197,9.675681571008516
22.0,17022.9027017297,1664.3914773787365,0.7013735207773816,9.698542116390339
23.0,20362.180884335856,2046.3121510598075,0.7015007795210721,9.720662194950993
24.0,24487.706650085696,2549.5335488608057,0.7016220536724763,9.742023844694085
25.0,29655.264824040663,3189.7954091474057,0.7017374291209254,9.762609489722786
26.0,36146.36611604568,3979.1090811323475,0.7018469896324259,9.782401969509538
27.0,44258.78196331311,4926.244465315224,0.7019508166286407,9.801384567853507
28.0,54298.66143381635,6037.162745520574,0.7020489889704372,9.819541041769252
29.0,66573.94982904513,7315.403672900633,0.7021415827465204,9.836855650109143
30.0,81386.41363133676,8768.765593389624,0.7022286710686705,9.853313181734027
31.0,99044.89350142083,10442.532859963643,0.702310323871871,9.868898983382842
32.0,119961.88566624899,12429.861807166983,0.7023866077229994,9.883598986983367
33.0,144758.25194708834,14861.154596250493,0.7024575856350044,9.897399736353558
34.0,174339.16382109394,17894.269436975963,0.702523316889453,9.910288413262295
35.0,209945.12771005143,21706.23368578327,0.7025838568667483,9.922252862761832
36.0,253182.65940156957,26486.267046419798,0.7026392568846186,9.93328161772907
37.0,306038.40373486094,32429.947287387913,0.7026895640460806,9.94336392240207
38.0,370879.87313562375,39734.37528093005,0.7027348210963594,9.952489754961919
39.0,450445.6742018402,48594.20416681839,0.7027750662894457,9.96064984906295
40.0,547825.9774606763,59201.39947246142,0.7028103332645265,9.967835714245446
41.0,666440.789538373,71779.32586690698,0.7028406509327372,9.97403965516508
42.0,810113.1919858198,86655.92643997258,0.7028660433754016,9.979254789423488
43.0,983312.3644976343,104326.67542850233,0.7028865297530502,9.983475064085708
44.0,1191529.5225256982,125498.24277684181,0.7029021242258952,9.986695270787138
45.0,1441738.8457815363,151116.1452813625,0.7029128358858784,9.988911059383957
46.0,1742905.5413776508,182379.301473582,0.702918668700767,9.990118950083064
47.0,2106510.203244917,220743.95460451723,0.7029196214712947,9.990316343855248
48.0,2547065.4555707616,267919.1704907896,0.7029156878004973,9.989501531252477
49.0,3082607.225691695,325855.70235534693,0.702906856075852,9.987673699542519
50.0,3735145.869851437,396730.8882098284,0.7028931094641893,9.984832938143535
51.0,4531065.801687268,482957.3966012124,0.7028744259198423,9.980980242302936
52.0,5501541.248119723,587289.0192914912,0.7028507782067508,9.976117514863459
53.0,6683212.799893288,713040.7885680542,0.702822133933574,9.970247566269425
54.0,8119380.024591097,864389.8543321919,0.7027884556022836,9.963374112747827
55.0,9861875.686657108,1046725.0343448507,0.7027497006700412,9.955501772681444
56.0,11973716.365137449,1267019.1261564225,0.7027058216247566,9.94663606113365
57.0,14532555.145495472,1534203.2938101736,0.7026567660746924,9.93678338242221
58.0,17634919.91693614,1859527.9662619375,0.7026024768511043,9.925951020921216
59.0,21401188.463799555,2256898.0978960046,0.7025428921242045,9.914147130055524
60.0,25981219.693947677,2743174.703233816,0.7024779455320715,9.9013807195412
61.0,31560554.733651806,3338458.1265123086,0.7024075663227901,9.887661640853018
62.0,38367117.58156864,4066473.117617674,0.7023316795097722,9.873000570878373
63.0,46678688.96614352,4955259.6483873315,0.7022502060392487,9.857408993953626
64.0,56831911.7648374,6038333.188286728,0.7021630629699848,9.840899182281373
65.0,69233929.16191447,7356412.982891821,0.7020701636646826,9.823484174814615
66.0,84378002.27990524,8959760.929159837,0.7019714179931752,9.805177754613965
67.0,102864440.17473035,10911131.097200537,0.7018667325469696,9.78599442469775
68.0,125428200.11889365,13289299.440788556,0.7017560108641703,9.765949382585955
69.0,152974407.60388163,16193117.254440513,0.7016391536645878,9.745058493569575
70.0,186622851.11547038,19746018.35546635,0.7015160590943804,9.72333826281485
71.0,227762438.3269662,24100918.529556345,0.701386622980099,9.700805806333879
72.0,278116188.95766807,29445626.167387832,0.7012507390913713,9.677478820891173
73.0,339817868.1212065,36009258.97955508,0.7011082994113426,9.6533755530387
74.0,415502603.3122159,44070498.07869123,0.700959194414451,9.62851476733754
75.0,508415797.0424331,53968725.712621816,0.7008033133508245,9.602915713886237
76.0,622547526.4898573,66119158.45915358,0.7006405445369104,9.576598095209429
77.0,762801515.7690734,81033089.13699913,0.7004707756513622,9.549582032608075
78.0,935210908.7005134,99344273.83795825,0.7002938940354387,9.521888032142213
79.0,1147215184.9273164,121842354.0053922,0.7001097869973063,9.493536950320546
80.0,1408014267.0684168,149514061.13979322,0.6999183421195465,9.464549959612755
81.0,1729018364.430901,183592756.67052603,0.6997194475692096,9.434948513854351
82.0,2124410938.5324435,225617158.31144714,0.6995129924093819,9.404754313655252
83.0,2611845835.274726,277501153.60383725,0.6992988669116907,9.373989271950604
84.0,3213303562.958519,341618324.3049435,0.699076962869017,9.342675479772073
85.0,3956140316.622659,420907051.6389694,0.6988471739078135,9.310835172337317
86.0,4874380846.146855,519004157.48128486,0.6986093957991018,9.278490695536838
87.0,6010319507.998091,640417400.4072644,0.6983635267672299,9.245664472917305
88.0,7416524769.851495,790749065.46955,0.6981094677960001,9.212378973261012
89.0,9158369301.05208,976984356.2250992,0.697847122931389,9.178656678831654
90.0,11317239449.206017,1207859624.9281166,0.6975763995804237,9.144520054355917
91.0,13994620946.159473,1494325716.8807325,0.6972972088050425,9.109991516822197
92.0,17317273105.739674,1850124208.4355562,0.6970094656102978,9.075093406166095
93.0,21443762151.64524,2292499076.311172,0.6967130892266808,9.039847956901639
94.0,26572668006.995205,2843075428.1835036,0.6964080033858332,9.004277270751473
95.0,32952854008.71491,3528951860.9126863,0.696094136589407,8.968403290311942
96.0,40896325962.91972,4384069947.87819,0.6957714223696978,8.932247773831172
97.0,50794305238.055214,5450949948.629551,0.6954397995418137,8.89583227112906
98.0,63137417023.533325,6782908000.224966,0.6950992124473029,8.859178100680758
99.0,78541146745.83148,8446898633.012732,0.6947496111886049,8.822306327895008
100.0,97778070089.18974,10527158312.728,0.6943909518543105,8.785237744589724
101.0,121818848396.60861,13129850409.043707,0.6940231967336914,8.747992849736296
102.0,151884278054.78857,16388958009.984348,0.693646314520751,8.710591831457277
103.0,189511442654.67517,20473723975.075123,0.6932602805078113,8.673054550268636
104.0,236637617751.44806,25598022181.030834,0.6928650767681601,8.635400523575225
105.0,295706519545.8585,32032174855.196938,0.6924606923279364,8.597648911393309
106.0,369802679060.8644,40117894336.44214,0.6920471233261942,8.559818503335308
107.0,462822011511.6387,50287203899.87744,0.6916243731607958,8.5219277069543
108.0,579686730923.589,63086668533.25073,0.6911924526269402,8.48399453708008
