Time,J,A,S,tau
0.0,100.0,100.0,0.9812480540680941,9.25925925925926
1.0,99.11929022373562,96.93340314901049,0.9751095660631439,9.00103059792618
2.0,98.22146993149339,93.9528153709082,0.9687767388140266,8.737185010630927
3.0,97.30790071202925,91.05847493037395,0.9622590176265672,8.468087696857353
4.0,96.37896164847928,88.24811668735562,0.9555583263852409,8.19380709969146
5.0,95.4350932208025,85.51957729527334,0.9486771214757516,7.914415054762537
6.0,94.47676462042251,82.87074679906496,0.9416180983599924,7.629984911174691
7.0,93.50450660022597,80.29948406199827,0.93438443410777,7.340592842938007
8.0,92.51889421514042,77.8037714131605,0.9313863472468003,7.24182805387118
9.0,91.52057206743642,75.38159180037644,0.9299411841594111,7.212970778092849
10.0,90.51025511828986,73.03097276597833,0.9284955188135469,7.184786448239554
11.0,89.48874529764937,70.75004960955864,0.9270509257953045,7.157275331293083
12.0,88.45692047240185,68.53692486284908,0.9256090110853427,7.130437617234945
13.0,87.41580366355758,66.38985007758245,0.924171429522703,7.1042733763845725
14.0,86.36648575783096,64.30703483821226,0.9227398551536082,7.078782631262847
15.0,85.31028427498474,62.28682562099984,0.9213160074620702,7.0539652826789645
16.0,84.24859250158983,60.32758325586963,0.9199016199662711,7.02982119446453
17.0,83.18309042182574,58.42776970197693,0.9184984595493334,7.006350127464801
18.0,82.11558948153925,56.58593627954355,0.9171083063649432,6.983551799126254
19.0,81.04819164321069,54.80070806980451,0.9157329589908014,6.961425853806525
20.0,79.9832412658477,53.07088175626005,0.9143742274975896,6.939971879531975
21.0,78.92331032525168,51.395318174646974,0.91303392778293,6.919189420979279
22.0,77.8713449385283,49.77314362573748,0.9117138805324564,6.899077957066587
23.0,76.83041332926139,48.20354982353847,0.9104159045461836,6.879636945263941
24.0,75.8040268677319,46.686101598756956,0.9091418111074374,6.860865777033709
25.0,74.79575829488552,45.22047319249344,0.9078934050928709,6.842763829300776
26.0,73.80946271198604,43.80673543805296,0.9066724720225809,6.825330431639606
27.0,72.84900512377584,42.44518171891042,0.9054807826028344,6.808564895651025
28.0,71.91835384518357,41.13655876781971,0.9043200791755335,6.7924664953004115
29.0,71.02123053552424,39.881891848275366,0.9031920797286401,6.7770344930915085
30.0,70.1612026992275,38.68268812177336,0.9020984662331588,6.762268121389158
31.0,69.34118051860546,37.540788829219686,0.9010408848258549,6.7481666057239
32.0,68.56358813045605,36.458491306352904,0.9000209397151195,6.734729148451695
33.0,67.82967792917445,35.43842784065476,0.8990401878128296,6.721954948483788
34.0,67.13966332659105,34.4835564211451,0.8981001398635253,6.709843194042343
35.0,66.49224262035597,33.59712766223712,0.8972022464644032,6.698393065037711
36.0,65.8844223757541,32.78249747779817,0.896347904001767,6.687603741824948
37.0,65.31158792466647,32.04307939470857,0.8955384474027459,6.677474399006015
38.0,64.7670718543351,31.38208134671071,0.8947751406540946,6.668004213961216
39.0,64.24259378581571,30.802373272444573,0.8940591851358578,6.659192366178294
40.0,63.72826022655326,30.30620988513024,0.8933917070549692,6.651038039221442
41.0,63.21303866624469,29.89496080457279,0.8927737562304928,6.643540422360207
42.0,62.68531282381689,29.568862018907414,0.8922063049845285,6.636698712591534
43.0,62.13355946472368,29.326790181977987,0.8916902457546977,6.630512115404747
44.0,61.54716081946455,29.166026452745893,0.8912263870777235,6.62497984523277
45.0,60.91720667017515,29.08206922496996,0.8908154500132883,6.6201011278743795
46.0,60.237072236688256,29.06867877440418,0.8904580708651113,6.615875201642587
47.0,59.50309523073463,29.117874845571926,0.8901547956730631,6.6123013174383285
48.0,58.71485353633226,29.220159355227793,0.8899060799937957,6.609378739452781
49.0,57.875188047103386,29.36484218827665,0.8897122878900181,6.607106745681307
50.0,56.98994736619047,29.540480004343483,0.8895736906601696,6.605484629181818
51.0,56.06746774230366,29.735407363494755,0.8894904664134177,6.604511697598824
52.0,55.11785690888753,29.938297823407005,0.889462699680088,6.6041872736451595
53.0,54.15218477929109,30.138702095954372,0.8894903813204054,6.604510695191375
54.0,53.18166476606591,30.327520004047628,0.8895734087016441,6.605481315233806
55.0,52.216928316213135,30.497347946403636,0.8897115863448313,6.607098501825188
56.0,51.26743523334056,30.642695547310485,0.8899046260653876,6.6093616377393625
57.0,50.341086322810014,30.76002680252907,0.8901521483236352,6.61227012003913
58.0,49.444042568337245,30.84765644106949,0.8904536841775544,6.615823359825516
59.0,48.58066780344878,30.90555880425968,0.8908086761557655,6.620020780643648
