Time,T,J,A,S,tau
51,274.036739240916,54.629002496740924,8.999280315307637,0.7240057450509206,30.255350040375262
52,273.987831384961,53.571582429786744,8.23445615670291,0.7235151619431407,30.524065735406783
53,273.942720051076,53.0615740239205,7.082714756329839,0.7230360766615608,30.78821533884976
54,273.901418606722,52.558102457480985,6.0925719218934455,0.722568727725535,31.0475434115706
55,273.863939290410,52.06092169792688,5.241246030039206,0.722113361353628,31.301789557050103
56,273.830293208069,51.56979420389653,4.50918657521978,0.7216702317503658,31.55068841094959
57,273.800490329759,51.084490112245696,3.879613961090751,0.7212396013715858,31.79396965032143
58,273.774539486717,50.60478694027677,3.3381211482760396,0.7208217411774258,32.03135801661033
59,273.752448368738,50.130469306758116,2.8723390044845645,0.7204169308771897,32.26257335241948
60,273.734223521896,49.66132865832764,2.4716456458649287,0.7200254591448995,32.487330664319686
61,273.719870346608,49.19716301143637,2.1269159064849004,0.7196476238136006,32.70534020780767
62,273.709393096027,48.737776711850266,1.8303102342656603,0.7192837320542121,32.916307593722706
63,273.702794874791,48.2829802001987,1.5750932634317092,0.7189341005194223,33.119933927297616
64,273.700077638095,47.832589788799325,1.3554758007928238,0.71859905545228,33.31591598088517
65,273.701242191114,47.386427454604934,1.1664813864140091,0.7182789327691596,33.503946398359766
66,273.706288188766,46.94432063935859,1.0038326194325229,0.717974078101064,33.68371394030668
67,273.715214135813,46.50610205741895,0.8638514019970658,0.7176848467829836,33.854903776165415
68,273.728017387304,46.07160951807719,0.7433744292321047,0.7174116038039987,34.01719782094649
69,273.744694149360,45.640685756254726,0.6396816687738947,0.7171547237067314,34.17027512324226
70,273.765239480296,45.21317826815207,0.5504333562320555,0.7169145904166847,34.313812314355545
71,273.789647292087,44.78893915962289,0.4736163828796475,0.7166915970150809,34.44748411726935
72,273.817910352172,44.36782500382664,0.4074991030242337,0.716486145448649,34.570963920221445
73,273.850020285596,43.94969670208072,0.35059153891429273,0.7162986461509734,34.68392442527009
74,273.885967577493,43.534419355590046,0.30161132170649846,0.7161295175869052,34.78603837333952
75,273.925741575905,43.12186214690191,0.25945500847799935,0.7159791857173664,34.87697934967592
76,273.969330494937,42.71189822379283,0.22317295509042007,0.7158480833589734,34.95642267636627
77,274.016721418251,42.304404592136024,0.19194765388648918,0.7157366494443244,35.02404639733419
78,274.067900302895,41.89926201839242,0.16507544813691002,0.7156453281823372,35.07953236026911
79,274.122851983461,41.49635493474696,0.1419506797377572,0.7155745681001647,35.12256739418663
80,274.181560176579,41.095571351173206,0.12205188480854959,0.7155248209633747,35.15284459142028
81,274.244007485745,40.696802776733335,0.1049301142587736,0.7154965405756919,35.170064699594235
82,274.310175406473,40.299944144276054,0.09019891629708236,0.7154901814503742,35.1739376129587
83,274.380044331782,39.90489374006146,0.07752553407263417,0.7155061973430442,35.16418397002105
84,274.453593557999,39.511553142082995,0.06662343994766147,0.7155450396478082,35.14053686541783
85,274.530801290902,39.11982716267393,0.057245985181612544,0.7156071556595156,35.1027436568693
86,274.611644652174,38.72962379433685,0.04918079016882317,0.7156929866933146,35.050567863214106
87,274.696099686181,38.340854163562994,0.04224496896323508,0.7158029660609769,34.98379116537671
88,274.784141367075,37.95343248977764,0.03628109044064352,0.7159375169159733,34.90221548490788
89,274.875743606206,37.5672760461928,0.031153606468473153,0.7160970499712213,34.80566511475536
90,274.970879259852,37.18230512778373,0.026745796057468043,0.716281961084119,34.69398891844448
91,275.069520137267,36.798443025045565,0.02295718792765019,0.7164926287265156,34.567062569663165
92,275.171637009030,36.41561599880216,0.01970128922149809,0.7167294113679705,34.424790777469475
93,275.277199615708,36.033753261110576,0.016903629836928682,0.7169926447615004,34.267109515785144
94,275.386176676822,35.652786962285916,0.014500111908143027,0.7172826391508345,34.093988230495505
95,275.498535900117,35.27265217866862,0.012435568079509542,0.7175996764588009,33.90543193935392
96,275.614243991131,34.893286905245155,0.010662509564649819,0.7179440074440799,33.70148324033432
97,275.733266663058,34.51463205437102,0.009140066655444885,0.7183158488426659,33.48222420745265
98,275.855568646913,34.13663145548249,0.00783307461320327,0.718715380580842,33.24777807033277
99,275.981113701978,33.75923185812308,0.006711271784836667,0.7191427430555177,32.9983106800781
100,276.109864626544,33.38238294086054,0.005748619764022095,0.7195980344886828,32.73403175473555
101,276.241783268933,33.00603732168815,0.004922722702035582,0.7200813084567222,32.45519579913246
102,276.376830538804,32.630150570111795,0.0042143144520850355,0.7205925716120319,32.16210268234609
103,276.514966418737,32.254681224671984,0.0036068225197896635,0.7211317815845143,31.855097889933706
104,276.656149976089,31.879590812549843,0.003085998376855185,0.7216988451602534,31.534572363649787
105,276.800339375126,31.504843869256607,0.0026395900958628253,0.7222936167831882,31.20096189604358
106,276.947491889416,31.13040796302991,0.0022570628589581444,0.7229158973405245,30.854746127226118
107,277.097563914494,30.756253838998514,0.0019296374582416784,0.7235654333036085,30.496447094005845
108,277.250510980780,30.382436929400004,0.0018191777926816206,0.7242419164093524,30.126627219914635
109,277.406287766756,30.008855937834376,0.0017174815784595035,0.7249449832395688,29.74588720320162
110,277.564848112401,29.635489512857433,0.0016209219504444304,0.7256742159961228,29.354862963880954
111,277.726145032861,29.262320916817615,0.0015292628168224614,0.7264291433848968,28.954222435520595
112,277.890130732377,28.88933664209744,0.0014422777766635454,0.7272092410187532,28.544662438432436
113,278.056756618448,28.516526409811508,0.001359750218319671,0.7280139337677196,28.126904386803048
114,278.225973316228,28.143883200852528,0.001281473071361033,0.728842597826747,27.701690185177473
115,278.397730683157,27.771403287603874,0.0012072483781441854,0.7296945630764725,27.269777969112134
116,278.571977823820,27.399086290729485,0.0011368873173323805,0.7305691155844045,26.83193765304813
117,278.748663105029,27.02693522079079,0.0010702091490610655,0.7314655005065137,26.388946324935286
118,278.927734171123,26.65495647433384,0.0010070407999925608,0.7323829259137049,25.941583524433693
119,279.109137959478,26.283159860584437,0.0009472167326241871,0.7333205663949732,25.490626741586535
120,279.292820716239,25.911558627734912,0.0008905786142374844,0.734277566761118,25.036847062567986
121,279.478728012240,25.540169511214525,0.0008369753481055333,0.7352530457701405,24.581004839429003
122,279.666804759136,25.169012772826346,0.0007862623144066354,0.7362461000613344,24.123845505161416
123,279.856995225730,24.798112182257874,0.0007383009481052286,0.7372558085087985,23.66609591971323
124,280.049243054480,24.42749503104573,0.0006929586922662848,0.7382812362104701,23.20846099610303
125,280.243491278207,24.057192144941276,0.000650108741800218,0.7393214383742716,22.75162066609292
126,280.439682336969,23.687237914737675,0.0006096300631757179,0.7403754640220119,22.29622706069336
127,280.637758095122,23.317670323141417,0.0005714068746511862,0.741442359811031,21.842901909323157
128,280.837659858543,22.948530938214855,0.0005353285649004999,0.7425211736261222,21.392234663294392
129,281.039328392025,22.579808595276507,0.0005646695167945124,0.7436109579948907,20.944781990296917
130,281.242703936831,22.211613400455867,0.0006202030509881357,0.7447107735320733,20.50106510392217
131,281.447726228396,21.844029388449602,0.0006771042965545781,0.7458196911194079,20.06156976320082
132,281.654334514192,21.477118881297507,0.0007355355174075027,0.7469367948668155,19.62674582756372
133,281.862467571723,21.110948600297718,0.0007956353115218354,0.7480611845520416,19.197007047321
134,282.072063726674,20.745589706883596,0.0008575151629633104,0.7491919777932855,18.772731267043778
135,282.283060871180,20.381117777760274,0.0009212561540713834,0.7503283118478957,18.354261219373324
136,282.495396482233,20.01761292813184,0.0009869058908326092,0.7514693444407198,17.941905038364503
137,282.709007640209,19.65515999209381,0.0010544710981019354,0.7526142577888018,17.53593516649762
138,282.923831047513,19.293847765313227,0.0011239235426829415,0.7537622540241393,17.136595482403763
139,283.139803047331,18.93377010924637,0.001195184826946449,0.7549125621361387,16.74409447759801
140,283.356859642500,18.575024648284163,0.001268132389509643,0.7560644366536615,16.358612852872266
141,283.574936514467,18.217713362695804,0.0013425949118391256,0.7572171567217834,15.980302449258224
142,283.793969042346,17.86194242395392,0.0014183489258769886,0.7583700275414955,15.609287389442578
143,284.013892322074,17.50782157611056,0.0014951211790649014,0.7595223808003166,15.245666843339508
144,284.234641185635,17.155457898086034,0.0015809944054159648,0.7606735735665396,14.88951628372538
145,284.456150220379,16.804969503664193,0.0017118975365606169,0.7618229900651271,14.540888379340018
146,284.678353788397,16.456545918493013,0.0018989299405879072,0.7629700392151928,14.199815424921114
147,284.901186045976,16.110412272154246,0.0021512531823938592,0.7641141551984046,13.86631058908321
148,285.124580963109,15.766832488900771,0.0024794051684400567,0.7652547969335382,13.540369452022563
149,285.348472343062,15.426117453365492,0.0028953527495897452,0.76639144759236,13.22197146772806
150,285.572793841985,15.088634222313209,0.0034125000483276047,0.7675236139709525,12.911081401043543
151,285.797478988579,14.754816356221072,0.00404564024518305,0.7686508258702329,12.607650679086902
152,286.022461203784,14.425175022106005,0.004810828605019515,0.7697726354282773,12.311618693539481
153,286.247673820516,14.100310513522041,0.005725177662964286,0.7708886163708197,12.02291403810127
154,286.473050103414,13.780923793448032,0.006806543269621166,0.7719983633309838,11.741455665200979
155,286.698523268623,13.467827163858386,0.008073132814047946,0.7731014910666326,11.467153986063517
156,286.924026503578,13.161948477856189,0.009566306550746568,0.774197633672261,11.199911907891066
157,287.149492986803,12.864456922052993,0.011409556817378543,0.7752864439923749,10.93962575344987
158,287.374855907714,12.577056884756484,0.01378230735462024,0.7763675927115687,10.686186188383001
159,287.600048486412,12.30224554599805,0.016922113088723673,0.7774407676566376,10.439479037896994
160,287.825003993477,12.04362890570587,0.021138137304820986,0.7785056730722434,10.199386049020898
161,288.049655769738,11.806322588848642,0.026825674210121168,0.7795620289154079,9.965785592050416
162,288.273937246025,11.597441468315772,0.03448094025524473,0.7806095701413358,9.738553309971474
163,288.497781962895,11.426675441810502,0.044714909584172284,0.7816480460282966,9.51756270904211
164,288.721123590328,11.30693233949267,0.058264648129692474,0.7826772195170223,9.302685699030727
165,288.943895947381,11.25500648202337,0.07601045954456204,0.7836968665714658,9.093793084874294
166,289.166033021795,11.292375805065587,0.09918860657491153,0.7847067755616539,8.89075501274199
167,289.387468989562,11.447277102310506,0.12985041571071232,0.7857067466691607,8.693441373429849
168,289.608138234425,11.75867644080714,0.1712944133604124,0.7866965913109748,8.501722166789472
169,289.827975367324,12.281836811702263,0.22859096293623685,0.7876761316049905,8.315467825684737
170,290.046915245773,13.095069031657443,0.3092314315379746,0.7886451998289928,8.134549510880506
171,290.264892993161,14.30628055631575,0.42388388454056064,0.7896036379255493,7.958839370098014
172,290.481844017976,16.05593754590849,0.5872048718740777,0.7905512970170822,7.788210769571609
173,290.697704032948,18.51025376265337,0.8186510883535116,0.7914880369514173,7.62253849722824
174,290.912409074096,21.835757647896507,1.1441121091379813,0.7924137258598344,7.4616989424185505
175,291.125895519682,26.148352228366427,1.600411897778196,0.7933282397439949,7.305570251319297
176,291.338100109065,31.429222860796227,2.242670618493676,0.7942314620756141,7.154032462892607
177,291.548959961445,37.39599734137354,3.1536418774079085,0.7951232834211237,7.00696762439345
178,291.758412594498,43.3456378265357,4.452735642569266,0.7960036010809535,6.864259890621587
179,291.966395942888,48.08426403922163,6.298866467565875,0.7968723187483547,6.725795606432987
180,292.172848376660,50.18157890727142,8.876299952449536,0.797729346186038,6.59146337536597
181,292.377708719502,48.64836273061721,12.351688518287675,0.798574598919572,6.461154114540547
182,292.580916266874,43.54680900288152,16.796264776661147,0.7994079979328811,6.3347611005264115
183,292.782410803994,35.87100785995201,22.059962791193303,0.8002294694047497,6.212179999656325
184,292.982132623682,26.996008573068746,27.5994929352583,0.8010389444409964,6.093308892454608
185,293.180022544052,18.434353811989002,32.383022819219484,0.8018363588224712,5.978048288594556
186,293.376021926050,11.668339325755934,35.18764665907382,0.8026216527681778,5.866301133921143
187,293.570072690829,7.50410446108933,35.40952614470333,0.8033947707077421,5.757972811056111
188,293.762117336959,5.56623032044883,33.594321768274426,0.8041556610662295,5.652971133649757
189,293.952098957468,4.853949386711339,30.852635026036953,0.8049042760655057,5.551206334455282
190,294.139961256701,4.637466307472638,27.971778454841775,0.8056405715274174,5.452591049820899
191,294.325648567004,4.655854329984531,25.254352787583706,0.8063645066955832,5.35704029869678
192,294.509105865220,4.893096718828143,22.769124467881774,0.8070760440412869,5.264471461665741
193,294.690278788992,5.415740564192981,20.52175169290151,0.8077751491215485,5.174804250099692
194,294.869113652872,6.3099464209753435,18.512222279825245,0.8084617904117091,5.087960678151958
195,295.045557464232,7.646006004376566,16.752357587539358,0.8091359391609874,5.003865029452002
196,295.219557938961,9.441816511981266,15.272299803400724,0.8097975692414487,4.922443824335607
197,295.391063516964,11.623185506046973,14.123053321782287,0.8104466569952734,4.843625786230205
198,295.560023377436,13.994456137148287,13.374106541829814,0.8110831811556972,4.7673417973195615
199,295.726387453925,16.242141664032093,13.102407522393097,0.8117071226832907,4.693524866126092
200,295.890106449164,17.987174437713524,13.369433075313484,0.8123184646614066,4.622110086449953
201,296.051131849682,18.883896003169124,14.187429532064783,0.8129171921838778,4.553034597619461
202,296.209415940177,18.7407379013568,15.484301324262999,0.8135032922477183,4.486237544326956
203,296.364911817657,17.610568957942448,17.085916588127944,0.8140767536480967,4.421660036622145
204,296.517573405337,15.79042033168737,18.734501638969547,0.814637566892445,4.359245107687039
205,296.667355466296,13.72043087600687,20.1466010003199,0.8151857241023726,4.298937674056908
206,296.814213616874,11.83644039298254,21.095381315950515,0.8157212189258723,4.2406844951034985
207,296.958104339834,10.4467673123278,21.48445542283753,0.8162440464553056,4.18443413252407
208,297.098984997247,9.68444048766547,21.36793317118919,0.8167542031487858,4.130136910445754
209,297.236813843136,9.53943375016982,20.90247818202432,0.8172516867491113,4.07774487648081
210,297.371550035838,9.91956413262451,20.275491289783076,0.817736496217605,4.0272117620686565
211,297.503153650112,10.689915702457782,19.65724530650862,0.8182086316658843,3.9784929441177916
212,297.631585688966,11.68683418762939,19.18315887544516,0.8186680942872301,3.931545407635793
213,297.756808095216,12.72794840312792,18.94917767996699,0.8191148862958695,3.886327708503107
214,297.878783762760,13.633729044924946,19.007731378861404,0.8195490108681982,3.8427999372553816
215,297.997476547576,14.260299369306413,19.362670003048443,0.8199704720867163,3.8009236835990827
216,298.112851278429,14.53147366628435,19.967982367566204,0.8203792748869471,3.760662001671893
217,298.224873767296,14.4550183220016,20.735924960055456,0.8207754250046638,3.721979376802061
218,298.333510819498,14.113878239999723,21.556388627617746,0.821158928931607,3.684841691551846
219,298.438730243530,13.635507214435409,22.32317346540767,0.8215297938701296,3.649216194112677
220,298.540500860607,13.152088273276563,22.958540757717213,0.8218880276890954,3.6150714672441917
221,298.638792513898,12.767169816537239,23.427520282889347,0.8222336388846117,3.5823773977856215
222,298.733576077465,12.538395786370682,23.73805022723377,0.82256663654245,3.5511051472819615
223,298.824823464893,12.47683892109838,23.929420009578166,0.8228870303024393,3.5212271245413813
224,298.912507637611,12.557487466253049,24.055632845531488,0.8231948303260841,3.492716956487953
225,298.996602612906,12.73387996276683,24.17002927974565,0.8234900472661774,3.4655494625923624
226,299.077083471623,12.952545586632231,24.314451594526133,0.8237726922381468,3.4397006289883354
227,299.153926365547,13.164978522161876,24.513713107841976,0.8240427767940365,3.415147583754667
228,299.227108524469,13.335861989075175,24.7747619608926,0.8243003128975339,3.391868572923794
229,299.296608262936,13.446915510010651,25.089473593606545,0.8245453129026443,3.3698429376086136
230,299.362404986675,13.496364297744869,25.43978936792905,0.8247777895354041,3.349051093450966
231,299.424479198699,13.494914531760816,25.803726369133535,0.8249977558841839,3.329474507622825
232,299.482812505077,13.45996857550581,26.16075431441686,0.8252052253628435,3.3110956777095994
233,299.537387620392,13.409955298863938,26.49554259040263,0.8254002117183113,3.293898115357517
234,299.588188372860,13.36003257210577,26.799555973731103,0.8255827290041837,3.277866326176004
235,299.635199709122,13.31981632025246,27.070699640242015,0.8257527915823744,3.2629857912099696
236,299.678407698703,13.293109855098292,27.311679337775317,0.8259104140922499,3.249242952364211
237,299.717799538145,13.278817347109747,27.52777908912238,0.8260556115180961,3.2366251939277086
238,299.753363554794,13.272922161988575,27.724848268488437,0.8261883990920524,3.225120829375778
239,299.785089210266,13.270165498222116,27.90778144005612,0.8263087923430097,3.2147190859352888
240,299.812967103563,13.26551995752135,28.079722127121634,0.8264168070884819,3.205410091234824
241,299.836988973865,13.255097501141774,28.241902937125374,0.8265124594365396,3.1971848602496715
242,299.857147702973,13.23652820531267,28.39393791252575,0.8265957657768218,3.1900352849821147
243,299.873437317420,13.208906298200242,28.53436339561007,0.8266667427678268,3.183954116442282
244,299.885852990242,13.172374630714478,28.66117286537267,0.8267254074972937,3.178934959806886
245,299.894391042407,13.12778301004599,28.77238703882468,0.8267717772983353,3.174972291158364
246,299.899048943906,13.076294707151373,28.86632265144629,0.8268058697967032,3.1720613647225573
247,299.899825314502,13.01888200403497,28.941758943071104,0.826827703108952,3.170198296090797
248,299.896719924140,12.956521451304923,28.998053916510937,0.8268372954815417,3.169380054494359
249,299.889733693015,12.889466340745113,29.034827079518468,0.8268346659337078,3.1696043176320847
250,299.878868691296,12.818084620279466,29.052152966814955,0.8268198335581863,3.170869680262133
251,299.864128138520,12.742575038176465,29.050266623735936,0.8267928178067283,3.173175447808427
252,299.845516402628,12.662569845828276,29.029368681103588,0.8267536390153382,3.1765217707062923
253,299.823038998682,12.578211331516156,28.98982500678014,0.8267023174898535,3.18090957818144
254,299.796702587220,12.489175001964295,28.931827545019402,0.8266388744741144,3.18634053268449
255,299.766514972289,12.395564967753554,28.85564191577718,0.8265633314811031,3.1928171731425183
256,299.732485099132,12.297437704957813,28.761481631513366,0.8264757106149989,3.200342691454465
257,299.694623051534,12.194798698986343,28.649522832407865,0.8263760348123217,3.2089211680547987
258,299.652940048837,12.088062319027296,28.5200674158727,0.8262643272559382,3.2185573720716523
259,299.607448442615,11.977239556235622,28.373332663512134,0.8261406122652063,3.229256865500469
260,299.558161713012,11.862847306313999,28.209734282472887,0.8260049144718629,3.2410260101033095
261,299.505094464749,11.7451148355577,28.02966103617728,0.8258572594638237,3.2538718366934414
262,299.448262422798,11.624412148189762,27.833621175511734,0.8256976736780228,3.26780229469744
263,299.387682427719,11.501050445344493,27.622156025795523,0.8255261842510122,3.282825899256222
264,299.323372430673,11.375370142140634,27.395892409871024,0.8253428194419908,3.298952135584199
265,299.255351488099,11.247823446457605,27.155525514305925,0.8251476081081116,3.3161910470721634
266,299.183639756070,11.118662260656452,26.90176388131782,0.8249405805412157,3.334553632729294
267,299.108258484321,10.988490449060665,26.635443399807063,0.8247217675010281,3.3540514622308866
268,299.029230009949,10.857454258577514,26.357320086495253,0.8244912015851276,3.374697085054995
269,298.946577750797,10.726100593050242,26.06828283485782,0.8242489158091824,3.396503556537251
270,298.860326198512,10.594756748054966,25.769193865928194,0.8239949450539399,3.4194849784155164
271,298.770500911292,10.463877796474652,25.460962633091434,0.8237293248837786,3.443655921968363
272,298.677128506307,10.333904856276618,25.144527857327493,0.8234520927210183,3.469032024921334
273,298.580236651816,10.205209457728992,24.820816589209354,0.8231632869126989,3.495629389032909
274,298.479854058967,10.078310676304966,24.490814315796825,0.8228629476807634,3.5234651782990407
275,298.376010473289,9.953531800505655,24.15545969705813,0.8225511163824835,3.552557039680297
276,298.268736665876,9.831415065222929,23.815754597482215,0.8222278363222814,3.582923653575939
277,298.158064424274,9.71227316485378,23.472642509660382,0.821893152101241,3.6145842244634094
278,298.044026543056,9.59662475338858,23.12711304799943,0.8215471103953149,3.647558939674952
279,297.926656814107,9.48480233877958,22.780104758449824,0.8211897592966966,3.6818685698292284
280,297.805990016611,9.377266918728369,22.43257075645534,0.8208211491428956,3.7175347995478845
281,297.682061906744,9.274392820823591,22.085432170113048,0.8204413317787337,3.7545799694737103
282,297.554909207081,9.176563131523933,21.7395867301244,0.8200503614916885,3.7930272511611807
283,297.424569595709,9.084216204134723,21.395926493934486,0.819648294160257,3.8329005666961145
284,297.291081695069,8.997678073461055,21.055287317259154,0.8192351882164631,3.8742245678096086
285,297.154485060507,8.917353699347437,20.7184969822699,0.8188111039447282,3.9170246586661235
286,297.014820168553,8.843596410196463,20.38633604829658,0.8183761043072437,3.961327064556259
287,296.872128404930,8.77675210181208,20.05955396954039,0.8179302542269282,4.0071586350607244
288,296.726452052286,8.717244317800292,19.738877962946077,0.817473621295779,4.054547111699144
289,296.577834277668,8.66534498159333,19.42496812741645,0.817006275585869,4.103520818876382
290,296.426319119731,8.621539124168022,19.118495988000205,0.8165282894679105,4.154108934812637
291,296.271951475685,8.58608008071741,18.82004032395848,0.8160397384603942,4.206341274127024
292,296.114777087996,8.559479936310485,18.53020637957299,0.8155407000527151,4.260248401654444
293,295.954842530827,8.54206370724235,18.24951410391116,0.8150312551696539,4.315861575355888
294,295.792195196238,8.534185997096492,17.97845842245322,0.8145114873764826,4.373212699286282
295,295.626883280144,8.536336043344606,17.71752463304658,0.813981482896006,4.43233440081426
296,295.458955768036,8.548928739919493,17.46714665449829,0.8134413312529248,4.4932599597738925
297,295.288462420457,8.572379943206789,17.227724026595176,0.8128911249080237,4.556023252167702
298,295.115453758268,8.607259684481974,16.999657546369818,0.8123309591208578,4.620658838015075
299,294.939981047667,8.654058172746398,16.78329907600871,0.8117609326987844,4.687201864926754
300,294.762096285007,8.71328211400236,16.57897588615533,0.8111811475367708,4.7556880234721435
301,294.581852181382,8.7856174452156,16.387023806918904,0.8105917084442833,4.82615363394777
302,294.399302147009,8.87166830262598,16.20773426474386,0.8099927240050913,4.898635523523491
303,294.214500275403,8.972076138994026,16.04138343773231,0.8093843060118887,4.9731709955924
304,294.027501327348,9.087712794254044,15.888270335771567,0.8087665691953866,5.049797925794361
305,293.838360714668,9.219320841643164,15.748645940793374,0.8081396323137151,5.128554568877747
306,293.647134483807,9.367760731731655,15.622765821413154,0.8075036174190184,5.209479616270707
307,293.453879299226,9.533977742047986,15.510884826067931,0.806858649990667,5.292612149235559
308,293.258652426606,9.719042795484812,15.413262345304922,0.806204858908054,5.377991623431204
309,293.061511715882,9.924073183263863,15.33015441155144,0.805542376758805,5.465657793424594
310,292.862515584103,10.150276469159353,15.261817155480859,0.8048713396963516,5.555650679941079
311,292.661722998116,10.398961912757642,15.208515630251492,0.8041918874184054,5.648010532762797
312,292.459193457099,10.671597401297303,15.170533293329187,0.8035041630295943,5.742777810668747
313,292.254986974924,10.96975277169716,15.148161469707624,0.8028083133381745,5.839993103988665
314,292.049164062382,11.295103569386024,15.141701659278263,0.8021044888003946,5.9396970792971056
315,291.841785709240,11.649462088479975,15.151471950085327,0.8013928434145107,6.041930439816095
316,291.632913366183,12.034818040207279,15.17781431189425,0.8006735345984182,6.146733888580259
317,291.422608926593,12.453371303177818,15.221099149346536,0.7999467231710937,6.254148079142786
318,291.210934708213,12.907386153310553,15.28170276998936,0.7992125737854854,6.364213488000777
319,290.997953434684,13.399347108953028,15.360033003525826,0.7984712544214334,6.476970419166961
320,290.783728216953,13.931930585435659,15.456523781545913,0.7977229364578367,6.592458925789503
321,290.568322534575,14.508008782719036,15.57163697974822,0.7969677946408527,6.710718743894805
322,290.351800216903,15.13065782249758,15.70586324407924,0.7962060070288327,6.831789225871047
323,290.134225424173,15.803165459801434,15.859721782217774,0.7954377549297937,6.955709272104103
324,289.915662628491,16.529043069522306,16.033763499444984,0.7946632228036874,7.082517264193757
325,289.696176594731,17.312017598042946,16.228569215071648,0.7938825982342506,7.2122509863194
326,289.475832361341,18.156027958248604,16.444750941924262,0.793096071846394,7.344947551347969
327,289.254695221073,19.06522635448529,16.682951278278143,0.7923038371999437,7.480643327662334
