period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD
historical,1989,9,10335,10335,CGCM3.1 (T47),High (A2),20.1085121,26.7103152,23.40941365,296.5594137,,-0.4529692,1.47694756,8.299639,1.69360525
historical,1989,10,10365,10365,CGCM3.1 (T47),High (A2),12.0472966,20.285491,16.1663938,289.3163938,,-0.4890792,1.5158423,8.3080645,1.68097217
historical,1989,11,10395,10395,CGCM3.1 (T47),High (A2),6.44533964,15.164538,10.80493882,283.9549388,,-0.0544997,1.88220297,8.75930208,1.94273668
historical,1989,12,10425,10425,CGCM3.1 (T47),High (A2),0.31310135,9.50012309,4.90661222,278.0566122,,-0.0825074,1.83992399,8.64215308,1.81239787
historical,1990,1,10455,10455,CGCM3.1 (T47),High (A2),0.76865535,7.166088218,3.967371784,277.1173718,,0.12509412,1.74093878,8.94782789,1.5879181
historical,1990,2,10485,10485,CGCM3.1 (T47),High (A2),3.23305038,11.7852632,7.50915679,280.6591568,,0.3086545,1.75140333,8.91562475,1.59272052
historical,1990,3,10515,10515,CGCM3.1 (T47),High (A2),3.90667834,12.38492368,8.145801011,281.295801,,0.80129188,1.71872412,9.42376583,1.71968881
historical,1990,4,10545,10545,CGCM3.1 (T47),High (A2),8.01896629,17.8674012,12.94318375,286.0931837,,0.97012634,1.70770813,9.36816498,1.72614523
historical,1990,5,10575,10575,CGCM3.1 (T47),High (A2),14.6026268,23.807812,19.2052194,292.3552194,,0.87877868,1.73547146,9.34838589,1.7294452
historical,1990,6,10605,10605,CGCM3.1 (T47),High (A2),18.0682242,26.504744,22.2864841,295.4364841,,0.8158915,1.74296309,9.38182845,1.72840436
historical,1990,7,10635,10635,CGCM3.1 (T47),High (A2),22.6190958,31.608589,27.1138424,300.2638424,,0.79629391,1.7623004,9.28851384,1.74416826
historical,1990,8,10665,10665,CGCM3.1 (T47),High (A2),24.0972903,29.6902733,26.8937818,300.0437818,,0.95791533,1.76960963,9.41487174,1.78465478
historical,1990,9,10695,10695,CGCM3.1 (T47),High (A2),18.4803109,26.1741112,22.32721105,295.4772111,,1.30156143,1.48135604,9.78871493,1.41803775
historical,1990,10,10725,10725,CGCM3.1 (T47),High (A2),12.6380387,21.527797,17.08291785,290.2329179,,1.03669373,1.33652924,9.51592905,1.23802694
historical,1990,11,10755,10755,CGCM3.1 (T47),High (A2),6.71125959,17.1495568,11.9304082,285.0804082,,0.85173345,1.3284324,9.4531382,1.32339111
historical,1990,12,10785,10785,CGCM3.1 (T47),High (A2),-0.8738344,8.55529002,3.84072781,276.9907278,,0.92918487,1.43780733,9.47180221,1.44869277
future_mid,2046,1,15,30615,CGCM3.1 (T47),High (A2),-1.3124851,5.05904098,1.87327794,275.0232779,,0.27400512,2.2125427,7.81967409,2.5177044
future_mid,2046,2,45,30645,CGCM3.1 (T47),High (A2),-2.0925771,5.14175063,1.524586765,274.6745868,,0.45274409,2.0743885,7.86852446,2.30197032
future_mid,2046,3,75,30675,CGCM3.1 (T47),High (A2),5.56778692,13.3551377,9.46146231,282.6114623,,0.06389505,2.21314018,7.51004141,2.36011409
future_mid,2046,4,105,30705,CGCM3.1 (T47),High (A2),10.6152378,19.9238103,15.26952405,288.4195241,,0.54334451,2.52083058,8.00428121,2.6593849
future_mid,2046,5,135,30735,CGCM3.1 (T47),High (A2),14.8519995,24.0205469,19.4362732,292.5862732,,0.66517793,2.40768674,8.04823034,2.51114099
future_mid,2046,6,165,30765,CGCM3.1 (T47),High (A2),19.6935129,27.9418141,23.8176635,296.9676635,,0.90253485,2.41598454,8.25129467,2.47564789
future_mid,2046,7,195,30795,CGCM3.1 (T47),High (A2),25.6340585,32.8111623,29.2226104,302.3726104,,1.01165774,2.33156739,8.48922235,2.25401458
future_mid,2046,8,225,30825,CGCM3.1 (T47),High (A2),25.3067765,33.3987002,29.35273835,302.5027384,,1.57471347,2.15517683,9.01040746,2.00495602
future_mid,2046,9,255,30855,CGCM3.1 (T47),High (A2),19.3681041,29.3502978,24.35920095,297.509201,,1.58789292,2.16357476,9.05277394,2.05573157
future_mid,2046,10,285,30885,CGCM3.1 (T47),High (A2),13.0989105,23.341832,18.22037125,291.3703713,,1.58251886,2.16440391,9.1478091,2.07216615
future_mid,2046,11,315,30915,CGCM3.1 (T47),High (A2),9.93277561,19.4112395,14.67200756,287.8220076,,1.56437703,2.15641808,9.13103026,2.06674433
future_mid,2046,12,345,30945,CGCM3.1 (T47),High (A2),0.32348093,8.29246748,4.307974205,277.4579742,,1.96050427,1.98965253,9.42902605,1.98707497
future_mid,2047,1,375,30975,CGCM3.1 (T47),High (A2),-2.4425205,4.95819094,1.25783522,274.4078352,,2.03989616,1.98796779,9.47079995,1.9624437
future_mid,2047,2,405,31005,CGCM3.1 (T47),High (A2),1.94414657,9.2592132,5.601679885,278.7516799,,2.48320914,1.23772167,9.93758902,1.28742002
future_mid,2047,3,435,31035,CGCM3.1 (T47),High (A2),5.10040468,14.2216821,9.66104339,282.8110434,,2.35672231,1.08646951,9.81283002,1.12874559
future_mid,2047,4,465,31065,CGCM3.1 (T47),High (A2),10.873695,19.7433536,15.3085243,288.4585243,,2.41622666,1.12618705,9.94973576,1.08928702
future_mid,2047,5,495,31095,CGCM3.1 (T47),High (A2),16.2728616,25.425614,20.8492378,293.9992378,,2.32068473,1.15071348,9.91282441,1.14871099
future_mid,2047,6,525,31125,CGCM3.1 (T47),High (A2),20.2420722,28.835221,24.5386466,297.6886466,,2.62478699,0.74973358,10.1923968,0.83910877
future_mid,2047,7,555,31155,CGCM3.1 (T47),High (A2),24.2238283,30.8441903,27.5340093,300.6840093,,2.46388619,0.64354687,10.1211353,0.87980543
future_mid,2047,8,585,31185,CGCM3.1 (T47),High (A2),25.0551265,30.8742759,27.9647012,301.1147012,,2.39042475,0.67205044,9.89520304,0.70716893
future_mid,2047,9,615,31215,CGCM3.1 (T47),High (A2),21.1122803,28.2489756,24.68062795,297.830628,,1.36602296,1.93887803,8.8716101,2.1858494
future_mid,2047,10,645,31245,CGCM3.1 (T47),High (A2),13.8528311,21.3150211,17.5839261,290.7339261,,1.60192266,1.87676513,9.14110551,2.11896415
future_mid,2047,11,675,31275,CGCM3.1 (T47),High (A2),5.03289807,15.2426426,10.13777034,283.2877703,,1.77975416,1.80888405,9.31881367,2.02514709
future_mid,2047,12,705,31305,CGCM3.1 (T47),High (A2),3.84702185,13.1401164,8.493569125,281.6435691,,2.07982139,1.916616,9.75623246,2.30447063
future_mid,2048,1,735,31335,CGCM3.1 (T47),High (A2),2.75968082,11.0106976,6.88518921,280.0351892,,2.13299694,1.81481014,9.7688754,2.17304357
future_mid,2048,2,765,31365,CGCM3.1 (T47),High (A2),2.07426494,9.78767906,5.930972,279.080972,,2.22003656,1.74571393,9.88007232,2.09425854
future_mid,2048,3,795,31395,CGCM3.1 (T47),High (A2),3.41800281,14.1565767,8.787289755,281.9372898,,2.75561698,1.05894954,10.4791181,1.44523207
future_mid,2048,4,825,31425,CGCM3.1 (T47),High (A2),11.6499243,21.526383,16.58815365,289.7381537,,2.74117691,1.07212252,10.4928674,1.43313471
future_mid,2048,5,855,31455,CGCM3.1 (T47),High (A2),14.8276394,24.3577813,19.59271035,292.7427104,,2.82219095,1.05013257,10.5720099,1.41421045
future_mid,2048,6,885,31485,CGCM3.1 (T47),High (A2),21.6874777,28.800585,25.24403135,298.3940314,,2.56225542,1.19933105,10.2701801,1.74860658
future_mid,2048,7,915,31515,CGCM3.1 (T47),High (A2),25.1438125,32.1374579,28.6406352,301.7906352,,2.34039612,1.47318826,9.78709679,2.19840648
future_mid,2048,8,945,31545,CGCM3.1 (T47),High (A2),24.8007661,30.202901,27.50183355,300.6518336,,2.51452726,1.35019376,10.1877355,2.1484456
future_mid,2048,9,975,31575,CGCM3.1 (T47),High (A2),19.9987778,25.9294417,22.96410975,296.1141098,,2.65234837,1.47797655,10.3586859,2.26975413
future_mid,2048,10,1005,31605,CGCM3.1 (T47),High (A2),10.3987357,20.5236304,15.46118305,288.6111831,,2.69186446,1.49464078,10.4644952,2.30704192
future_mid,2048,11,1035,31635,CGCM3.1 (T47),High (A2),7.25615292,17.3387432,12.29744806,285.4474481,,2.66565101,1.46231593,10.2317626,2.11876898
future_mid,2048,12,1065,31665,CGCM3.1 (T47),High (A2),1.53981624,10.8027944,6.17130532,279.3213053,,2.67105842,1.5413004,10.2666727,2.23004139
future_mid,2049,1,1095,31695,CGCM3.1 (T47),High (A2),1.31123944,8.90207258,5.10665601,278.256656,,2.62446126,1.62730782,10.1860762,2.34981753
future_mid,2049,2,1125,31725,CGCM3.1 (T47),High (A2),3.53498085,10.4883986,7.011689725,280.1616897,,2.477668,1.67475247,9.99292883,2.43448778
future_mid,2049,3,1155,31755,CGCM3.1 (T47),High (A2),6.00862828,13.3440285,9.67632839,282.8263284,,2.57657687,1.78352296,10.0761394,2.61723045
future_mid,2049,4,1185,31785,CGCM3.1 (T47),High (A2),13.5228452,21.8295679,17.67620655,290.8262066,,2.51176979,1.94470186,9.97912145,2.85321037
future_mid,2049,5,1215,31815,CGCM3.1 (T47),High (A2),14.7772288,24.1416879,19.45945835,292.6094584,,4.46734141,1.35247448,13.0968335,1.17041687
future_mid,2049,6,1245,31845,CGCM3.1 (T47),High (A2),21.5122794,29.4423896,25.4773345,298.6273345,,4.84520127,1.58863752,13.5161848,1.54030888
future_mid,2049,7,1275,31875,CGCM3.1 (T47),High (A2),25.125904,31.1811896,28.1535468,301.3035468,,5.28642287,1.92889677,13.937648,1.85867297
future_mid,2049,8,1305,31905,CGCM3.1 (T47),High (A2),24.8049127,33.6362633,29.220588,302.370588,,5.52862972,1.94513234,14.1667872,1.8695922
future_mid,2049,9,1335,31935,CGCM3.1 (T47),High (A2),19.8590697,28.1606303,24.00985,297.15985,,5.3732617,1.89856227,14.037084,1.80975943
future_mid,2049,10,1365,31965,CGCM3.1 (T47),High (A2),14.2793438,21.9402473,18.10979555,291.2597956,,5.34051546,1.80440581,14.0586157,1.71837308
future_mid,2049,11,1395,31995,CGCM3.1 (T47),High (A2),7.60648861,16.4698208,12.03815471,285.1881547,,5.40012925,1.82339762,14.2571783,1.75476454
future_mid,2049,12,1425,32025,CGCM3.1 (T47),High (A2),3.60004834,12.3390799,7.96956412,281.1195641,,5.54957893,1.86330887,14.3458287,1.77727984
future_mid,2050,1,1455,32055,CGCM3.1 (T47),High (A2),2.53776321,9.83962342,6.188693315,279.3386933,,5.93521061,1.81640921,14.5875548,1.92375324
future_mid,2050,2,1485,32085,CGCM3.1 (T47),High (A2),2.172058,11.0151094,6.5935837,279.7435837,,5.75790392,1.90171457,14.6172314,1.90507907
future_mid,2050,3,1515,32115,CGCM3.1 (T47),High (A2),4.24376431,12.3496664,8.296715355,281.4467154,,5.67697995,1.98950253,14.5659548,1.97839563
future_mid,2050,4,1545,32145,CGCM3.1 (T47),High (A2),9.6047226,20.0030872,14.8039049,287.9539049,,5.9028979,1.70978396,14.7972156,1.66324607
future_mid,2050,5,1575,32175,CGCM3.1 (T47),High (A2),17.1219352,26.2353186,21.6786269,294.8286269,,5.47941756,1.94145534,14.3772854,1.88815286
future_mid,2050,6,1605,32205,CGCM3.1 (T47),High (A2),19.4309068,27.8472678,23.6390873,296.7890873,,5.11040444,1.70775583,14.110338,1.69545054
future_mid,2050,7,1635,32235,CGCM3.1 (T47),High (A2),25.0075692,31.4579573,28.23276325,301.3827633,,4.97312724,1.55313436,13.9289411,1.57557352
future_mid,2050,8,1665,32265,CGCM3.1 (T47),High (A2),24.2669821,32.1616955,28.2143388,301.3643388,,5.07294501,1.59952316,14.0348597,1.61899341
future_mid,2050,9,1695,32295,CGCM3.1 (T47),High (A2),20.7557877,26.8682086,23.81199815,296.9619982,,5.07959967,1.69640367,14.008296,1.71488886
future_mid,2050,10,1725,32325,CGCM3.1 (T47),High (A2),14.6349062,21.5402988,18.0876025,291.2376025,,4.9366073,1.7545904,13.8169172,1.72749564
future_mid,2050,11,1755,32355,CGCM3.1 (T47),High (A2),7.26924284,16.7047758,11.98700932,285.1370093,,4.67835818,1.72314278,13.6197858,1.76604475
future_mid,2050,12,1785,32385,CGCM3.1 (T47),High (A2),-3.9805034,5.90800696,0.96375178,274.1137518,,4.181426,1.22014585,13.0871561,1.1660463
future_mid,2051,1,1815,32415,CGCM3.1 (T47),High (A2),-1.2096472,7.148419,2.9693859,276.1193859,,10.800453,1.71632638,20.1345891,1.45345414
future_mid,2051,2,1845,32445,CGCM3.1 (T47),High (A2),0.56326458,7.53750977,4.050387175,277.2003872,,10.8580389,1.57417485,20.3096476,1.40533234
future_mid,2051,3,1875,32475,CGCM3.1 (T47),High (A2),2.46546148,11.1539097,6.80968559,279.9596856,,10.9267362,1.47029834,20.3907579,1.32115597
future_mid,2051,4,1905,32505,CGCM3.1 (T47),High (A2),8.53629304,17.7813327,13.15881287,286.3088129,,11.0419006,1.41806934,20.5254959,1.30025401
future_mid,2051,5,1935,32535,CGCM3.1 (T47),High (A2),16.9902591,26.0978345,21.5440468,294.6940468,,10.8308615,1.49427577,20.3890201,1.29964066
future_mid,2051,6,1965,32565,CGCM3.1 (T47),High (A2),22.0188603,30.0099988,26.01442955,299.1644296,,10.7659928,1.43382758,20.332061,1.24733597
future_mid,2051,7,1995,32595,CGCM3.1 (T47),High (A2),25.9854939,33.8547342,29.92011405,303.0701141,,10.7926344,1.43346891,20.2854868,1.27339641
future_mid,2051,8,2025,32625,CGCM3.1 (T47),High (A2),25.3844919,33.3047686,29.34463025,302.4946303,,10.8181808,1.43755615,20.3522366,1.26132363
future_mid,2051,9,2055,32655,CGCM3.1 (T47),High (A2),20.747799,26.6771506,23.7124748,296.8624748,,10.5784398,1.50336769,20.1133588,1.26553371
future_mid,2051,10,2085,32685,CGCM3.1 (T47),High (A2),16.5524026,24.0124565,20.28242955,293.4324296,,10.2240886,1.16015042,19.8968295,1.14007404
future_mid,2051,11,2115,32715,CGCM3.1 (T47),High (A2),7.58904182,16.1551804,11.87211111,285.0221111,,10.4258155,1.23235787,19.945941,1.15662471
future_mid,2051,12,2145,32745,CGCM3.1 (T47),High (A2),3.39932479,11.7913882,7.595356495,280.7453565,,10.6987264,1.09704747,20.2145279,0.9231798
future_mid,2052,1,2175,32775,CGCM3.1 (T47),High (A2),1.52517786,8.16162672,4.84340229,277.9934023,,10.6092503,1.09188132,20.0742359,0.84570713
future_mid,2052,2,2205,32805,CGCM3.1 (T47),High (A2),3.01732083,10.7580779,6.887699365,280.0376994,,10.5084358,1.06157089,19.9111692,0.83095192
future_mid,2052,3,2235,32835,CGCM3.1 (T47),High (A2),7.1123604,16.0322924,11.5723264,284.7223264,,10.38658,0.94882479,19.8457214,0.70281049
future_mid,2052,4,2265,32865,CGCM3.1 (T47),High (A2),11.2035541,21.3599982,16.28177615,289.4317762,,10.5320871,0.86111888,19.9142198,0.70105498
future_mid,2052,5,2295,32895,CGCM3.1 (T47),High (A2),14.9388465,24.5939696,19.76640805,292.9164081,,10.5781739,0.90017858,19.9310809,0.74142734
future_mid,2052,6,2325,32925,CGCM3.1 (T47),High (A2),21.7229653,28.5917679,25.1573666,298.3073666,,10.5369086,0.95318776,19.9960293,0.76475947
future_mid,2052,7,2355,32955,CGCM3.1 (T47),High (A2),26.1841301,31.6536271,28.9188786,302.0688786,,10.4486519,0.99362727,19.9272331,0.79884883
future_mid,2052,8,2385,32985,CGCM3.1 (T47),High (A2),25.1882682,32.3085945,28.74843135,301.8984314,,10.6879651,0.83885605,20.0986509,0.72039252
future_mid,2052,9,2415,33015,CGCM3.1 (T47),High (A2),20.0051393,26.6100052,23.30757225,296.4575723,,15.8069872,1.12051646,25.0464639,1.00079166
future_mid,2052,10,2445,33045,CGCM3.1 (T47),High (A2),14.5660226,22.0814314,18.323727,291.473727,,15.6829671,1.07422741,24.9818218,0.92946406
future_mid,2052,11,2475,33075,CGCM3.1 (T47),High (A2),10.3040217,18.9554857,14.6297537,287.7797537,,15.6441889,1.00057106,24.9779508,0.86058616
future_mid,2052,12,2505,33105,CGCM3.1 (T47),High (A2),-0.309043,9.70962684,4.70029192,277.8502919,,15.7118005,0.95767508,25.0689806,0.85006488
future_mid,2053,1,2535,33135,CGCM3.1 (T47),High (A2),-2.6580482,5.00066006,1.17130593,274.3213059,,15.692959,0.90486847,24.9276995,0.91756408
future_mid,2053,2,2565,33165,CGCM3.1 (T47),High (A2),3.02457468,10.5627708,6.79367274,279.9436727,,15.6869587,0.85866425,24.8651675,0.89484308
future_mid,2053,3,2595,33195,CGCM3.1 (T47),High (A2),8.3749741,16.8878902,12.63143215,285.7814322,,15.8094609,0.8230148,24.9593548,0.85047768
future_mid,2053,4,2625,33225,CGCM3.1 (T47),High (A2),11.4076171,20.9585303,16.1830737,289.3330737,,15.7100919,0.82744464,24.8356995,0.87445267
future_mid,2053,5,2655,33255,CGCM3.1 (T47),High (A2),15.3727414,24.9508535,20.16179745,293.3117975,,15.841478,0.787069,25.0137084,0.96232239
future_mid,2053,6,2685,33285,CGCM3.1 (T47),High (A2),22.4948252,29.9416565,26.21824085,299.3682409,,15.9323912,0.70536194,25.0624946,0.92663467
future_mid,2053,7,2715,33315,CGCM3.1 (T47),High (A2),26.9784732,32.4246215,29.70154735,302.8515474,,16.1668189,1.30979086,25.2439083,1.29952229
future_mid,2053,8,2745,33345,CGCM3.1 (T47),High (A2),25.6527906,31.7167802,28.6847854,301.8347854,,16.0577733,1.28405956,25.3202351,1.37703753
future_mid,2053,9,2775,33375,CGCM3.1 (T47),High (A2),20.7145471,28.0411766,24.37786185,297.5278619,,16.103238,1.24885092,25.3758545,1.35697946
future_mid,2053,10,2805,33405,CGCM3.1 (T47),High (A2),15.7526532,22.6994539,19.22605355,292.3760536,,16.2385378,1.24239916,25.4887321,1.36967413
future_mid,2053,11,2835,33435,CGCM3.1 (T47),High (A2),7.03497337,15.2673974,11.15118539,284.3011854,,16.163902,1.26590161,25.4544986,1.36589355
future_mid,2053,12,2865,33465,CGCM3.1 (T47),High (A2),6.13468339,13.6911264,9.912904895,283.0629049,,16.2279536,1.31545437,25.6343315,1.29525908
future_mid,2054,1,2895,33495,CGCM3.1 (T47),High (A2),4.37894018,11.9581996,8.16856989,281.3185699,,16.2947311,1.37715515,25.7892741,1.2717417
future_mid,2054,2,2925,33525,CGCM3.1 (T47),High (A2),4.48035919,13.2555827,8.867970945,282.0179709,,16.3066321,1.47174595,25.8808575,1.32744196
future_mid,2054,3,2955,33555,CGCM3.1 (T47),High (A2),7.46628448,15.9999007,11.73309259,284.8830926,,16.4676077,1.51168324,26.1402078,1.19499013
future_mid,2054,4,2985,33585,CGCM3.1 (T47),High (A2),11.963216,21.6034002,16.7833081,289.9333081,,16.5000613,1.65329257,26.1109292,1.3062928
future_mid,2054,5,3015,33615,CGCM3.1 (T47),High (A2),16.252693,25.797219,21.024956,294.174956,,20.7641849,1.11201582,28.8128794,0.83918875
future_mid,2054,6,3045,33645,CGCM3.1 (T47),High (A2),22.9528049,31.2681584,27.11048165,300.2604817,,20.9011535,1.07787081,28.781292,0.77061607
future_mid,2054,7,3075,33675,CGCM3.1 (T47),High (A2),24.8121678,32.1353172,28.4737425,301.6237425,,21.1003625,1.14599606,28.9263376,0.82299408
future_mid,2054,8,3105,33705,CGCM3.1 (T47),High (A2),26.5638936,32.6032774,29.5835855,302.7335855,,21.3061894,1.23710393,29.1865399,1.09635832
future_mid,2054,9,3135,33735,CGCM3.1 (T47),High (A2),20.9024694,27.7884243,24.34544685,297.4954469,,21.3650396,1.18110638,29.2471334,1.05126667
future_mid,2054,10,3165,33765,CGCM3.1 (T47),High (A2),16.8712045,23.4361053,20.1536549,293.3036549,,21.2928006,1.14582471,29.2522347,0.99746263
future_mid,2054,11,3195,33795,CGCM3.1 (T47),High (A2),9.04144576,17.0953318,13.06838878,286.2183888,,21.5131561,1.03524399,29.4163567,0.90447587
future_mid,2054,12,3225,33825,CGCM3.1 (T47),High (A2),0.83464784,10.4525254,5.64358662,278.7935866,,21.686753,0.95800899,29.5133612,0.89306498
future_mid,2055,1,3255,33855,CGCM3.1 (T47),High (A2),1.76167876,8.44377255,5.102725655,278.2527257,,21.6502771,0.96558714,29.4654742,0.94756633
future_mid,2055,2,3285,33885,CGCM3.1 (T47),High (A2),2.61157688,9.88266184,6.24711936,279.3971194,,21.527089,1.06615484,29.2918805,1.11273561
future_mid,2055,3,3315,33915,CGCM3.1 (T47),High (A2),3.97494956,12.8697552,8.42235238,281.5723524,,21.7873381,0.82555844,29.5324928,1.05371539
future_mid,2055,4,3345,33945,CGCM3.1 (T47),High (A2),8.93150951,19.1607376,14.04612356,287.1961236,,21.6519918,0.90228219,29.4600481,1.04496056
future_mid,2055,5,3375,33975,CGCM3.1 (T47),High (A2),15.5233858,23.6561693,19.58977755,292.7397776,,21.7097987,0.92730645,29.5569136,1.0050476
future_mid,2055,6,3405,34005,CGCM3.1 (T47),High (A2),21.8946917,29.7924752,25.84358345,298.9935835,,21.634671,0.89007484,29.4829073,1.00385533
future_mid,2055,7,3435,34035,CGCM3.1 (T47),High (A2),24.40864,31.461082,27.934861,301.084861,,21.6274547,0.87856676,29.3646934,0.83495754
future_mid,2055,8,3465,34065,CGCM3.1 (T47),High (A2),23.8829519,32.8130871,28.3480195,301.4980195,,21.600731,0.92136603,29.3219152,0.86732308
future_mid,2055,9,3495,34095,CGCM3.1 (T47),High (A2),20.3793626,26.6645715,23.52196705,296.6719671,,21.7152111,0.8986606,29.3239895,0.91990874
future_mid,2055,10,3525,34125,CGCM3.1 (T47),High (A2),13.0090248,21.8775731,17.44329895,290.593299,,21.6649346,0.94708055,29.2710936,0.96868116
future_mid,2055,11,3555,34155,CGCM3.1 (T47),High (A2),7.2534853,16.7695925,12.0115389,285.1615389,,21.5954054,1.00066726,29.1809255,1.00938153
future_mid,2055,12,3585,34185,CGCM3.1 (T47),High (A2),0.99372103,9.31964747,5.15668425,278.3066843,,21.6469327,1.08595557,29.3321085,1.0151987
future_mid,2056,1,3615,34215,CGCM3.1 (T47),High (A2),3.27610402,10.2819379,6.77902096,279.929021,,25.1867777,0.60049092,32.0477819,1.13166921
future_mid,2056,2,3645,34245,CGCM3.1 (T47),High (A2),3.09043282,10.9920415,7.04123716,280.1912372,,25.3292566,0.66527649,31.9914741,1.04375444
future_mid,2056,3,3675,34275,CGCM3.1 (T47),High (A2),5.01305303,14.2739327,9.643492865,282.7934929,,25.5354087,0.8481478,32.0456175,0.97838822
future_mid,2056,4,3705,34305,CGCM3.1 (T47),High (A2),10.1173055,19.7624697,14.9398876,288.0898876,,25.4550486,0.8291894,32.0555842,0.91568667
future_mid,2056,5,3735,34335,CGCM3.1 (T47),High (A2),15.626956,24.239848,19.933402,293.083402,,25.3504078,0.84891528,31.9961339,0.88355005
future_mid,2056,6,3765,34365,CGCM3.1 (T47),High (A2),20.5704106,29.3032472,24.9368289,298.0868289,,25.2931441,0.82744293,32.0514019,0.85801787
future_mid,2056,7,3795,34395,CGCM3.1 (T47),High (A2),24.7205078,32.6040818,28.6622948,301.8122948,,25.2558215,0.81975127,31.9042163,0.85350901
future_mid,2056,8,3825,34425,CGCM3.1 (T47),High (A2),25.4138801,31.5244254,28.46915275,301.6191528,,25.5209368,0.91827327,32.211361,1.02465368
future_mid,2056,9,3855,34455,CGCM3.1 (T47),High (A2),21.8015843,28.1218154,24.96169985,298.1116999,,25.6618899,0.97202173,32.1953938,1.02728558
future_mid,2056,10,3885,34485,CGCM3.1 (T47),High (A2),15.8184997,23.438193,19.62834635,292.7783464,,25.6959714,0.95781805,32.45819,1.10843669
future_mid,2056,11,3915,34515,CGCM3.1 (T47),High (A2),8.45449887,15.4972342,11.97586654,285.1258665,,25.7432744,0.93294644,32.6075382,1.07020707
future_mid,2056,12,3945,34545,CGCM3.1 (T47),High (A2),0.57157988,10.2959597,5.43376979,278.5837698,,25.7992938,0.96683021,32.4832107,0.98703602
future_mid,2057,1,3975,34575,CGCM3.1 (T47),High (A2),-0.1121333,7.67624551,3.782056105,276.9320561,,25.7028833,0.97743567,32.5063631,0.96844277
future_mid,2057,2,4005,34605,CGCM3.1 (T47),High (A2),3.7988074,11.7312548,7.7650311,280.9150311,,25.5781638,0.88118381,32.5757486,0.98912162
future_mid,2057,3,4035,34635,CGCM3.1 (T47),High (A2),6.22353865,15.5393267,10.88143268,284.0314327,,25.7014479,0.85785564,32.7661224,1.09204533
future_mid,2057,4,4065,34665,CGCM3.1 (T47),High (A2),10.9082965,19.4114942,15.15989535,288.3098954,,25.8307287,0.78320392,32.8966265,1.05683944
future_mid,2057,5,4095,34695,CGCM3.1 (T47),High (A2),16.1995232,25.0566075,20.62806535,293.7780654,,25.9540866,0.7203411,32.9291314,1.11563294
future_mid,2057,6,4125,34725,CGCM3.1 (T47),High (A2),22.1174227,29.7471568,25.93228975,299.0822898,,26.0454087,0.71220685,33.1462578,0.96826325
future_mid,2057,7,4155,34755,CGCM3.1 (T47),High (A2),25.2235098,31.1921202,28.207815,301.357815,,25.8890246,0.60292839,32.9924686,0.93436912
future_mid,2057,8,4185,34785,CGCM3.1 (T47),High (A2),25.2035032,32.0680344,28.6357688,301.7857688,,25.7548127,0.53377826,33.1642436,0.89431489
future_mid,2057,9,4215,34815,CGCM3.1 (T47),High (A2),21.3180211,26.2103668,23.76419395,296.914194,,24.9365093,0.40886839,32.2631008,1.44525251
future_mid,2057,10,4245,34845,CGCM3.1 (T47),High (A2),18.4666232,25.5837614,22.0251923,295.1751923,,24.9724749,0.38518279,32.2695999,1.31944105
future_mid,2057,11,4275,34875,CGCM3.1 (T47),High (A2),6.68399163,14.9983376,10.84116462,283.9911646,,25.0575143,0.43014457,32.2004974,1.2371024
future_mid,2057,12,4305,34905,CGCM3.1 (T47),High (A2),2.8432694,11.9481104,7.3956899,280.5456899,,25.2248898,0.64344949,32.2452507,1.16496579
future_mid,2058,1,4335,34935,CGCM3.1 (T47),High (A2),3.75109256,10.6912271,7.22115983,280.3711598,,25.090696,0.74034042,32.3020344,1.11292192
future_mid,2058,2,4365,34965,CGCM3.1 (T47),High (A2),1.7853059,9.41045483,5.597880365,278.7478804,,25.1200764,0.70907603,32.2313426,1.08152956
future_mid,2058,3,4395,34995,CGCM3.1 (T47),High (A2),6.74435115,15.1968369,10.97059403,284.120594,,25.1106879,0.7070376,32.110373,1.00995237
future_mid,2058,4,4425,35025,CGCM3.1 (T47),High (A2),11.1547053,20.477602,15.81615365,288.9661537,,25.1717713,0.7303962,32.3335441,0.98028976
future_mid,2058,5,4455,35055,CGCM3.1 (T47),High (A2),15.1798031,24.0654048,19.62260395,292.772604,,25.2581801,0.73829674,32.5681086,0.68314887
future_mid,2058,6,4485,35085,CGCM3.1 (T47),High (A2),22.151639,29.9022702,26.0269546,299.1769546,,25.3809191,0.7670734,32.4279043,0.59451688
future_mid,2058,7,4515,35115,CGCM3.1 (T47),High (A2),27.140097,34.222782,30.6814395,303.8314395,,25.376469,0.77429002,32.4278264,0.59455531
future_mid,2058,8,4545,35145,CGCM3.1 (T47),High (A2),25.7270436,33.3291581,29.52810085,302.6781009,,25.4947021,0.86912703,32.4611573,0.65575989
future_mid,2058,9,4575,35175,CGCM3.1 (T47),High (A2),20.7965273,27.2165644,24.00654585,297.1565459,,25.4770485,0.87790158,32.3845915,0.72125249
future_mid,2058,10,4605,35205,CGCM3.1 (T47),High (A2),14.9714828,22.6818635,18.82667315,291.9766732,,25.3125087,1.0024479,32.3038479,0.84293955
future_mid,2058,11,4635,35235,CGCM3.1 (T47),High (A2),11.8747311,20.0581289,15.96643,289.11643,,25.1181567,0.94092578,32.1962879,0.87575867
