period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD
historical,1975,3,5115,5115,CGCM3.1 (T47),High (A2),2.31365722,11.17090267,6.742279944,279.8922799,,19.2748227,0.88848047,27.4641943,0.93167654
historical,1975,4,5145,5145,CGCM3.1 (T47),High (A2),10.0940291,19.078809,14.58641905,287.7364191,,19.4131181,0.88648608,27.3894246,0.93443456
historical,1975,5,5175,5175,CGCM3.1 (T47),High (A2),13.7585529,24.5291351,19.143844,292.293844,,19.3877532,0.90923944,27.4100246,0.93700486
historical,1975,6,5205,5205,CGCM3.1 (T47),High (A2),18.0382494,26.4259297,22.23208955,295.3820896,,19.2664643,1.01929979,27.4173473,0.93071823
historical,1975,7,5235,5235,CGCM3.1 (T47),High (A2),23.9817257,30.7098832,27.34580445,300.4958045,,19.2750855,1.00760332,27.5174232,0.73014433
historical,1975,8,5265,5265,CGCM3.1 (T47),High (A2),22.8029877,29.6704576,26.23672265,299.3867227,,19.2969328,1.05935729,27.5571366,0.75701314
historical,1975,9,5295,5295,CGCM3.1 (T47),High (A2),16.7560131,24.7655026,20.76075785,293.9107579,,19.342531,1.11316064,27.6237248,0.77124585
historical,1975,10,5325,5325,CGCM3.1 (T47),High (A2),10.6839699,21.7518229,16.2178964,289.3678964,,19.443001,1.1455647,27.6133352,0.82382291
historical,1975,11,5355,5355,CGCM3.1 (T47),High (A2),5.3807707,13.5631515,9.4719611,282.6219611,,19.2278295,1.04829202,27.5812015,0.88439859
historical,1975,12,5385,5385,CGCM3.1 (T47),High (A2),-2.259165,6.75113102,2.24598301,275.395983,,19.0527653,1.03017513,27.3687783,0.74803382
historical,1976,1,5415,5415,CGCM3.1 (T47),High (A2),-5.0227214,3.628240528,-0.697240436,272.4527596,,22.3781125,0.66783671,29.4738288,1.28914653
historical,1976,2,5445,5445,CGCM3.1 (T47),High (A2),0.29547833,8.89759706,4.596537695,277.7465377,,22.640346,0.92359961,29.5948296,1.21959176
historical,1976,3,5475,5475,CGCM3.1 (T47),High (A2),3.48947203,12.50030136,7.994886697,281.1448867,,22.7391816,0.8996231,29.6475931,1.13894233
historical,1976,4,5505,5505,CGCM3.1 (T47),High (A2),10.2552562,17.499634,13.8774451,287.0274451,,22.7844702,0.85241777,29.602246,1.07403359
historical,1976,5,5535,5535,CGCM3.1 (T47),High (A2),14.2173873,23.5764053,18.8968963,292.0468963,,22.7096143,0.83780368,29.5796424,1.01512824
historical,1976,6,5565,5565,CGCM3.1 (T47),High (A2),18.5717106,27.8067543,23.18923245,296.3392325,,22.8240549,0.88078749,29.7143219,1.06158416
historical,1976,7,5595,5595,CGCM3.1 (T47),High (A2),22.4529301,30.2734948,26.36321245,299.5132125,,22.980409,0.87929486,30.0076338,1.23244893
historical,1976,8,5625,5625,CGCM3.1 (T47),High (A2),21.5741681,29.7116846,25.64292635,298.7929264,,23.1847733,1.01102248,29.9152814,1.15635185
historical,1976,9,5655,5655,CGCM3.1 (T47),High (A2),16.2785185,26.9984499,21.6384842,294.7884842,,23.2254218,0.97835196,29.9045321,1.15856014
historical,1976,10,5685,5685,CGCM3.1 (T47),High (A2),13.0564671,22.8376585,17.9470628,291.0970628,,23.2566852,0.99814282,29.9314558,1.17490244
historical,1976,11,5715,5715,CGCM3.1 (T47),High (A2),3.7547156,16.3051744,10.029945,283.179945,,23.3216475,0.90868786,30.1520352,0.95085683
historical,1976,12,5745,5745,CGCM3.1 (T47),High (A2),-0.1445011,9.5198914,4.68769515,277.8376952,,23.533107,0.86308844,30.1823759,0.90073477
historical,1977,1,5775,5775,CGCM3.1 (T47),High (A2),-3.2762945,3.788210128,0.255957814,273.4059578,,23.4290563,0.8415506,30.3006918,1.00067396
historical,1977,2,5805,5805,CGCM3.1 (T47),High (A2),0.05285905,8.10346937,4.07816421,277.2281642,,23.3019187,0.94098814,30.3145218,0.99740604
historical,1977,3,5835,5835,CGCM3.1 (T47),High (A2),0.5439938,9.050032018,4.797012909,277.9470129,,23.4073828,0.98580549,30.4273656,0.93166576
historical,1977,4,5865,5865,CGCM3.1 (T47),High (A2),7.73296841,18.8119671,13.27246776,286.4224678,,23.5143447,0.88030239,30.592284,0.88645326
historical,1977,5,5895,5895,CGCM3.1 (T47),High (A2),14.1126515,23.5439871,18.8283193,291.9783193,,23.4692774,0.86732304,30.5696796,0.87641603
historical,1977,6,5925,5925,CGCM3.1 (T47),High (A2),18.807742,27.3925621,23.10015205,296.2501521,,23.5328309,0.91463862,30.426034,0.71921704
historical,1977,7,5955,5955,CGCM3.1 (T47),High (A2),24.4167372,28.9437226,26.6802299,299.8302299,,23.46103,0.83627638,30.4307039,0.71882792
historical,1977,8,5985,5985,CGCM3.1 (T47),High (A2),23.1954146,29.9931727,26.59429365,299.7442937,,23.5649562,0.80286666,30.5495238,0.68111228
historical,1977,9,6015,6015,CGCM3.1 (T47),High (A2),17.5720197,25.3306754,21.45134755,294.6013476,,23.4732904,0.80806932,30.5579856,0.68387629
historical,1977,10,6045,6045,CGCM3.1 (T47),High (A2),14.4438627,21.9904927,18.2171777,291.3671777,,23.5912095,0.73568076,30.4753077,0.77111939
historical,1977,11,6075,6075,CGCM3.1 (T47),High (A2),6.76558338,14.9850368,10.87531009,284.0253101,,23.4833941,0.68795486,30.5686599,0.61313702
historical,1977,12,6105,6105,CGCM3.1 (T47),High (A2),0.9511887,9.20499855,5.078093625,278.2280936,,23.4402259,0.73014886,30.4251291,0.51946168
historical,1978,1,6135,6135,CGCM3.1 (T47),High (A2),0.76659225,8.085205808,4.425899029,277.575899,,23.4935512,0.63186282,30.5559947,0.62008309
historical,1978,2,6165,6165,CGCM3.1 (T47),High (A2),2.92923,10.705246,6.817238,279.967238,,23.4122179,0.60229605,30.5635192,0.6530954
historical,1978,3,6195,6195,CGCM3.1 (T47),High (A2),4.15693319,12.17300253,8.164967861,281.3149679,,23.4344096,0.63448032,30.4938754,0.65213877
historical,1978,4,6225,6225,CGCM3.1 (T47),High (A2),7.91561924,16.3015289,12.10857407,285.2585741,,23.4296207,0.67811408,30.4540513,0.68536649
historical,1978,5,6255,6255,CGCM3.1 (T47),High (A2),14.3260044,23.8185761,19.07229025,292.2222903,,23.2833336,0.58029815,30.447269,0.73999039
historical,1978,6,6285,6285,CGCM3.1 (T47),High (A2),19.1987426,26.6445618,22.9216522,296.0716522,,23.1687852,0.5421032,30.4552159,0.81029157
historical,1978,7,6315,6315,CGCM3.1 (T47),High (A2),23.0691888,31.6223094,27.3457491,300.4957491,,22.2666868,0.69491035,29.5109233,0.29807103
historical,1978,8,6345,6345,CGCM3.1 (T47),High (A2),22.8858827,30.1727609,26.5293218,299.6793218,,22.3632,0.68382792,29.6429932,0.44287225
historical,1978,9,6375,6375,CGCM3.1 (T47),High (A2),20.8758999,26.40388,23.63988995,296.78989,,22.5331507,0.79491111,29.8352444,0.68102915
historical,1978,10,6405,6405,CGCM3.1 (T47),High (A2),10.9532451,20.6339554,15.79360025,288.9436003,,22.3421288,0.93877727,29.7335116,0.70637936
historical,1978,11,6435,6435,CGCM3.1 (T47),High (A2),9.69847674,16.4543376,13.07640717,286.2264072,,22.4148536,0.91447759,29.8482648,0.75842831
historical,1978,12,6465,6465,CGCM3.1 (T47),High (A2),1.0048603,9.13225495,5.068557625,278.2185576,,22.5111448,0.92446431,29.8866308,0.73067342
historical,1979,1,6495,6495,CGCM3.1 (T47),High (A2),-2.1111009,5.466936002,1.677917551,274.8279176,,22.7476993,1.0745573,30.3189342,1.37592212
historical,1979,2,6525,6525,CGCM3.1 (T47),High (A2),-1.5102439,6.32651651,2.408136305,275.5581363,,22.8986001,1.13127463,30.2009076,1.4760164
historical,1979,3,6555,6555,CGCM3.1 (T47),High (A2),3.00415449,13.01744439,8.010799441,281.1607994,,23.0092429,1.09272522,30.1271109,1.51483402
historical,1979,4,6585,6585,CGCM3.1 (T47),High (A2),6.83357555,15.3702423,11.10190893,284.2519089,,23.0598394,1.06644153,30.1304142,1.51369065
historical,1979,5,6615,6615,CGCM3.1 (T47),High (A2),13.9684728,24.1974629,19.08296785,292.2329679,,22.8798516,1.13928114,30.160635,1.50045474
historical,1979,6,6645,6645,CGCM3.1 (T47),High (A2),17.9733912,25.4039088,21.68865,294.83865,,23.0311135,1.04926419,30.2297098,1.47069184
historical,1979,7,6675,6675,CGCM3.1 (T47),High (A2),22.0325176,30.1690677,26.10079265,299.2507927,,23.0259865,1.04987926,30.2058324,1.46914952
historical,1979,8,6705,6705,CGCM3.1 (T47),High (A2),23.1375459,29.6670401,26.402293,299.552293,,22.9727811,1.02558344,30.0681994,1.43926964
historical,1979,9,6735,6735,CGCM3.1 (T47),High (A2),21.1130997,26.4951546,23.80412715,296.9541272,,23.1353575,0.75526113,30.0935823,1.41931194
historical,1979,10,6765,6765,CGCM3.1 (T47),High (A2),15.1699261,22.2565624,18.71324425,291.8632443,,23.0907559,0.77380615,30.2241368,1.55823946
historical,1979,11,6795,6795,CGCM3.1 (T47),High (A2),5.60683478,15.6031126,10.60497369,283.7549737,,23.0066746,0.77822855,30.2923955,1.57679829
historical,1979,12,6825,6825,CGCM3.1 (T47),High (A2),-0.6582609,9.58175078,4.46174494,277.6117449,,22.8653969,0.59906089,29.9689134,1.03105406
historical,1980,1,6855,6855,CGCM3.1 (T47),High (A2),2.21449651,9.692366221,5.953431366,279.1034314,,22.9718935,0.86975804,30.1846663,0.93983813
historical,1980,2,6885,6885,CGCM3.1 (T47),High (A2),2.8976307,9.14802044,6.02282557,279.1728256,,22.9893063,0.87689509,30.4255291,0.95734503
historical,1980,3,6915,6915,CGCM3.1 (T47),High (A2),6.51901868,13.4585933,9.98880599,283.138806,,23.002545,0.8748979,30.3783943,1.00957732
historical,1980,4,6945,6945,CGCM3.1 (T47),High (A2),9.98865051,19.1465524,14.56760146,287.7176015,,23.1955685,0.75413693,30.5434193,1.03767033
historical,1980,5,6975,6975,CGCM3.1 (T47),High (A2),15.6647012,24.3816255,20.02316335,293.1731634,,23.2796235,0.80399733,30.5720211,1.0252486
historical,1980,6,7005,7005,CGCM3.1 (T47),High (A2),19.0566122,27.1202887,23.08845045,296.2384505,,23.2837837,0.80187182,30.560162,1.03106663
historical,1980,7,7035,7035,CGCM3.1 (T47),High (A2),24.3068841,30.4807499,27.393817,300.543817,,23.3710332,0.8358621,30.5622741,1.02907602
historical,1980,8,7065,7065,CGCM3.1 (T47),High (A2),22.6022941,29.1988613,25.9005777,299.0505777,,23.4479071,0.83908671,30.6986154,0.97440526
historical,1980,9,7095,7095,CGCM3.1 (T47),High (A2),18.0469919,25.4927912,21.76989155,294.9198916,,23.5444791,0.82894853,30.518779,0.83923238
historical,1980,10,7125,7125,CGCM3.1 (T47),High (A2),12.1278672,20.8420198,16.4849435,289.6349435,,23.6688936,0.79127018,30.4559843,0.87428171
historical,1980,11,7155,7155,CGCM3.1 (T47),High (A2),3.85286464,12.5444491,8.19865687,281.3486569,,23.7711714,0.79550383,30.4709305,0.94322759
historical,1980,12,7185,7185,CGCM3.1 (T47),High (A2),-0.8199202,8.0249348,3.6025073,276.7525073,,23.5327963,0.53111311,30.4019723,1.01374058
historical,1981,1,7215,7215,CGCM3.1 (T47),High (A2),-2.1861434,6.713189798,2.263523199,275.4135232,,17.7490386,0.93397249,26.9930146,1.19812904
historical,1981,2,7245,7245,CGCM3.1 (T47),High (A2),-1.3352166,7.3108758,2.9878296,276.1378296,,17.920499,0.96576969,26.6989252,1.34226713
historical,1981,3,7275,7275,CGCM3.1 (T47),High (A2),5.5149259,14.55134745,10.03313667,283.1831367,,17.9205442,0.894129,26.5663321,1.29805451
historical,1981,4,7305,7305,CGCM3.1 (T47),High (A2),8.13362585,19.7812215,13.95742368,287.1074237,,18.0679455,0.94608551,26.4791943,1.24204032
historical,1981,5,7335,7335,CGCM3.1 (T47),High (A2),14.0890931,22.9591371,18.5241151,291.6741151,,18.0632058,0.89210389,26.220031,1.42930522
historical,1981,6,7365,7365,CGCM3.1 (T47),High (A2),18.8865487,26.957843,22.92219585,296.0721959,,18.1722079,0.92030454,26.2356815,1.35695114
historical,1981,7,7395,7395,CGCM3.1 (T47),High (A2),23.2124923,31.1903129,27.2014026,300.3514026,,18.2750941,0.9573082,26.3893982,1.58343669
historical,1981,8,7425,7425,CGCM3.1 (T47),High (A2),22.5787593,32.3171432,27.44795125,300.5979513,,18.4985468,0.72301886,26.3376856,1.60511689
historical,1981,9,7455,7455,CGCM3.1 (T47),High (A2),17.6578831,26.9447737,22.3013284,295.4513284,,18.3912775,0.82732532,26.1479207,1.5368911
historical,1981,10,7485,7485,CGCM3.1 (T47),High (A2),10.8587349,22.6493109,16.7540229,289.9040229,,18.1838594,0.92885777,25.7943156,1.33677897
historical,1981,11,7515,7515,CGCM3.1 (T47),High (A2),5.72031215,15.2654567,10.49288443,283.6428844,,18.1031084,1.05602608,25.9391563,1.37613745
historical,1981,12,7545,7545,CGCM3.1 (T47),High (A2),-2.1348996,6.05028305,1.957691725,275.1076917,,18.0988874,1.05824748,25.8218485,1.36716586
historical,1982,1,7575,7575,CGCM3.1 (T47),High (A2),-5.3628975,4.018185718,-0.672355891,272.4776441,,18.2740364,1.33604234,25.9554386,1.34336485
historical,1982,2,7605,7605,CGCM3.1 (T47),High (A2),-0.8006391,6.40407074,2.80171582,275.9517158,,18.56424,1.5766813,26.0333454,1.34796764
historical,1982,3,7635,7635,CGCM3.1 (T47),High (A2),2.11080237,10.55054076,6.330671567,279.4806716,,18.4551341,1.56618853,26.0070453,1.35615743
historical,1982,4,7665,7665,CGCM3.1 (T47),High (A2),8.82787754,19.4920988,14.15998817,287.3099882,,18.4221645,1.58000799,26.2849737,1.18021457
historical,1982,5,7695,7695,CGCM3.1 (T47),High (A2),12.9449316,21.6594628,17.3021972,290.4521972,,18.2561385,1.57885932,26.4485832,1.31375243
historical,1982,6,7725,7725,CGCM3.1 (T47),High (A2),18.5387712,27.706842,23.1228066,296.2728066,,18.134543,1.55905025,26.1468685,0.97431028
historical,1982,7,7755,7755,CGCM3.1 (T47),High (A2),23.4727209,30.8124684,27.14259465,300.2925947,,18.0529564,1.54328385,26.0902968,1.03370207
historical,1982,8,7785,7785,CGCM3.1 (T47),High (A2),22.549163,31.0211364,26.7851497,299.9351497,,18.2473245,1.55550694,26.2403865,1.09160947
historical,1982,9,7815,7815,CGCM3.1 (T47),High (A2),17.4359423,28.191891,22.81391665,295.9639167,,18.3458282,1.48430298,26.4435285,0.99317708
historical,1982,10,7845,7845,CGCM3.1 (T47),High (A2),11.4031306,24.0381458,17.7206382,290.8706382,,18.6179909,1.33421707,26.4795339,1.02206525
historical,1982,11,7875,7875,CGCM3.1 (T47),High (A2),6.06495122,17.3615162,11.71323371,284.8632337,,18.5841848,1.36766193,26.5337701,0.96948094
historical,1982,12,7905,7905,CGCM3.1 (T47),High (A2),3.42050309,11.9710019,7.695752495,280.8457525,,18.5144223,1.25391676,26.5616278,0.96977797
historical,1983,1,7935,7935,CGCM3.1 (T47),High (A2),-5.6326182,2.259896957,-1.686360622,271.4636394,,18.2750778,0.91328901,26.532442,0.9767842
historical,1983,2,7965,7965,CGCM3.1 (T47),High (A2),-6.6431341,0.83848778,-2.90232316,270.2476768,,18.2978864,0.95938306,26.6364071,0.96333405
historical,1983,3,7995,7995,CGCM3.1 (T47),High (A2),-1.4528658,7.064937546,2.806035873,275.9560359,,18.3689979,0.98923119,26.6021442,1.01528671
historical,1983,4,8025,8025,CGCM3.1 (T47),High (A2),8.28965776,17.9712646,13.13046118,286.2804612,,18.4856299,0.98917064,26.4034258,0.87857432
historical,1983,5,8055,8055,CGCM3.1 (T47),High (A2),12.5696838,22.6918284,17.6307561,290.7807561,,18.5894446,1.02026717,26.4884335,0.91274102
historical,1983,6,8085,8085,CGCM3.1 (T47),High (A2),20.9492018,27.8382709,24.39373635,297.5437364,,18.7014301,1.06948201,26.7616381,0.61051861
historical,1983,7,8115,8115,CGCM3.1 (T47),High (A2),24.4536304,30.5015275,27.47757895,300.627579,,13.3967894,1.75998643,22.4611202,1.55312303
historical,1983,8,8145,8145,CGCM3.1 (T47),High (A2),22.9529493,30.3513608,26.65215505,299.8021551,,13.1732939,1.71200033,22.019908,1.83652843
historical,1983,9,8175,8175,CGCM3.1 (T47),High (A2),17.7589271,25.8083722,21.78364965,294.9336497,,13.0676249,1.61293714,21.8635302,1.75688219
historical,1983,10,8205,8205,CGCM3.1 (T47),High (A2),10.4487605,19.7183421,15.0835513,288.2335513,,12.7542408,1.77771114,21.7613431,1.67176121
historical,1983,11,8235,8235,CGCM3.1 (T47),High (A2),6.78371621,14.9974983,10.89060726,284.0406073,,12.9578711,1.79548616,21.6121456,1.64525154
historical,1983,12,8265,8265,CGCM3.1 (T47),High (A2),2.33141564,9.95546501,6.143440325,279.2934403,,12.7144707,1.8849602,21.3842577,1.73419412
historical,1984,1,8295,8295,CGCM3.1 (T47),High (A2),-2.6832991,5.924718777,1.620709838,274.7707098,,12.5677838,1.83873404,21.098559,1.65026212
historical,1984,2,8325,8325,CGCM3.1 (T47),High (A2),-0.7770916,6.30082716,2.76186778,275.9118678,,12.5341878,1.80788827,20.898805,1.65782172
historical,1984,3,8355,8355,CGCM3.1 (T47),High (A2),5.54745715,13.38871349,9.468085321,282.6180853,,12.2075639,1.67283356,20.6719974,1.32903147
historical,1984,4,8385,8385,CGCM3.1 (T47),High (A2),9.99661977,19.4510287,14.72382424,287.8738242,,11.8389309,1.49674438,20.5238322,1.06045382
historical,1984,5,8415,8415,CGCM3.1 (T47),High (A2),15.3633617,26.1951004,20.77923105,293.9292311,,12.0833336,1.45135261,20.8155078,1.21915032
historical,1984,6,8445,8445,CGCM3.1 (T47),High (A2),20.2782143,28.8557408,24.56697755,297.7169776,,12.2861089,1.61762621,20.7737555,1.16421149
historical,1984,7,8475,8475,CGCM3.1 (T47),High (A2),23.9706241,30.3995874,27.18510575,300.3351058,,12.2061929,1.66335491,20.888421,1.07077818
historical,1984,8,8505,8505,CGCM3.1 (T47),High (A2),25.2014218,30.8846798,28.0430508,301.1930508,,12.4645551,1.88950063,21.0236644,1.14551222
historical,1984,9,8535,8535,CGCM3.1 (T47),High (A2),17.9175314,24.8492057,21.38336855,294.5333686,,12.6355278,1.74863176,21.0144075,1.14663262
historical,1984,10,8565,8565,CGCM3.1 (T47),High (A2),13.3169796,22.2252341,17.77110685,290.9211069,,12.2780905,1.66387052,21.2307659,1.21451923
historical,1984,11,8595,8595,CGCM3.1 (T47),High (A2),6.76025706,14.4627652,10.61151113,283.7615111,,12.3801509,1.56029242,21.6791992,1.26105763
historical,1984,12,8625,8625,CGCM3.1 (T47),High (A2),0.38702494,9.34115415,4.864089545,278.0140895,,12.2056979,1.66554696,21.6425021,1.31559776
historical,1985,1,8655,8655,CGCM3.1 (T47),High (A2),-0.2889349,6.94744042,3.32925276,276.4792528,,12.1537804,1.61602539,21.8590571,1.17872601
historical,1985,2,8685,8685,CGCM3.1 (T47),High (A2),1.19824802,9.52644062,5.36234432,278.5123443,,12.2089143,1.59146503,21.801504,1.21265138
historical,1985,3,8715,8715,CGCM3.1 (T47),High (A2),6.95900979,16.47695401,11.7179819,284.8679819,,12.3981273,1.51386646,21.7622097,1.22139371
historical,1985,4,8745,8745,CGCM3.1 (T47),High (A2),8.89675565,16.9602055,12.92848058,286.0784806,,12.270253,1.51210296,21.7109958,1.1829973
historical,1985,5,8775,8775,CGCM3.1 (T47),High (A2),13.6776017,23.4009852,18.53929345,291.6892935,,12.2411319,1.46851222,21.6940394,1.17992328
historical,1985,6,8805,8805,CGCM3.1 (T47),High (A2),19.567683,28.3879475,23.97781525,297.1278153,,12.3405911,1.40838162,21.6623608,1.2153757
historical,1985,7,8835,8835,CGCM3.1 (T47),High (A2),23.8450673,30.9416383,27.3933528,300.5433528,,12.1104195,1.06470453,21.5961094,1.19950536
historical,1985,8,8865,8865,CGCM3.1 (T47),High (A2),23.4017829,31.6925226,27.54715275,300.6971528,,12.1086747,1.12228054,21.6715184,1.23659995
historical,1985,9,8895,8895,CGCM3.1 (T47),High (A2),19.3077433,27.3635553,23.3356493,296.4856493,,12.2475569,1.09542677,21.5628747,1.25997547
historical,1985,10,8925,8925,CGCM3.1 (T47),High (A2),11.835113,20.8729994,16.3540562,289.5040562,,12.3531102,1.12106395,21.2534659,0.91084481
historical,1985,11,8955,8955,CGCM3.1 (T47),High (A2),6.00405767,13.7180071,9.861032385,283.0110324,,12.6251602,0.88061198,21.4727693,0.72044025
historical,1985,12,8985,8985,CGCM3.1 (T47),High (A2),1.31695375,8.53900662,4.927980185,278.0779802,,12.5098569,0.90492889,21.3473585,0.70051902
historical,1986,1,9015,9015,CGCM3.1 (T47),High (A2),-5.8103657,2.409512408,-1.700426646,271.4495734,,5.08387836,1.54557583,14.5341015,1.14301323
historical,1986,2,9045,9045,CGCM3.1 (T47),High (A2),-3.4046455,4.09144255,0.343398525,273.4933985,,5.27121527,1.49543852,14.7025358,1.13460276
historical,1986,3,9075,9075,CGCM3.1 (T47),High (A2),4.30481021,11.93404154,8.119425873,281.2694259,,5.78617326,2.00955558,14.8714588,1.15399308
historical,1986,4,9105,9105,CGCM3.1 (T47),High (A2),8.22464836,17.9735906,13.09911948,286.2491195,,5.89756599,1.90924055,14.8333781,1.08549013
historical,1986,5,9135,9135,CGCM3.1 (T47),High (A2),16.5645741,25.22804,20.89630705,294.0463071,,5.86687428,1.8026639,14.7759873,1.03937716
historical,1986,6,9165,9165,CGCM3.1 (T47),High (A2),20.1944318,27.9914172,24.0929245,297.2429245,,5.63248127,1.87855751,14.6111463,1.12746284
historical,1986,7,9195,9195,CGCM3.1 (T47),High (A2),22.9734012,30.8029624,26.8881818,300.0381818,,5.93677066,1.54606782,14.6872797,1.03334333
historical,1986,8,9225,9225,CGCM3.1 (T47),High (A2),22.9486133,29.151975,26.05029415,299.2002942,,6.11252603,1.63791162,14.7735185,1.0306709
historical,1986,9,9255,9255,CGCM3.1 (T47),High (A2),17.8395533,27.0000646,22.41980895,295.569809,,6.27791405,1.50489783,14.8205366,1.05716408
historical,1986,10,9285,9285,CGCM3.1 (T47),High (A2),12.765313,21.3195861,17.04244955,290.1924496,,6.2697516,1.5099498,14.8135312,1.06598625
historical,1986,11,9315,9315,CGCM3.1 (T47),High (A2),6.36481252,15.7499997,11.05740611,284.2074061,,6.05330318,1.69090381,14.9280341,1.15715905
historical,1986,12,9345,9345,CGCM3.1 (T47),High (A2),3.15984619,12.3406829,7.750264545,280.9002645,,6.07417565,1.69885623,14.8173723,1.07865285
historical,1987,1,9375,9375,CGCM3.1 (T47),High (A2),-3.4645776,4.817910106,0.676666253,273.8266663,,6.37447019,2.02241584,14.8847538,1.1602685
historical,1987,2,9405,9405,CGCM3.1 (T47),High (A2),-0.188981,7.22179547,3.516407235,276.6664072,,6.03046615,1.76324906,14.8437713,1.12217844
historical,1987,3,9435,9435,CGCM3.1 (T47),High (A2),2.50005865,12.25906389,7.379561272,280.5295613,,5.76357132,1.85671562,14.6633819,1.31994446
historical,1987,4,9465,9465,CGCM3.1 (T47),High (A2),8.88090947,17.4720013,13.17645539,286.3264554,,5.77535889,1.85591944,14.7548353,1.32400461
historical,1987,5,9495,9495,CGCM3.1 (T47),High (A2),15.1093437,23.804317,19.45683035,292.6068304,,6.02775889,1.66262616,15.1547243,1.39118745
historical,1987,6,9525,9525,CGCM3.1 (T47),High (A2),20.0929599,26.9842874,23.53862365,296.6886237,,6.12106891,1.67468833,15.2587036,1.32541398
historical,1987,7,9555,9555,CGCM3.1 (T47),High (A2),23.7500409,29.3640382,26.55703955,299.7070396,,6.03131103,1.60375083,15.1938969,1.34713181
historical,1987,8,9585,9585,CGCM3.1 (T47),High (A2),23.6974271,31.526959,27.61219305,300.7621931,,6.03568547,1.6035903,15.0236823,1.4089003
historical,1987,9,9615,9615,CGCM3.1 (T47),High (A2),19.2723087,27.3945093,23.333409,296.483409,,6.12514381,1.59079851,15.2224867,1.33452734
historical,1987,10,9645,9645,CGCM3.1 (T47),High (A2),11.6498504,22.2743052,16.9620778,290.1120778,,6.45238609,1.41493922,15.1333884,1.28688088
historical,1987,11,9675,9675,CGCM3.1 (T47),High (A2),7.35438067,15.3250932,11.33973694,284.4897369,,6.69738856,1.68260403,15.3794186,1.49719875
historical,1987,12,9705,9705,CGCM3.1 (T47),High (A2),1.71267795,8.90828203,5.31047999,278.46048,,6.40164883,1.35670482,15.2621641,1.45449403
historical,1988,1,9735,9735,CGCM3.1 (T47),High (A2),0.39223381,8.381490498,4.386862154,277.5368622,,6.50205108,1.33265609,15.4027499,1.56154174
historical,1988,2,9765,9765,CGCM3.1 (T47),High (A2),3.0480642,11.9983185,7.52319135,280.6731914,,6.76696973,1.05618363,15.68858,1.30797783
historical,1988,3,9795,9795,CGCM3.1 (T47),High (A2),7.45627223,16.05646833,11.75637028,284.9063703,,6.88326501,1.05014888,15.7355937,1.37832906
historical,1988,4,9825,9825,CGCM3.1 (T47),High (A2),8.07950729,18.5769476,13.32822745,286.4782274,,6.98555424,1.07365592,15.5323534,1.32148462
historical,1988,5,9855,9855,CGCM3.1 (T47),High (A2),12.4672465,22.4927482,17.47999735,290.6299974,,7.01438824,1.15633046,15.6087613,1.40814974
historical,1988,6,9885,9885,CGCM3.1 (T47),High (A2),18.5287283,27.6191625,23.0739454,296.2239454,,7.05674344,1.26073426,15.7997606,1.43980017
historical,1988,7,9915,9915,CGCM3.1 (T47),High (A2),23.2307669,29.970597,26.60068195,299.750682,,0.47064704,0.65163144,8.72740723,0.28428617
historical,1988,8,9945,9945,CGCM3.1 (T47),High (A2),24.1200196,30.3077929,27.21390625,300.3639063,,0.41671844,0.61172788,8.76153219,0.27477345
historical,1988,9,9975,9975,CGCM3.1 (T47),High (A2),17.2001521,25.9272729,21.5637125,294.7137125,,0.49406328,0.60713267,8.73495556,0.26526442
historical,1988,10,10005,10005,CGCM3.1 (T47),High (A2),14.1235299,21.8039719,17.9637509,291.1137509,,0.24207973,0.94551318,8.53637209,0.64535889
historical,1988,11,10035,10035,CGCM3.1 (T47),High (A2),9.46061053,17.691369,13.57598977,286.7259898,,0.0441027,1.08931696,8.27849514,1.01745607
historical,1988,12,10065,10065,CGCM3.1 (T47),High (A2),-0.0536356,8.98742858,4.46689649,277.6168965,,-0.0835313,1.11675654,8.16294,1.03854613
historical,1989,1,10095,10095,CGCM3.1 (T47),High (A2),-1.6482863,6.685293647,2.518503674,275.6685037,,0.16041445,1.38672931,8.39592116,1.39332556
historical,1989,2,10125,10125,CGCM3.1 (T47),High (A2),-0.0468193,7.55185862,3.75251966,276.9025197,,-0.0663163,1.50681735,8.12696695,1.55459498
historical,1989,3,10155,10155,CGCM3.1 (T47),High (A2),2.97407802,12.54743032,7.76075417,280.9107542,,-0.0903792,1.51542689,8.1006761,1.53730947
historical,1989,4,10185,10185,CGCM3.1 (T47),High (A2),8.76214841,18.162714,13.46243121,286.6124312,,-0.3916984,1.59240085,7.936758,1.57965832
historical,1989,5,10215,10215,CGCM3.1 (T47),High (A2),12.6800186,22.2416324,17.4608255,290.6108255,,-0.4381542,1.57543289,8.01960218,1.64111675
historical,1989,6,10245,10245,CGCM3.1 (T47),High (A2),17.8645648,26.7251113,22.29483805,295.4448381,,-0.4685914,1.54166375,8.09272672,1.67731351
historical,1989,7,10275,10275,CGCM3.1 (T47),High (A2),22.5943389,30.0434708,26.31890485,299.4689049,,-0.3857084,1.59834963,8.10781517,1.68667786
historical,1989,8,10305,10305,CGCM3.1 (T47),High (A2),22.9316445,30.042311,26.48697775,299.6369778,,-0.5396846,1.5277741,8.20170896,1.74154411
