period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD,degree_days,DD_rollMean,DD_rollSD
historical,1963,12,1065,1065,CGCM3.1 (T47),High (A2),20.4138985,31.3867645,25.9003315,299.0503315,,21.350296,0.84775667,31.5242872,0.74820304,,,
historical,1964,1,1095,1095,CGCM3.1 (T47),High (A2),19.1680698,31.7492027,25.45863625,298.6086363,,21.1286441,1.38364971,31.6238825,0.94991686,,,
historical,1964,2,1125,1125,CGCM3.1 (T47),High (A2),22.1133156,34.409153,28.2612343,301.4112343,,22.0677762,1.075432,32.9177091,0.98575959,,,
historical,1964,3,1155,1155,CGCM3.1 (T47),High (A2),23.0365219,33.4078522,28.22218705,301.3721871,,23.2049482,0.66057093,32.4547933,1.28525029,,,
historical,1964,4,1185,1185,CGCM3.1 (T47),High (A2),23.3220215,31.4536533,27.3878374,300.5378374,,23.5677107,0.39203438,31.4680305,0.88458197,,,
historical,1964,5,1215,1215,CGCM3.1 (T47),High (A2),22.8512402,29.5949078,26.223074,299.373074,,22.9133659,0.28298598,30.1134519,0.63891078,,,
historical,1964,6,1245,1245,CGCM3.1 (T47),High (A2),22.0242939,29.0207233,25.5225086,298.6725086,,22.3132466,0.23520199,29.6600583,0.80730382,,,
historical,1964,7,1275,1275,CGCM3.1 (T47),High (A2),21.8489323,28.3372593,25.0930958,298.2430958,,21.8967603,0.15148776,28.4156513,0.39536562,,,
historical,1964,8,1305,1305,CGCM3.1 (T47),High (A2),21.1606998,27.838707,24.4997034,297.6497034,,21.7846519,0.26843302,28.1262745,0.381273,,,
historical,1964,9,1335,1335,CGCM3.1 (T47),High (A2),21.5586205,28.5937119,25.0761662,298.2261662,,21.7894711,0.32578198,28.7299283,0.36377073,,,
historical,1964,10,1365,1365,CGCM3.1 (T47),High (A2),21.611084,30.7812424,26.1961632,299.3461632,,21.8753109,0.39379367,29.8669423,0.90060165,,,
historical,1964,11,1395,1395,CGCM3.1 (T47),High (A2),22.0368118,30.3862877,26.21154975,299.3615498,,21.717566,0.52704081,31.2941138,1.06973937,,,
historical,1964,12,1425,1425,CGCM3.1 (T47),High (A2),20.0212078,32.1664238,26.0938158,299.2438158,,21.4980547,0.908487,31.4786786,0.71312912,,,
historical,1965,1,1455,1455,CGCM3.1 (T47),High (A2),20.598278,31.1120052,25.8551416,299.0051416,,21.2175955,1.33449964,31.6508232,0.89963316,,,
historical,1965,2,1485,1485,CGCM3.1 (T47),High (A2),22.6005268,33.6099892,28.105258,301.255258,,21.9730133,1.05728329,33.0156118,0.9795929,,,
historical,1965,3,1515,1515,CGCM3.1 (T47),High (A2),22.6534843,33.3347092,27.99409675,301.1440968,,23.2499823,0.63886684,32.622472,1.32268246,,,
historical,1965,4,1545,1545,CGCM3.1 (T47),High (A2),23.7535114,30.9937706,27.373641,300.523641,,23.594318,0.37906951,31.6904665,1.09101795,,,
historical,1965,5,1575,1575,CGCM3.1 (T47),High (A2),22.3709545,29.4296665,25.9003105,299.0503105,,22.9960182,0.37349329,30.2687151,0.77712123,,,
historical,1965,6,1605,1605,CGCM3.1 (T47),High (A2),22.3961391,29.2948112,25.84547515,298.9954752,,22.3399054,0.23723448,29.6318329,0.76634896,,,
historical,1965,7,1635,1635,CGCM3.1 (T47),High (A2),21.6863956,28.2755337,24.98096465,298.1309647,,21.9258886,0.16995087,28.4354132,0.37795643,,,
historical,1965,8,1665,1665,CGCM3.1 (T47),High (A2),21.6330776,27.4006023,24.51683995,297.66684,,21.8227242,0.28025885,28.1961702,0.42198468,,,
historical,1965,9,1695,1695,CGCM3.1 (T47),High (A2),21.2016926,28.4449501,24.82332135,297.9733214,,21.8279245,0.33034514,28.7886354,0.38998866,,,
historical,1965,10,1725,1725,CGCM3.1 (T47),High (A2),21.2210026,28.6070786,24.9140406,298.0640406,,21.914193,0.39110257,29.9489567,0.88782124,,,
historical,1965,11,1755,1755,CGCM3.1 (T47),High (A2),21.8208771,29.5789146,25.69989585,298.8498959,,21.7830841,0.53836301,31.3628107,1.03169076,,,
historical,1965,12,1785,1785,CGCM3.1 (T47),High (A2),20.8972244,30.9539433,25.92558385,299.0755839,,21.620204,0.93959972,31.5757845,0.73915004,,,
historical,1966,1,1815,1815,CGCM3.1 (T47),High (A2),20.3552418,31.611845,25.9835434,299.1335434,,21.2706805,1.27820131,31.6346826,0.85514418,,,
historical,1966,2,1845,1845,CGCM3.1 (T47),High (A2),21.1383343,32.48563,26.81198215,299.9619822,,22.153923,1.16879202,32.8965872,1.0096918,,,
historical,1966,3,1875,1875,CGCM3.1 (T47),High (A2),23.7852077,30.5947571,27.1899824,300.3399824,,23.3401463,0.67584088,32.50354,1.31534517,,,
historical,1966,4,1905,1905,CGCM3.1 (T47),High (A2),23.5364151,32.3771782,27.95679665,301.1067967,,23.5877665,0.36027278,31.754479,1.0565802,,,
historical,1966,5,1935,1935,CGCM3.1 (T47),High (A2),22.6144753,29.995285,26.30488015,299.4548802,,23.0296144,0.37143401,30.3734629,0.81499612,,,
historical,1966,6,1965,1965,CGCM3.1 (T47),High (A2),22.1464481,29.9562321,26.0513401,299.2013401,,22.3373633,0.22521824,29.5904343,0.73987424,,,
historical,1966,7,1995,1995,CGCM3.1 (T47),High (A2),21.9651299,28.2199078,25.09251885,298.2425189,,21.9552656,0.18838263,28.4263665,0.35981416,,,
historical,1966,8,2025,2025,CGCM3.1 (T47),High (A2),21.8601913,28.8275471,25.3438692,298.4938692,,21.8250408,0.26598789,28.1774986,0.40509124,,,
historical,1966,9,2055,2055,CGCM3.1 (T47),High (A2),21.8096886,28.2078476,25.0087681,298.1587681,,21.8534844,0.32465597,28.7958501,0.3707487,,,
historical,1966,10,2085,2085,CGCM3.1 (T47),High (A2),21.6053524,30.7201862,26.1627693,299.3127693,,21.9874554,0.44351582,29.864382,0.88774186,,,
historical,1966,11,2115,2115,CGCM3.1 (T47),High (A2),21.7062473,32.8064804,27.25636385,300.4063639,,21.7976019,0.51300066,31.3798986,0.98038727,,,
historical,1966,12,2145,2145,CGCM3.1 (T47),High (A2),22.2642918,32.3517189,27.30800535,300.4580054,,21.4889313,0.99202848,31.3614661,0.99848104,,,
historical,1967,1,2175,2175,CGCM3.1 (T47),High (A2),21.5750618,31.5036774,26.5393696,299.6893696,,21.3340197,1.24160854,31.7063059,0.75782228,,,
historical,1967,2,2205,2205,CGCM3.1 (T47),High (A2),21.9705563,32.2410545,27.1058054,300.2558054,,22.3625039,1.18879328,33.1081683,0.95784689,,,
historical,1967,3,2235,2235,CGCM3.1 (T47),High (A2),23.3626518,32.247982,27.8053169,300.9553169,,23.2764402,0.68511796,32.4445887,1.30146323,,,
historical,1967,4,2265,2265,CGCM3.1 (T47),High (A2),23.1783752,29.8924618,26.5354185,299.6854185,,23.6717047,0.2780536,31.9028679,1.22641515,,,
historical,1967,5,2295,2295,CGCM3.1 (T47),High (A2),22.8899632,29.3209743,26.10546875,299.2554688,,22.9956811,0.3652258,30.3502691,0.80599652,,,
historical,1967,6,2325,2325,CGCM3.1 (T47),High (A2),22.2326374,29.6658936,25.9492655,299.0992655,,22.3552882,0.23448423,29.5640181,0.74997331,,,
historical,1967,7,2355,2355,CGCM3.1 (T47),High (A2),22.0412827,28.6631184,25.35220055,298.5022006,,21.9695899,0.19673748,28.4009942,0.3640177,,,
historical,1967,8,2385,2385,CGCM3.1 (T47),High (A2),21.9173946,28.1137733,25.01558395,298.165584,,21.8567623,0.27936171,28.2362355,0.42627683,,,
historical,1967,9,2415,2415,CGCM3.1 (T47),High (A2),21.6480274,28.597784,25.1229057,298.2729057,,21.8375655,0.30825363,28.7316213,0.33176497,,,
historical,1967,10,2445,2445,CGCM3.1 (T47),High (A2),22.1129131,28.3153629,25.214138,298.364138,,22.0621577,0.51986727,29.9148834,0.88764067,,,
historical,1967,11,2475,2475,CGCM3.1 (T47),High (A2),20.8608913,31.4767551,26.1688232,299.3188232,,21.7672924,0.48766219,31.4889469,0.96298669,,,
historical,1967,12,2505,2505,CGCM3.1 (T47),High (A2),22.417778,30.0868435,26.25231075,299.4023108,,21.567056,1.03861847,31.4284699,1.07216516,,,
historical,1968,1,2535,2535,CGCM3.1 (T47),High (A2),23.6306744,31.7120304,27.6713524,300.8213524,,21.4671596,1.29582501,31.8365352,0.73874805,,,
historical,1968,2,2565,2565,CGCM3.1 (T47),High (A2),22.1533699,33.5060043,27.8296871,300.9796871,,22.6184822,1.09074975,33.1092115,0.95895066,,,
historical,1968,3,2595,2595,CGCM3.1 (T47),High (A2),23.8213825,31.9885387,27.9049606,301.0549606,,23.4318464,0.48665674,32.4162813,1.25022328,,,
historical,1968,4,2625,2625,CGCM3.1 (T47),High (A2),23.8667507,32.8054008,28.33607575,301.4860758,,23.6796773,0.29531163,32.1586777,1.3271284,,,
historical,1968,5,2655,2655,CGCM3.1 (T47),High (A2),23.0167313,29.8867207,26.451726,299.601726,,23.054723,0.39869105,30.4821214,0.90403574,,,
historical,1968,6,2685,2685,CGCM3.1 (T47),High (A2),22.3511353,29.3201427,25.835639,298.985639,,22.3923662,0.22915815,29.5599826,0.75377919,,,
historical,1968,7,2715,2715,CGCM3.1 (T47),High (A2),22.0022564,27.836319,24.9192877,298.0692877,,21.9879646,0.19713385,28.4032418,0.36126696,,,
historical,1968,8,2745,2745,CGCM3.1 (T47),High (A2),22.0564346,28.2193127,25.13787365,298.2878737,,21.8577534,0.27906363,28.2418267,0.4265779,,,
historical,1968,9,2775,2775,CGCM3.1 (T47),High (A2),21.8842564,29.0748138,25.4795351,298.6295351,,21.8662295,0.30392216,28.6649512,0.32706478,,,
historical,1968,10,2805,2805,CGCM3.1 (T47),High (A2),21.5056953,30.0764332,25.79106425,298.9410643,,22.1711691,0.666911,29.9636473,0.89862701,,,
historical,1968,11,2835,2835,CGCM3.1 (T47),High (A2),21.8703785,30.9871979,26.4287882,299.5787882,,22.0001274,0.69147353,31.2519902,0.93338383,,,
historical,1968,12,2865,2865,CGCM3.1 (T47),High (A2),21.6746578,31.8312969,26.75297735,299.9029774,,21.6044464,1.04195735,31.525637,1.11259308,,,
historical,1969,1,2895,2895,CGCM3.1 (T47),High (A2),22.8791752,33.7627106,28.3209429,301.4709429,,21.6966688,1.33448899,31.7508378,0.78061683,,,
historical,1969,2,2925,2925,CGCM3.1 (T47),High (A2),24.3844528,32.3872986,28.3858757,301.5358757,,22.5430256,1.13883775,33.2409588,0.88431864,,,
historical,1969,3,2955,2955,CGCM3.1 (T47),High (A2),23.7790031,31.1260643,27.4525337,300.6025337,,23.4822894,0.46792074,32.6255741,1.29711461,,,
historical,1969,4,2985,2985,CGCM3.1 (T47),High (A2),23.7191982,30.9676056,27.3434019,300.4934019,,23.7624867,0.39727342,32.3008842,1.32636562,,,
historical,1969,5,3015,3015,CGCM3.1 (T47),High (A2),23.1576233,31.2023487,27.179986,300.329986,,23.0651718,0.40324871,30.5049381,0.90898707,,,
historical,1969,6,3045,3045,CGCM3.1 (T47),High (A2),22.8464508,31.637537,27.2419939,300.3919939,,22.4483414,0.28088538,29.6153304,0.78222053,,,
historical,1969,7,3075,3075,CGCM3.1 (T47),High (A2),22.0337582,28.9900112,25.5118847,298.6618847,,22.0461937,0.17250847,28.3721175,0.32379929,,,
historical,1969,8,3105,3105,CGCM3.1 (T47),High (A2),22.0333271,28.2008305,25.1170788,298.2670788,,21.9265816,0.35981763,28.3047888,0.4814076,,,
historical,1969,9,3135,3135,CGCM3.1 (T47),High (A2),22.2358036,28.8059807,25.52089215,298.6708922,,21.9097437,0.33917148,28.6969405,0.32080456,,,
historical,1969,10,3165,3165,CGCM3.1 (T47),High (A2),22.3384838,30.7434978,26.5409908,299.6909908,,22.1828565,0.66814885,30.1158213,1.05168474,,,
historical,1969,11,3195,3195,CGCM3.1 (T47),High (A2),22.3847466,31.0553741,26.72006035,299.8700604,,22.0911992,0.6666446,31.1989524,0.91036586,,,
historical,1969,12,3225,3225,CGCM3.1 (T47),High (A2),22.6801243,31.1138096,26.89696695,300.046967,,21.8502816,1.05193472,31.7072163,1.24300789,,,
historical,1970,1,3255,3255,CGCM3.1 (T47),High (A2),22.018158,31.8932896,26.9557238,300.1057238,,22.0321614,1.07361595,31.9292727,0.97925986,,,
historical,1970,2,3285,3285,CGCM3.1 (T47),High (A2),21.1201477,33.8967361,27.5084419,300.6584419,,22.5171672,1.15271517,33.3262177,1.03975801,,,
historical,1970,3,3315,3315,CGCM3.1 (T47),High (A2),23.6552887,34.1315804,28.89343455,302.0434346,,23.6164091,0.53412476,32.5241521,1.2732276,,,
historical,1970,4,3345,3345,CGCM3.1 (T47),High (A2),23.8337841,33.6923904,28.76308725,301.9130873,,23.8086499,0.36950561,32.4049612,1.29784745,,,
historical,1970,5,3375,3375,CGCM3.1 (T47),High (A2),23.7398891,31.6660843,27.7029867,300.8529867,,23.0906474,0.39718825,30.5338823,0.88177362,,,
historical,1970,6,3405,3405,CGCM3.1 (T47),High (A2),22.579834,29.3778038,25.9788189,299.1288189,,22.4929971,0.24325407,29.7787538,0.83178615,,,
historical,1970,7,3435,3435,CGCM3.1 (T47),High (A2),22.1880436,28.6132698,25.4006567,298.5506567,,22.0887857,0.17672052,28.3734826,0.32366926,,,
historical,1970,8,3465,3465,CGCM3.1 (T47),High (A2),22.1653748,28.8252316,25.4953032,298.6453032,,22.0002377,0.25502952,28.366581,0.45868708,,,
historical,1970,9,3495,3495,CGCM3.1 (T47),High (A2),22.1740055,29.3169994,25.74550245,298.8955025,,22.0190931,0.40261412,28.8313874,0.52078594,,,
historical,1970,10,3525,3525,CGCM3.1 (T47),High (A2),22.2641315,30.6870861,26.4756088,299.6256088,,22.3688949,0.77014192,30.0782518,1.03274774,,,
historical,1970,11,3555,3555,CGCM3.1 (T47),High (A2),22.3727474,31.9810829,27.17691515,300.3269152,,22.1992363,0.74825147,31.4413178,1.0205885,,,
historical,1970,12,3585,3585,CGCM3.1 (T47),High (A2),22.7195473,32.4497375,27.5846424,300.7346424,,22.1753984,0.98031579,31.6807372,1.23532608,,,
historical,1971,1,3615,3615,CGCM3.1 (T47),High (A2),21.8015308,31.4732761,26.63740345,299.7874035,,22.3224246,1.078788,32.0273616,0.94256189,,,
historical,1971,2,3645,3645,CGCM3.1 (T47),High (A2),23.9630203,31.7063408,27.83468055,300.9846806,,22.526233,1.15382794,33.3045994,1.03573227,,,
historical,1971,3,3675,3675,CGCM3.1 (T47),High (A2),24.241787,31.3142204,27.7780037,300.9280037,,23.8289556,0.57615919,32.7895083,1.69376853,,,
historical,1971,4,3705,3705,CGCM3.1 (T47),High (A2),23.5222511,32.3946037,27.9584274,301.1084274,,23.9046116,0.47559314,32.5793826,1.21554396,,,
historical,1971,5,3735,3735,CGCM3.1 (T47),High (A2),23.3655758,31.4209404,27.3932581,300.5432581,,23.1876892,0.32817379,30.6389587,0.80231965,,,
historical,1971,6,3765,3765,CGCM3.1 (T47),High (A2),22.3119431,29.1764488,25.74419595,298.894196,,22.5283819,0.2557448,29.8950901,0.84668973,,,
historical,1971,7,3795,3795,CGCM3.1 (T47),High (A2),22.2490349,28.3358994,25.29246715,298.4424672,,22.1661937,0.16916287,28.4468191,0.38486278,,,
historical,1971,8,3825,3825,CGCM3.1 (T47),High (A2),21.8482075,27.9907818,24.91949465,298.0694947,,22.0507573,0.22870781,28.5087532,0.36138407,,,
historical,1971,9,3855,3855,CGCM3.1 (T47),High (A2),22.1090832,28.8679962,25.4885397,298.6385397,,22.1272947,0.31032999,28.9499449,0.57012242,,,
historical,1971,10,3885,3885,CGCM3.1 (T47),High (A2),22.7200794,29.0186348,25.8693571,299.0193571,,22.5269796,0.68468664,30.1433138,0.9500279,,,
historical,1971,11,3915,3915,CGCM3.1 (T47),High (A2),21.9427795,31.5507774,26.74677845,299.8967785,,22.2499237,0.73888424,31.6033256,0.81640692,,,
historical,1971,12,3945,3945,CGCM3.1 (T47),High (A2),20.1762047,29.2182827,24.6972437,297.8472437,,22.2408813,0.90777219,31.7415336,1.2122205,,,
historical,1972,1,3975,3975,CGCM3.1 (T47),High (A2),20.989006,31.0681953,26.02860065,299.1786007,,22.4218615,0.91771732,31.9582317,1.00209059,,,
historical,1972,2,4005,4005,CGCM3.1 (T47),High (A2),23.5081692,33.9469299,28.72754955,301.8775496,,22.9299986,1.37541393,33.0819251,1.42104295,,,
historical,1972,3,4035,4035,CGCM3.1 (T47),High (A2),22.8678246,32.4299278,27.6488762,300.7988762,,23.9178264,0.64053438,32.8960212,1.57459653,,,
historical,1972,4,4065,4065,CGCM3.1 (T47),High (A2),23.8071899,33.8325157,28.8198528,301.9698528,,24.0037346,0.50395939,32.6699439,1.23591089,,,
historical,1972,5,4095,4095,CGCM3.1 (T47),High (A2),22.8872757,30.5201988,26.70373725,299.8537373,,23.2904257,0.30698988,30.756709,0.79340359,,,
historical,1972,6,4125,4125,CGCM3.1 (T47),High (A2),22.5529289,29.1730385,25.8629837,299.0129837,,22.588013,0.23326959,29.8789945,0.84709397,,,
historical,1972,7,4155,4155,CGCM3.1 (T47),High (A2),22.1433144,28.2196236,25.181469,298.331469,,22.185932,0.15546907,28.4801334,0.37907381,,,
historical,1972,8,4185,4185,CGCM3.1 (T47),High (A2),22.1198788,28.6662216,25.3930502,298.5430502,,22.0350116,0.2482655,28.4817803,0.34595377,,,
historical,1972,9,4215,4215,CGCM3.1 (T47),High (A2),22.0543938,28.6042919,25.32934285,298.4793429,,22.1633658,0.292255,29.0689363,0.53527652,,,
historical,1972,10,4245,4245,CGCM3.1 (T47),High (A2),22.8832378,30.1657734,26.5245056,299.6745056,,22.6561524,0.62484344,30.0372616,0.94428698,,,
historical,1972,11,4275,4275,CGCM3.1 (T47),High (A2),21.9959927,31.8932343,26.9446135,300.0946135,,22.4258076,0.82210942,31.3295493,0.87540778,,,
historical,1972,12,4305,4305,CGCM3.1 (T47),High (A2),22.5081272,32.7985306,27.6533289,300.8033289,,22.2342581,0.90785008,31.7579178,1.22246699,,,
historical,1973,1,4335,4335,CGCM3.1 (T47),High (A2),22.6025314,32.3880463,27.49528885,300.6452889,,22.5842341,0.91089242,32.0274424,0.9938133,,,
historical,1973,2,4365,4365,CGCM3.1 (T47),High (A2),23.5015106,34.0363388,28.7689247,301.9189247,,23.1695647,1.4203538,33.0381657,1.45649513,,,
historical,1973,3,4395,4395,CGCM3.1 (T47),High (A2),23.5286903,34.3742256,28.95145795,302.101458,,24.0686933,0.69020793,32.9294394,1.56332816,,,
historical,1973,4,4425,4425,CGCM3.1 (T47),High (A2),24.2837009,33.8946991,29.0892,302.2392,,24.1128708,0.4322319,32.8053079,0.94968248,,,
historical,1973,5,4455,4455,CGCM3.1 (T47),High (A2),23.5467472,31.7193375,27.63304235,300.7830424,,23.3752447,0.31409006,31.0783551,0.86692038,,,
historical,1973,6,4485,4485,CGCM3.1 (T47),High (A2),22.5474834,28.8951626,25.721323,298.871323,,22.6664531,0.24651463,30.0383675,0.96033742,,,
historical,1973,7,4515,4515,CGCM3.1 (T47),High (A2),22.0837002,28.0109959,25.04734805,298.1973481,,22.2109963,0.15200285,28.4993069,0.39428347,,,
historical,1973,8,4545,4545,CGCM3.1 (T47),High (A2),21.7863712,28.290657,25.0385141,298.1885141,,22.0587437,0.2483752,28.5614036,0.35349447,,,
historical,1973,9,4575,4575,CGCM3.1 (T47),High (A2),21.9675007,28.3527126,25.16010665,298.3101067,,22.2918174,0.34825229,29.1927541,0.57168067,,,
historical,1973,10,4605,4605,CGCM3.1 (T47),High (A2),23.4438744,30.3903942,26.9171343,300.0671343,,22.7369315,0.60470325,30.2590752,0.76981988,,,
historical,1973,11,4635,4635,CGCM3.1 (T47),High (A2),23.6334629,30.1748943,26.9041786,300.0541786,,22.5984117,0.63979194,31.3622679,0.88809371,,,
historical,1973,12,4665,4665,CGCM3.1 (T47),High (A2),21.8758488,32.4246559,27.15025235,300.3002524,,22.2593523,0.91719693,32.1413571,1.3046249,,,
historical,1974,1,4695,4695,CGCM3.1 (T47),High (A2),23.0456295,30.9849377,27.0152836,300.1652836,,22.443591,0.85060338,32.0211886,0.99621015,,,
historical,1974,2,4725,4725,CGCM3.1 (T47),High (A2),21.5198784,33.4250717,27.47247505,300.6224751,,23.2347731,1.38506195,33.3684661,1.91348377,,,
historical,1974,3,4755,4755,CGCM3.1 (T47),High (A2),23.5733414,33.9314575,28.75239945,301.9023995,,24.1156594,0.68927311,33.2336568,1.6829442,,,
historical,1974,4,4785,4785,CGCM3.1 (T47),High (A2),24.5641556,33.0054474,28.7848015,301.9348015,,24.1225707,0.42732568,32.7101838,1.00070577,,,
historical,1974,5,4815,4815,CGCM3.1 (T47),High (A2),23.2764149,30.7978554,27.03713515,300.1871352,,23.4392255,0.30531621,31.1914765,0.77185058,,,
historical,1974,6,4845,4845,CGCM3.1 (T47),High (A2),22.942461,30.2508411,26.59665105,299.7466511,,22.720528,0.23542045,30.0615893,0.94418594,,,
historical,1974,7,4875,4875,CGCM3.1 (T47),High (A2),22.266283,28.5913544,25.4288187,298.5788187,,22.2332528,0.13539916,28.5480267,0.33242724,,,
historical,1974,8,4905,4905,CGCM3.1 (T47),High (A2),22.6114407,28.9790115,25.7952261,298.9452261,,22.1096394,0.29987626,28.6022594,0.33551664,,,
historical,1974,9,4935,4935,CGCM3.1 (T47),High (A2),22.364109,28.7992573,25.58168315,298.7316832,,22.3377304,0.321404,29.2146615,0.57132635,,,
historical,1974,10,4965,4965,CGCM3.1 (T47),High (A2),22.3055668,31.7683449,27.03695585,300.1869559,,22.7411724,0.59529526,30.4534335,0.96439294,,,
historical,1974,11,4995,4995,CGCM3.1 (T47),High (A2),22.3782558,31.2974777,26.83786675,299.9878668,,22.6507171,0.59636564,31.5208959,0.96675178,,,
