period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD,degree_days,DD_rollMean,DD_rollSD
historical,1962,10,645,645,CGCM3.1 (T47),High (A2),6.78402495,17.0510635,11.91754423,285.0675442,,7.21060954,1.54117391,18.8209441,1.91669008,,,
historical,1962,11,675,675,CGCM3.1 (T47),High (A2),-5.1312954,6.87953258,0.87411859,274.0241186,,-0.5980075,3.01295899,9.75778839,1.88188086,,,
historical,1962,12,705,705,CGCM3.1 (T47),High (A2),-6.7169247,4.25156069,-1.232682005,271.917318,,-6.7176879,1.91370401,3.27608827,1.33134735,,,
historical,1963,1,735,735,CGCM3.1 (T47),High (A2),-7.5899534,2.82959306,-2.38018017,270.7698198,,-9.8346989,2.10615457,0.6593793,2.06143976,,,
historical,1963,2,765,765,CGCM3.1 (T47),High (A2),-4.5995119,5.91154885,0.656018475,273.8060185,,-5.5813058,1.80284606,5.22494286,1.60434415,,,
historical,1963,3,795,795,CGCM3.1 (T47),High (A2),0.5204,12.7669892,6.6436946,279.7936946,,-0.583684,2.29535171,10.5732498,1.98010119,,,
historical,1963,4,825,825,CGCM3.1 (T47),High (A2),6.51645088,18.7256947,12.62107279,285.7710728,,6.92501801,1.48262725,19.4325952,1.9063704,,,
historical,1963,5,855,855,CGCM3.1 (T47),High (A2),12.2898822,25.2964334,18.7931578,291.9431578,,13.0017862,1.09350615,25.3025148,1.48073736,,,
historical,1963,6,885,885,CGCM3.1 (T47),High (A2),18.151845,28.7600489,23.45594695,296.605947,,18.0148846,0.69714833,29.1332313,1.39214727,,,
historical,1963,7,915,915,CGCM3.1 (T47),High (A2),21.1843758,29.6465206,25.4154482,298.5654482,,21.4736414,0.42239638,30.3570911,1.16503197,,,
historical,1963,8,945,945,CGCM3.1 (T47),High (A2),20.2822895,28.6294909,24.4558902,297.6058902,,20.4559025,0.57238429,29.2668694,1.04996372,,,
historical,1963,9,975,975,CGCM3.1 (T47),High (A2),15.0567617,26.2380466,20.64740415,293.7974042,,14.7663899,0.54761125,25.9230468,1.01437615,,,
historical,1963,10,1005,1005,CGCM3.1 (T47),High (A2),7.80793929,18.0181723,12.9130558,286.0630558,,7.12757817,1.44604771,18.77922,1.77843012,,,
historical,1963,11,1035,1035,CGCM3.1 (T47),High (A2),2.08460844,11.3713012,6.72795482,279.8779548,,-0.7441195,2.81990525,9.7185418,1.74581581,,,
historical,1963,12,1065,1065,CGCM3.1 (T47),High (A2),-5.6724644,4.0306083,-0.82092805,272.329072,,-7.1792203,2.20072263,2.67747599,2.09427,,,
historical,1964,1,1095,1095,CGCM3.1 (T47),High (A2),-7.9987309,2.50077629,-2.748977305,270.4010227,,-10.075134,2.09801915,0.44239755,2.03520807,,,
historical,1964,2,1125,1125,CGCM3.1 (T47),High (A2),-6.8197181,5.15152192,-0.83409809,272.3159019,,-6.0377268,2.17229213,4.62141855,2.35167058,,,
historical,1964,3,1155,1155,CGCM3.1 (T47),High (A2),-2.8771557,9.14946032,3.13615231,276.2861523,,-1.2474237,2.92831233,9.91366808,2.71037518,,,
historical,1964,4,1185,1185,CGCM3.1 (T47),High (A2),4.18159747,15.9351077,10.05835259,283.2083526,,6.77498648,1.45807948,19.2325936,1.88148156,,,
historical,1964,5,1215,1215,CGCM3.1 (T47),High (A2),12.4390435,25.0724459,18.7557447,291.9057447,,13.0565615,1.03599673,25.3999102,1.41558575,,,
historical,1964,6,1245,1245,CGCM3.1 (T47),High (A2),18.9454784,30.5779514,24.7617149,297.9117149,,18.0589109,0.66536355,29.3234197,1.4217452,,,
historical,1964,7,1275,1275,CGCM3.1 (T47),High (A2),21.9463329,31.3921328,26.66923285,299.8192329,,21.4945934,0.40008405,30.5599251,1.24816336,,,
historical,1964,8,1305,1305,CGCM3.1 (T47),High (A2),20.1812134,28.427352,24.3042827,297.4542827,,20.3041608,0.7027807,29.4338575,1.10253615,,,
historical,1964,9,1335,1335,CGCM3.1 (T47),High (A2),14.2956405,24.7183256,19.50698305,292.6569831,,15.0478004,0.98748179,25.9501922,0.95235023,,,
historical,1964,10,1365,1365,CGCM3.1 (T47),High (A2),4.34362006,16.5628672,10.45324363,283.6032436,,7.33034073,1.48313389,18.8804662,1.69107044,,,
historical,1964,11,1395,1395,CGCM3.1 (T47),High (A2),-4.6140935,7.27476096,1.33033373,274.4803337,,-0.5496039,2.7015568,9.6931288,1.63483979,,,
historical,1964,12,1425,1425,CGCM3.1 (T47),High (A2),-10.404579,1.36308748,-4.52074576,268.6292542,,-6.9937916,2.13242512,2.76860077,1.97799255,,,
historical,1965,1,1455,1455,CGCM3.1 (T47),High (A2),-11.129618,-0.2562853,-5.69295165,267.4570484,,-10.095565,1.97908624,0.35812541,1.93722988,,,
historical,1965,2,1485,1485,CGCM3.1 (T47),High (A2),-8.3327217,2.5413276,-2.89569705,270.254303,,-5.8871842,2.10265706,4.70766739,2.23388883,,,
historical,1965,3,1515,1515,CGCM3.1 (T47),High (A2),-4.6517599,6.48728681,0.917763455,274.0677635,,-1.4180934,2.81309712,9.98013031,2.5639947,,,
historical,1965,4,1545,1545,CGCM3.1 (T47),High (A2),6.19808912,19.6404839,12.91928651,286.0692865,,6.87500842,1.41060905,19.303562,1.78801782,,,
historical,1965,5,1575,1575,CGCM3.1 (T47),High (A2),11.3620768,22.8315248,17.0968008,290.2468008,,13.0135502,0.9861717,25.3277223,1.35400898,,,
historical,1965,6,1605,1605,CGCM3.1 (T47),High (A2),17.2865591,27.5691748,22.42786695,295.577867,,17.9568707,0.70543656,29.1104865,1.50005642,,,
historical,1965,7,1635,1635,CGCM3.1 (T47),High (A2),21.7095594,28.4418736,25.0757165,298.2257165,,21.3934443,0.49456377,30.4851101,1.20032633,,,
historical,1965,8,1665,1665,CGCM3.1 (T47),High (A2),20.4274616,28.8742094,24.6508355,297.8008355,,20.3054034,0.66259965,29.3969084,1.04602735,,,
historical,1965,9,1695,1695,CGCM3.1 (T47),High (A2),15.0903854,27.3236036,21.2069945,294.3569945,,14.9760823,0.95823195,25.9366551,0.8989043,,,
historical,1965,10,1725,1725,CGCM3.1 (T47),High (A2),6.88241649,19.9733715,13.427894,286.577894,,6.97238978,1.79904569,18.5502949,1.90580788,,,
historical,1965,11,1755,1755,CGCM3.1 (T47),High (A2),1.87534523,10.7158771,6.295611165,279.4456112,,-0.5086324,2.55034535,9.76902828,1.55991719,,,
historical,1965,12,1785,1785,CGCM3.1 (T47),High (A2),-6.1831579,3.80895412,-1.18710189,271.9628981,,-6.8883372,2.03793886,2.7983219,1.86723614,,,
historical,1966,1,1815,1815,CGCM3.1 (T47),High (A2),-10.208874,0.45187362,-4.87850019,268.2714998,,-10.149157,1.88592076,0.31802628,1.8426234,,,
historical,1966,2,1845,1845,CGCM3.1 (T47),High (A2),-2.9293329,7.40022612,2.23544661,275.3854466,,-5.9943961,2.02620044,4.40761989,2.34127036,,,
historical,1966,3,1875,1875,CGCM3.1 (T47),High (A2),1.92218804,11.8591051,6.89064657,280.0406466,,-1.3349781,2.68293748,10.0875759,2.45838403,,,
historical,1966,4,1905,1905,CGCM3.1 (T47),High (A2),5.9631412,18.4677525,12.21544685,285.3654469,,6.95551512,1.36459911,19.2979637,1.69636426,,,
historical,1966,5,1935,1935,CGCM3.1 (T47),High (A2),14.0263124,26.9917641,20.50903825,293.6590383,,13.0616758,0.94908269,25.3921725,1.30218984,,,
historical,1966,6,1965,1965,CGCM3.1 (T47),High (A2),18.3508368,28.8350248,23.5929308,296.7429308,,17.9653208,0.66982244,29.222913,1.4711184,,,
historical,1966,7,1995,1995,CGCM3.1 (T47),High (A2),21.8826551,31.6926956,26.78767535,299.9376754,,21.5638597,0.73456737,30.4713826,1.13963935,,,
historical,1966,8,2025,2025,CGCM3.1 (T47),High (A2),20.9470959,29.423295,25.18519545,298.3351955,,20.4769273,0.84779679,29.4558276,1.01140603,,,
historical,1966,9,2055,2055,CGCM3.1 (T47),High (A2),14.3786345,24.9935484,19.68609145,292.8360915,,15.0058522,0.91440489,25.9226223,0.85404459,,,
historical,1966,10,2085,2085,CGCM3.1 (T47),High (A2),8.35567904,18.9432573,13.64946817,286.7994682,,7.0311531,1.71781642,18.6723164,1.85274797,,,
historical,1966,11,2115,2115,CGCM3.1 (T47),High (A2),0.72182432,10.0457916,5.38380796,278.533808,,-0.5351798,2.42107159,9.63802294,1.5423339,,,
historical,1966,12,2145,2145,CGCM3.1 (T47),High (A2),-6.6639488,1.77354211,-2.445203345,270.7047967,,-7.1142114,2.07342375,2.58970506,1.90174777,,,
historical,1967,1,2175,2175,CGCM3.1 (T47),High (A2),-9.6052151,1.83209747,-3.886558815,269.2634412,,-9.9826016,1.94179319,0.63878035,2.09522693,,,
historical,1967,2,2205,2205,CGCM3.1 (T47),High (A2),-7.0275013,3.40538919,-1.811056055,271.3389439,,-6.6262319,2.62498935,4.00982835,2.48677525,,,
historical,1967,3,2235,2235,CGCM3.1 (T47),High (A2),-0.1629616,10.8203173,5.32867785,278.4786779,,-1.5153324,2.66416101,9.94212261,2.42411778,,,
historical,1967,4,2265,2265,CGCM3.1 (T47),High (A2),8.03647375,19.2966795,13.66657663,286.8165766,,6.89114033,1.33906211,19.2844414,1.69331741,,,
historical,1967,5,2295,2295,CGCM3.1 (T47),High (A2),13.7410274,25.9821653,19.86159635,293.0115964,,13.0721581,0.961176,25.4835841,1.39586983,,,
historical,1967,6,2325,2325,CGCM3.1 (T47),High (A2),18.7262268,29.4846849,24.10545585,297.2554559,,18.1610306,0.81730984,29.4505952,1.42376435,,,
historical,1967,7,2355,2355,CGCM3.1 (T47),High (A2),21.6429396,29.6322107,25.63757515,298.7875752,,21.8183566,0.86133853,30.5248938,1.18333485,,,
historical,1967,8,2385,2385,CGCM3.1 (T47),High (A2),21.1341896,28.8018885,24.96803905,298.1180391,,20.6123017,0.8056199,29.1984844,0.71170945,,,
historical,1967,9,2415,2415,CGCM3.1 (T47),High (A2),13.8876052,24.9024687,19.39503695,292.545037,,14.8652669,0.93552339,25.7881641,0.73116794,,,
historical,1967,10,2445,2445,CGCM3.1 (T47),High (A2),7.07605195,18.940506,13.00827898,286.158279,,6.81518777,1.55621873,18.2757642,1.42646779,,,
historical,1967,11,2475,2475,CGCM3.1 (T47),High (A2),0.97830343,11.1896949,6.083999165,279.2339992,,-0.6456851,2.42699344,9.5723502,1.50145644,,,
historical,1967,12,2505,2505,CGCM3.1 (T47),High (A2),-4.1272962,4.91275311,0.392728455,273.5427285,,-6.8171287,2.27543792,2.74871174,1.99137237,,,
historical,1968,1,2535,2535,CGCM3.1 (T47),High (A2),-7.8488629,1.43500298,-3.20692996,269.94307,,-9.3976932,1.57969996,1.18979645,1.59392077,,,
historical,1968,2,2565,2565,CGCM3.1 (T47),High (A2),-3.9453895,6.68984056,1.37222553,274.5222255,,-6.9265929,2.75194254,3.86420696,2.46296275,,,
historical,1968,3,2595,2595,CGCM3.1 (T47),High (A2),-1.2594644,10.3432617,4.54189865,277.6918987,,-1.4346283,2.79231004,10.076212,2.57461755,,,
historical,1968,4,2625,2625,CGCM3.1 (T47),High (A2),8.61990166,21.7103243,15.16511298,288.315113,,6.70119316,1.29484247,19.0491179,1.44398867,,,
historical,1968,5,2655,2655,CGCM3.1 (T47),High (A2),12.0157051,23.4567547,17.7362299,290.8862299,,12.9763046,0.89555113,25.3218549,1.35645919,,,
historical,1968,6,2685,2685,CGCM3.1 (T47),High (A2),16.97997,28.3738241,22.67689705,295.8268971,,18.2345905,0.85493086,29.1947893,1.22748291,,,
historical,1968,7,2715,2715,CGCM3.1 (T47),High (A2),21.3668518,29.6535282,25.51019,298.66019,,22.0653524,1.08979709,30.4757335,1.15741268,,,
historical,1968,8,2745,2745,CGCM3.1 (T47),High (A2),21.1350775,28.6683435,24.9017105,298.0517105,,20.7856586,0.85799713,29.097361,0.71923541,,,
historical,1968,9,2775,2775,CGCM3.1 (T47),High (A2),15.0819592,25.9094439,20.49570155,293.6457016,,14.8416862,0.94175501,25.7161867,0.74218569,,,
historical,1968,10,2805,2805,CGCM3.1 (T47),High (A2),6.54635859,18.4871511,12.51675485,285.6667548,,6.89721531,1.5780389,18.3956216,1.36744189,,,
historical,1968,11,2835,2835,CGCM3.1 (T47),High (A2),-1.7669035,9.44381571,3.838456105,276.9884561,,-0.1554458,1.92253169,9.82401512,1.20836501,,,
historical,1968,12,2865,2865,CGCM3.1 (T47),High (A2),-10.409947,-1.51281,-5.9613785,267.1886215,,-6.7885602,2.27879208,2.53715746,1.93866351,,,
historical,1969,1,2895,2895,CGCM3.1 (T47),High (A2),-11.998619,-1.2934565,-6.64603775,266.5039623,,-9.4351406,1.53686299,1.17065262,1.57338883,,,
historical,1969,2,2925,2925,CGCM3.1 (T47),High (A2),-9.6890945,-0.206776,-4.94793525,268.2020648,,-7.158479,2.64149797,3.59549511,2.37700086,,,
historical,1969,3,2955,2955,CGCM3.1 (T47),High (A2),-6.5573413,4.63701391,-0.960163695,272.1898363,,-1.567928,2.72380653,9.86256224,2.42198666,,,
historical,1969,4,2985,2985,CGCM3.1 (T47),High (A2),5.57473421,17.6325808,11.60365751,284.7536575,,6.79361924,1.31644233,19.2812657,1.58516295,,,
historical,1969,5,3015,3015,CGCM3.1 (T47),High (A2),13.4947639,26.1790733,19.8369186,292.9869186,,13.1503991,0.93407947,25.4665563,1.43604052,,,
historical,1969,6,3045,3045,CGCM3.1 (T47),High (A2),18.4111214,30.8449268,24.6280241,297.7780241,,18.2720376,0.85995058,29.4674327,1.43653371,,,
historical,1969,7,3075,3075,CGCM3.1 (T47),High (A2),21.6622095,32.1825972,26.92240335,300.0724034,,22.0897699,1.07093015,30.4300065,1.20250689,,,
historical,1969,8,3105,3105,CGCM3.1 (T47),High (A2),19.0902271,30.769762,24.92999455,298.0799946,,20.8474158,0.84244994,29.1582056,0.70384236,,,
historical,1969,9,3135,3135,CGCM3.1 (T47),High (A2),17.2990847,26.1673555,21.7332201,294.8832201,,14.8626562,0.94955882,25.7432797,0.76812709,,,
historical,1969,10,3165,3165,CGCM3.1 (T47),High (A2),8.95244122,19.6904364,14.32143881,287.4714388,,6.95945073,1.63018617,18.5895947,1.45695076,,,
historical,1969,11,3195,3195,CGCM3.1 (T47),High (A2),1.00652057,9.48982477,5.24817267,278.3981727,,-0.5078248,1.82357975,9.55979185,1.15268189,,,
historical,1969,12,3225,3225,CGCM3.1 (T47),High (A2),-5.5103619,3.49759901,-1.006381445,272.1436186,,-6.8923702,2.2486749,2.48526399,1.90198257,,,
historical,1970,1,3255,3255,CGCM3.1 (T47),High (A2),-10.279439,-0.4003238,-5.3398814,267.8101186,,-9.6829234,1.50142882,0.95876344,1.53276687,,,
historical,1970,2,3285,3285,CGCM3.1 (T47),High (A2),-4.5323012,5.48390698,0.47580289,273.6258029,,-7.3352461,2.68132135,3.51090457,2.33222403,,,
historical,1970,3,3315,3315,CGCM3.1 (T47),High (A2),-2.9541209,10.5782905,3.8120848,276.9620848,,-1.2548817,2.75598117,10.1058408,2.47697135,,,
historical,1970,4,3345,3345,CGCM3.1 (T47),High (A2),7.77520585,19.9422779,13.85874188,287.0087419,,7.12580267,1.0187982,19.619296,1.13191199,,,
historical,1970,5,3375,3375,CGCM3.1 (T47),High (A2),12.6264482,24.678031,18.6522396,291.8022396,,13.3488266,0.99753554,25.7601419,1.6600538,,,
historical,1970,6,3405,3405,CGCM3.1 (T47),High (A2),17.0385094,27.194088,22.1162987,295.2662987,,18.1532327,0.84779592,29.379412,1.39061361,,,
historical,1970,7,3435,3435,CGCM3.1 (T47),High (A2),20.4831028,29.8117752,25.147439,298.297439,,22.0348906,1.09422953,30.5302283,1.32990535,,,
historical,1970,8,3465,3465,CGCM3.1 (T47),High (A2),20.3165874,29.0643663,24.69047685,297.8404769,,20.9199868,0.81319776,29.3393552,0.75172766,,,
historical,1970,9,3495,3495,CGCM3.1 (T47),High (A2),14.3306193,25.8148212,20.07272025,293.2227203,,14.8929775,0.93485361,25.8545551,0.68942642,,,
historical,1970,10,3525,3525,CGCM3.1 (T47),High (A2),3.75083125,15.578753,9.664792125,282.8147921,,7.22883475,1.38039619,18.8912763,1.33367803,,,
historical,1970,11,3555,3555,CGCM3.1 (T47),High (A2),-0.1398892,10.4521236,5.1561172,278.3061172,,-0.6603608,2.22696235,9.46210122,1.38735396,,,
historical,1970,12,3585,3585,CGCM3.1 (T47),High (A2),-5.9392469,3.06581211,-1.436717395,271.7132826,,-6.7698482,2.06759688,2.47957714,1.90576313,,,
historical,1971,1,3615,3615,CGCM3.1 (T47),High (A2),-10.685076,-0.082965,-5.3840205,267.7659795,,-9.6794906,1.49782925,0.99811995,1.50373149,,,
historical,1971,2,3645,3645,CGCM3.1 (T47),High (A2),-7.0665145,1.4071449,-2.8296848,270.3203152,,-6.8477613,2.95529712,3.99039393,2.63543077,,,
historical,1971,3,3675,3675,CGCM3.1 (T47),High (A2),-0.5038251,11.1620317,5.3291033,278.4791033,,-0.7739125,2.55846264,10.7009819,2.30080399,,,
historical,1971,4,3705,3705,CGCM3.1 (T47),High (A2),7.76058221,19.2419806,13.50128141,286.6512814,,7.23444408,0.97265022,19.5432001,1.15817702,,,
historical,1971,5,3735,3735,CGCM3.1 (T47),High (A2),13.5429316,26.0366745,19.78980305,292.9398031,,13.6076107,0.77500457,26.1347946,1.3732874,,,
historical,1971,6,3765,3765,CGCM3.1 (T47),High (A2),18.0498219,30.3471785,24.1985002,297.3485002,,18.3518956,0.87983379,29.7837616,1.45669473,,,
historical,1971,7,3795,3795,CGCM3.1 (T47),High (A2),23.268013,30.3341074,26.8010602,299.9510602,,22.085966,1.09063183,30.7575335,1.13695465,,,
historical,1971,8,3825,3825,CGCM3.1 (T47),High (A2),22.1921663,30.0450201,26.1185932,299.2685932,,20.8685303,0.86381255,29.4782065,0.79691999,,,
historical,1971,9,3855,3855,CGCM3.1 (T47),High (A2),15.3035507,25.7822943,20.5429225,293.6929225,,14.740899,1.03068456,25.8856378,0.76576272,,,
historical,1971,10,3885,3885,CGCM3.1 (T47),High (A2),7.61878633,19.8925314,13.75565887,286.9056589,,7.51459279,1.60808765,19.0712367,1.60104837,,,
historical,1971,11,3915,3915,CGCM3.1 (T47),High (A2),-0.800653,8.32796955,3.763658275,276.9136583,,-0.6232586,2.27628662,9.61391516,1.61152804,,,
historical,1971,12,3945,3945,CGCM3.1 (T47),High (A2),-9.3729534,0.50353666,-4.43470837,268.7152916,,-6.6347053,2.1564526,2.61858682,2.06180637,,,
historical,1972,1,3975,3975,CGCM3.1 (T47),High (A2),-8.5661707,3.65217626,-2.45699722,270.6930028,,-9.7233025,1.52172005,0.94976618,1.53135107,,,
historical,1972,2,4005,4005,CGCM3.1 (T47),High (A2),-11.789011,1.2181384,-5.2854363,267.8645637,,-7.1156489,2.68586035,3.74923709,2.40336194,,,
historical,1972,3,4035,4035,CGCM3.1 (T47),High (A2),-2.1640671,9.73768902,3.78681096,276.936811,,-1.0174973,2.3986655,10.6380769,2.27529176,,,
historical,1972,4,4065,4065,CGCM3.1 (T47),High (A2),7.05677652,19.5639954,13.31038596,286.460386,,7.48221926,0.96352081,19.8546018,1.29278118,,,
historical,1972,5,4095,4095,CGCM3.1 (T47),High (A2),14.1263118,27.1974659,20.66188885,293.8118889,,13.6398984,0.80114982,26.2870404,1.55817805,,,
historical,1972,6,4125,4125,CGCM3.1 (T47),High (A2),19.6489916,30.3153305,24.98216105,298.1321611,,18.469258,0.96194973,30.1402715,1.66611435,,,
historical,1972,7,4155,4155,CGCM3.1 (T47),High (A2),23.4521866,31.6546612,27.5534239,300.7034239,,22.0954853,1.08913578,30.8341113,1.2307394,,,
historical,1972,8,4185,4185,CGCM3.1 (T47),High (A2),21.0550213,28.8239069,24.9394641,298.0894641,,20.9527172,0.91579754,29.5360898,0.81544109,,,
historical,1972,9,4215,4215,CGCM3.1 (T47),High (A2),14.0360255,25.7743597,19.9051926,293.0551926,,14.6377994,1.12312238,25.8122892,0.88855312,,,
historical,1972,10,4245,4245,CGCM3.1 (T47),High (A2),6.84891629,17.8952971,12.3721067,285.5221067,,7.666257,1.76624069,19.1178458,1.60440933,,,
historical,1972,11,4275,4275,CGCM3.1 (T47),High (A2),-1.3163037,10.1051602,4.39442825,277.5444283,,-0.5094614,2.37921731,9.63024553,1.61724212,,,
historical,1972,12,4305,4305,CGCM3.1 (T47),High (A2),-3.9875354,4.54118562,0.27682511,273.4268251,,-6.390352,2.30029596,2.94487795,2.19443914,,,
historical,1973,1,4335,4335,CGCM3.1 (T47),High (A2),-7.4640667,2.41927195,-2.522397375,270.6276026,,-9.3132097,2.06690781,1.10271053,1.70271328,,,
historical,1973,2,4365,4365,CGCM3.1 (T47),High (A2),-9.4614253,3.50400805,-2.978708625,270.1712914,,-6.7336927,2.98206515,4.11919657,2.64610227,,,
historical,1973,3,4395,4395,CGCM3.1 (T47),High (A2),2.90719628,13.2968864,8.10204134,281.2520413,,-0.8625756,2.51174311,10.6843291,2.28451927,,,
historical,1973,4,4425,4425,CGCM3.1 (T47),High (A2),6.03017187,19.38342,12.70679594,285.8567959,,7.36750822,0.96604512,19.7471998,1.3892438,,,
historical,1973,5,4455,4455,CGCM3.1 (T47),High (A2),13.0748482,24.8180704,18.9464593,292.0964593,,13.4466879,1.00473289,26.2363482,1.57803234,,,
historical,1973,6,4485,4485,CGCM3.1 (T47),High (A2),18.9911356,28.8404493,23.91579245,297.0657925,,18.5601037,1.03319292,30.1113877,1.68130097,,,
historical,1973,7,4515,4515,CGCM3.1 (T47),High (A2),24.1206503,30.790966,27.45580815,300.6058082,,22.0316394,1.13781425,30.939312,1.16545648,,,
historical,1973,8,4545,4545,CGCM3.1 (T47),High (A2),21.8809147,28.5433369,25.2121258,298.3621258,,20.9379266,0.9138854,29.925529,1.30544908,,,
historical,1973,9,4575,4575,CGCM3.1 (T47),High (A2),14.498281,25.2537861,19.87603355,293.0260336,,14.72976,1.09665576,25.8063309,0.89545694,,,
historical,1973,10,4605,4605,CGCM3.1 (T47),High (A2),7.68632793,18.3694944,13.02791117,286.1779112,,7.93580882,1.88913904,19.1429961,1.60351953,,,
historical,1973,11,4635,4635,CGCM3.1 (T47),High (A2),0.26133777,9.6478467,4.954592235,278.1045922,,-0.4964828,2.38851584,9.63992121,1.62778901,,,
historical,1973,12,4665,4665,CGCM3.1 (T47),High (A2),-6.4026716,1.92446351,-2.239104045,270.910896,,-6.4037055,2.28622821,2.86525752,2.13086694,,,
historical,1974,1,4695,4695,CGCM3.1 (T47),High (A2),-8.0018754,2.61901093,-2.691432235,270.4585678,,-9.3477039,2.0430543,1.13937005,1.71488056,,,
historical,1974,2,4725,4725,CGCM3.1 (T47),High (A2),-7.1502597,2.95571852,-2.09727059,271.0527294,,-6.7650084,2.9515083,4.06892672,2.59718269,,,
historical,1974,3,4755,4755,CGCM3.1 (T47),High (A2),-0.9458963,10.416842,4.73547285,277.8854729,,-0.531742,2.68773958,10.9410989,2.3982493,,,
historical,1974,4,4785,4785,CGCM3.1 (T47),High (A2),7.5331378,21.2793207,14.40622925,287.5562293,,7.08595313,1.0146379,19.4244996,1.29683717,,,
historical,1974,5,4815,4815,CGCM3.1 (T47),High (A2),14.2049217,26.8881493,20.5465355,293.6965355,,13.6770388,0.93165615,26.4840222,1.28467889,,,
historical,1974,6,4845,4845,CGCM3.1 (T47),High (A2),18.5637627,31.7591267,25.1614447,298.3114447,,18.7013666,0.89214544,30.2397799,1.58660201,,,
historical,1974,7,4875,4875,CGCM3.1 (T47),High (A2),21.4529676,29.1435242,25.2982459,298.4482459,,21.984799,1.17782051,31.1678382,1.13415945,,,
historical,1974,8,4905,4905,CGCM3.1 (T47),High (A2),20.9616194,29.2987814,25.1302004,298.2802004,,20.7454609,1.07665275,29.9723705,1.264428,,,
historical,1974,9,4935,4935,CGCM3.1 (T47),High (A2),15.2874317,26.5360699,20.9117508,294.0617508,,14.6898733,1.09052672,25.7390524,0.91453348,,,
