period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD,degree_days,DD_rollMean,DD_rollSD
historical,1961,1,15,15,CGCM3.1 (T47),High (A2),18.0164642,28.8332062,23.4248352,296.5748352,,17.3515689,0.47131827,27.9992313,0.84771061,,,
historical,1961,2,45,45,CGCM3.1 (T47),High (A2),17.3013687,28.5317078,22.91653825,296.0665383,,17.3533977,0.31702416,27.9412101,0.50792299,,,
historical,1961,3,75,75,CGCM3.1 (T47),High (A2),17.3062878,26.5784416,21.9423647,295.0923647,,16.6760988,0.85334297,26.9570468,0.96016488,,,
historical,1961,4,105,105,CGCM3.1 (T47),High (A2),14.2427559,24.4744606,19.35860825,292.5086083,,14.4042862,0.47775199,25.4935942,0.74684654,,,
historical,1961,5,135,135,CGCM3.1 (T47),High (A2),10.700099,22.775774,16.7379365,289.8879365,,11.5219215,0.72730874,23.7895492,1.19384545,,,
historical,1961,6,165,165,CGCM3.1 (T47),High (A2),9.36401272,22.3967724,15.88039256,289.0303926,,10.0418948,1.19874033,23.2260383,0.51742901,,,
historical,1961,7,195,195,CGCM3.1 (T47),High (A2),11.5940676,24.8584976,18.2262826,291.3762826,,10.5132392,0.62763997,23.9445601,1.05314715,,,
historical,1961,8,225,225,CGCM3.1 (T47),High (A2),10.541894,21.1904488,15.8661714,289.0161714,,10.1590145,1.05054155,22.9429789,1.45838963,,,
historical,1961,9,255,255,CGCM3.1 (T47),High (A2),12.4270611,23.8879509,18.157506,291.307506,,12.5154188,1.00293465,24.7404451,1.2650419,,,
historical,1961,10,285,285,CGCM3.1 (T47),High (A2),14.8735161,27.5041523,21.1888342,294.3388342,,14.4228764,0.67910649,25.7595682,2.31852674,,,
historical,1961,11,315,315,CGCM3.1 (T47),High (A2),14.8801146,25.5956688,20.2378917,293.3878917,,15.4998496,1.42879745,26.3254798,1.8824299,,,
historical,1961,12,345,345,CGCM3.1 (T47),High (A2),15.9978085,26.2788868,21.13834765,294.2883477,,16.9503911,0.8271897,27.4857171,1.62297445,,,
historical,1962,1,375,375,CGCM3.1 (T47),High (A2),16.930851,27.46591,22.1983805,295.3483805,,17.3287046,0.43448459,28.0329473,0.7789748,,,
historical,1962,2,405,405,CGCM3.1 (T47),High (A2),17.2693233,27.5534744,22.41139885,295.5613989,,17.2746157,0.35665083,27.9146636,0.46895753,,,
historical,1962,3,435,435,CGCM3.1 (T47),High (A2),16.4853363,26.07967,21.28250315,294.4325032,,16.600844,0.80403456,26.8996274,0.88957448,,,
historical,1962,4,465,465,CGCM3.1 (T47),High (A2),14.4026031,26.3085957,20.3555994,293.5055994,,14.4430704,0.44803493,25.5391382,0.69234117,,,
historical,1962,5,495,495,CGCM3.1 (T47),High (A2),11.5462151,25.8555584,18.70088675,291.8508868,,11.735525,0.87189463,23.9394749,1.15977004,,,
historical,1962,6,525,525,CGCM3.1 (T47),High (A2),12.293849,23.8440018,18.0689254,291.2189254,,9.94260638,1.12538405,22.989824,0.78338428,,,
historical,1962,7,555,555,CGCM3.1 (T47),High (A2),10.8615856,24.8605404,17.861063,291.011063,,10.4058647,0.6395167,23.9054587,0.96693752,,,
historical,1962,8,585,585,CGCM3.1 (T47),High (A2),10.6237116,23.0611057,16.84240865,289.9924087,,10.3349342,1.0659888,23.451937,1.89359067,,,
historical,1962,9,615,615,CGCM3.1 (T47),High (A2),12.3764992,23.7432384,18.0598688,291.2098688,,12.3143034,1.05894455,24.8466405,1.18850801,,,
historical,1962,10,645,645,CGCM3.1 (T47),High (A2),15.1236935,25.1574802,20.14058685,293.2905869,,14.3377023,0.65962386,25.4818429,2.24043705,,,
historical,1962,11,675,675,CGCM3.1 (T47),High (A2),16.7958908,26.1729012,21.484396,294.634396,,15.4198226,1.32138139,26.2240135,1.73925844,,,
historical,1962,12,705,705,CGCM3.1 (T47),High (A2),16.7006187,26.5959702,21.64829445,294.7982945,,16.8416255,0.80809164,27.3062463,1.55579778,,,
historical,1963,1,735,735,CGCM3.1 (T47),High (A2),17.4718304,28.2947998,22.8833151,296.0333151,,17.2829638,0.42254764,27.9833195,0.73472382,,,
historical,1963,2,765,765,CGCM3.1 (T47),High (A2),16.941885,27.4082432,22.1750641,295.3250641,,17.2867477,0.33197273,27.959924,0.45264984,,,
historical,1963,3,795,795,CGCM3.1 (T47),High (A2),15.1076355,25.7954082,20.45152185,293.6015219,,16.6563492,0.76076614,27.0089128,0.87968185,,,
historical,1963,4,825,825,CGCM3.1 (T47),High (A2),14.0193396,26.093689,20.0565143,293.2065143,,14.468991,0.42122899,25.2646301,1.00682549,,,
historical,1963,5,855,855,CGCM3.1 (T47),High (A2),11.7647743,23.037302,17.40103815,290.5510382,,11.76414,0.81126492,24.0106876,1.09246699,,,
historical,1963,6,885,885,CGCM3.1 (T47),High (A2),9.9875927,23.5395393,16.763566,289.913566,,10.3055886,1.46274091,23.2323174,0.99822106,,,
historical,1963,7,915,915,CGCM3.1 (T47),High (A2),10.2320547,23.4482155,16.8401351,289.9901351,,10.4412792,0.60049074,23.9450376,0.90218246,,,
historical,1963,8,945,945,CGCM3.1 (T47),High (A2),8.77079105,22.6202335,15.69551228,288.8455123,,10.5287907,1.12900028,23.7981899,2.00812681,,,
historical,1963,9,975,975,CGCM3.1 (T47),High (A2),14.1485567,25.6250534,19.88680505,293.0368051,,12.4208809,1.02568947,24.8653865,1.10162133,,,
historical,1963,10,1005,1005,CGCM3.1 (T47),High (A2),14.5293808,23.3343143,18.93184755,292.0818476,,14.476433,0.72588954,25.5018144,2.07501068,,,
historical,1963,11,1035,1035,CGCM3.1 (T47),High (A2),14.9330463,25.2081547,20.0706005,293.2206005,,15.5598704,1.28589282,26.3987129,1.68434951,,,
historical,1963,12,1065,1065,CGCM3.1 (T47),High (A2),17.275526,27.9105701,22.59304805,295.7430481,,16.8102624,0.7533882,27.1566634,1.50123965,,,
