period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD,degree_days,DD_rollMean,DD_rollSD
historical,1961,1,15,15,CGCM3.1 (T47),High (A2),2.28434014,8.97607803,5.630209085,278.7802091,,3.10219967,0.79411281,10.7349011,1.11448773,,,
historical,1961,2,45,45,CGCM3.1 (T47),High (A2),0.88961852,9.04242516,4.96602184,278.1160218,,2.67059582,2.38547159,10.7133174,2.50332147,,,
historical,1961,3,75,75,CGCM3.1 (T47),High (A2),2.46357799,12.2555094,7.359543695,280.5095437,,4.36070665,1.36490295,14.4375677,1.91016738,,,
historical,1961,4,105,105,CGCM3.1 (T47),High (A2),6.60716152,17.2288189,11.91799021,285.0679902,,6.81451368,0.84949537,18.5564756,2.10735566,,,
historical,1961,5,135,135,CGCM3.1 (T47),High (A2),10.6493034,23.0745201,16.86191175,290.0119118,,10.496075,1.02635058,23.330369,1.60394106,,,
historical,1961,6,165,165,CGCM3.1 (T47),High (A2),14.1468506,27.8114605,20.97915555,294.1291556,,14.4507435,0.71304531,27.6565323,1.38995648,,,
historical,1961,7,195,195,CGCM3.1 (T47),High (A2),16.9217091,30.3913288,23.65651895,296.806519,,17.2665615,0.32023418,31.0848274,0.84157957,,,
historical,1961,8,225,225,CGCM3.1 (T47),High (A2),17.3303623,29.8379688,23.58416555,296.7341656,,17.289203,0.88585834,30.0040731,0.80769107,,,
historical,1961,9,255,255,CGCM3.1 (T47),High (A2),15.2628641,26.3287258,20.79579495,293.945795,,13.6722263,0.96446485,25.7950773,0.69447512,,,
historical,1961,10,285,285,CGCM3.1 (T47),High (A2),12.487668,20.8437138,16.6656909,289.8156909,,10.0094593,2.14727677,20.2343311,1.19137503,,,
historical,1961,11,315,315,CGCM3.1 (T47),High (A2),7.33456898,15.5890961,11.46183254,284.6118325,,6.50507295,1.98983921,15.6210604,1.82581269,,,
historical,1961,12,345,345,CGCM3.1 (T47),High (A2),5.39455986,12.3241768,8.85936833,282.0093683,,4.94544868,0.83422175,12.9363818,0.98409022,,,
historical,1962,1,375,375,CGCM3.1 (T47),High (A2),2.11600137,10.4859562,6.300978785,279.4509788,,3.14197476,0.73252101,10.6821688,1.02690503,,,
historical,1962,2,405,405,CGCM3.1 (T47),High (A2),5.22783518,12.8936577,9.06074644,282.2107464,,2.31309294,2.37417785,10.2889286,2.54615841,,,
historical,1962,3,435,435,CGCM3.1 (T47),High (A2),4.90015364,15.6129026,10.25652812,283.4065281,,4.05343301,1.48774539,13.8561172,2.32534055,,,
historical,1962,4,465,465,CGCM3.1 (T47),High (A2),7.47905493,18.7628384,13.12094667,286.2709467,,6.83037479,0.77661424,18.3042679,2.03618544,,,
historical,1962,5,495,495,CGCM3.1 (T47),High (A2),9.28310394,22.9721127,16.12760832,289.2776083,,10.5415788,0.94462892,23.1444435,1.54461444,,,
historical,1962,6,525,525,CGCM3.1 (T47),High (A2),14.792676,28.9493942,21.8710351,295.0210351,,14.5926421,0.75142607,27.3923888,1.44858039,,,
historical,1962,7,555,555,CGCM3.1 (T47),High (A2),17.5288754,31.1927948,24.3608351,297.5108351,,17.3771967,0.41368989,30.9605073,0.8357045,,,
historical,1962,8,585,585,CGCM3.1 (T47),High (A2),16.2704391,29.917326,23.09388255,296.2438826,,17.2882669,0.80867812,29.8964969,0.79034544,,,
historical,1962,9,615,615,CGCM3.1 (T47),High (A2),12.9484596,25.7067604,19.32761,292.47761,,14.0111389,1.2566594,26.3252351,1.53928032,,,
historical,1962,10,645,645,CGCM3.1 (T47),High (A2),10.7772388,19.1992779,14.98825835,288.1382584,,10.0313962,1.9610456,20.2437796,1.08785889,,,
historical,1962,11,675,675,CGCM3.1 (T47),High (A2),8.47820282,17.3354149,12.90680886,286.0568089,,6.74215933,1.92172312,15.8007818,1.73323162,,,
historical,1962,12,705,705,CGCM3.1 (T47),High (A2),4.81100988,13.0411167,8.92606329,282.0760633,,4.89547127,0.77293109,12.9850585,0.90753177,,,
historical,1963,1,735,735,CGCM3.1 (T47),High (A2),2.93199158,11.0893288,7.01066019,280.1606602,,3.45931455,1.12497472,10.8798869,1.10300754,,,
historical,1963,2,765,765,CGCM3.1 (T47),High (A2),1.55634546,9.73733902,5.64684224,278.7968422,,2.19703505,2.22243788,10.3276525,2.35982778,,,
historical,1963,3,795,795,CGCM3.1 (T47),High (A2),3.813272,14.2647009,9.03898645,282.1889865,,4.2430324,1.47809733,14.0576198,2.22701068,,,
historical,1963,4,825,825,CGCM3.1 (T47),High (A2),7.73785973,18.3427296,13.04029467,286.1902947,,6.82410878,0.71922347,18.3665886,1.89336449,,,
historical,1963,5,855,855,CGCM3.1 (T47),High (A2),10.7327528,21.7554169,16.24408485,289.3940849,,10.4291774,0.9305491,23.1235075,1.4312606,,,
historical,1963,6,885,885,CGCM3.1 (T47),High (A2),13.8382874,26.2780247,20.05815605,293.2081561,,14.6549543,0.7176633,27.5772548,1.43945108,,,
historical,1963,7,915,915,CGCM3.1 (T47),High (A2),16.8985233,30.7039051,23.8012142,296.9512142,,17.3171525,0.41896696,30.8817904,0.80510934,,,
historical,1963,8,945,945,CGCM3.1 (T47),High (A2),16.974123,29.2087879,23.09145545,296.2414555,,17.3562136,0.77296277,30.0091343,0.7980653,,,
historical,1963,9,975,975,CGCM3.1 (T47),High (A2),12.5307751,25.5981255,19.0644503,292.2144503,,14.2736802,1.38022364,26.6600881,1.71111442,,,
historical,1963,10,1005,1005,CGCM3.1 (T47),High (A2),6.97461081,20.1999722,13.58729151,286.7372915,,9.96453571,1.82539769,20.2455635,1.00717426,,,
historical,1963,11,1035,1035,CGCM3.1 (T47),High (A2),8.07054901,18.199585,13.13506701,286.285067,,6.70923296,1.78160564,15.5669216,1.73564415,,,
historical,1963,12,1065,1065,CGCM3.1 (T47),High (A2),5.18107176,13.8009024,9.49098708,282.6409871,,4.42628889,1.50769136,12.5156457,1.57122296,,,
historical,1964,1,1095,1095,CGCM3.1 (T47),High (A2),3.68389678,10.7102184,7.19705759,280.3470576,,2.96152009,1.82690068,10.4825095,1.57661875,,,
historical,1964,2,1125,1125,CGCM3.1 (T47),High (A2),6.19504833,14.6080074,10.40152787,283.5515279,,1.86853827,2.30065591,10.0738724,2.33502202,,,
historical,1964,3,1155,1155,CGCM3.1 (T47),High (A2),6.48985529,17.5667992,12.02832725,285.1783272,,3.90791127,1.70951184,13.6398675,2.4311073,,,
historical,1964,4,1185,1185,CGCM3.1 (T47),High (A2),5.88157129,19.7037315,12.7926514,285.9426514,,6.93130085,0.74567645,18.2629598,1.798159,,,
historical,1964,5,1215,1215,CGCM3.1 (T47),High (A2),11.2721081,26.3662548,18.81918145,291.9691815,,10.3731025,0.88655568,23.4700201,1.69501689,,,
