period,yr,month,days,total_days,model,emissions,Tmin,Tmax,Tave,T_K,Prec_mm,Tmin_rollMean,Tmin_rollSD,Tmax_rollMean,Tmax_rollSD,degree_days,DD_rollMean,DD_rollSD
historical,1968,12,2865,2865,CGCM3.1 (T47),High (A2),6.81708097,17.1461468,11.98161389,285.1316139,,1.91365065,3.05988519,13.4132811,2.41013081,,,
historical,1969,1,2895,2895,CGCM3.1 (T47),High (A2),2.36694717,12.8843441,7.625645635,280.7756456,,0.02077838,1.79435926,11.4085343,1.48555785,,,
historical,1969,2,2925,2925,CGCM3.1 (T47),High (A2),2.91643643,16.1580582,9.537247315,282.6872473,,2.04554994,1.91242371,14.3960883,1.91990108,,,
historical,1969,3,2955,2955,CGCM3.1 (T47),High (A2),6.55618525,19.5878468,13.07201603,286.222016,,6.72091172,2.23983545,19.7277905,1.86754028,,,
historical,1969,4,2985,2985,CGCM3.1 (T47),High (A2),8.04545403,21.6178303,14.83164217,287.9816422,,10.8556846,1.62125737,24.0401982,1.13619513,,,
historical,1969,5,3015,3015,CGCM3.1 (T47),High (A2),13.637991,26.5179806,20.0779858,293.2279858,,15.5848926,1.37900044,28.5416357,1.61164738,,,
historical,1969,6,3045,3045,CGCM3.1 (T47),High (A2),17.6838856,28.8935146,23.2887001,296.4387001,,19.5869416,1.02365258,31.1852042,2.03335358,,,
historical,1969,7,3075,3075,CGCM3.1 (T47),High (A2),19.073555,30.4884167,24.78098585,297.9309859,,21.4411557,1.86883148,33.1716094,3.22968796,,,
historical,1969,8,3105,3105,CGCM3.1 (T47),High (A2),19.3033829,30.4800415,24.8917122,298.0417122,,20.3737451,1.51984057,32.2799922,2.31473691,,,
historical,1969,9,3135,3135,CGCM3.1 (T47),High (A2),15.552701,28.4440002,21.9983506,295.1483506,,15.6486486,1.6913639,29.3281061,2.0952675,,,
historical,1969,10,3165,3165,CGCM3.1 (T47),High (A2),11.0573826,22.6813335,16.86935805,290.0193581,,11.1054572,2.32346451,25.0409175,2.53693869,,,
historical,1969,11,3195,3195,CGCM3.1 (T47),High (A2),4.20072985,17.1151085,10.65791918,283.8079192,,5.51399099,2.7374608,18.5055559,2.62032034,,,
historical,1969,12,3225,3225,CGCM3.1 (T47),High (A2),-4.448513,9.20154095,2.376513975,275.526514,,2.34703382,3.12912641,13.809538,2.3692857,,,
historical,1970,1,3255,3255,CGCM3.1 (T47),High (A2),1.3153826,13.6023216,7.4588521,280.6088521,,0.2585146,1.53949335,11.5975334,1.33289188,,,
historical,1970,2,3285,3285,CGCM3.1 (T47),High (A2),5.0942688,15.6971312,10.3957,283.5457,,1.99939169,1.92051718,14.1720685,1.90320162,,,
historical,1970,3,3315,3315,CGCM3.1 (T47),High (A2),9.29639149,21.5191822,15.40778685,288.5577868,,6.96940062,2.09828725,19.8421931,1.81256287,,,
historical,1970,4,3345,3345,CGCM3.1 (T47),High (A2),9.10486507,22.317812,15.71133854,288.8613385,,10.6188029,1.42314978,23.8025483,1.15609239,,,
historical,1970,5,3375,3375,CGCM3.1 (T47),High (A2),13.8307886,27.4646969,20.64774275,293.7977428,,15.7953657,1.47161182,28.4494554,1.61418944,,,
historical,1970,6,3405,3405,CGCM3.1 (T47),High (A2),20.0217915,30.2469559,25.1343737,298.2843737,,19.6920714,1.09915717,31.3113081,2.05453236,,,
historical,1970,7,3435,3435,CGCM3.1 (T47),High (A2),19.5994434,27.8464317,23.72293755,296.8729376,,21.5758719,1.89936477,33.1831821,3.23407124,,,
historical,1970,8,3465,3465,CGCM3.1 (T47),High (A2),19.674715,29.8779221,24.77631855,297.9263186,,20.4820926,1.63901393,32.1605922,2.1468532,,,
historical,1970,9,3495,3495,CGCM3.1 (T47),High (A2),15.4647121,27.7817364,21.62322425,294.7732243,,15.8009996,2.10869909,29.2602553,1.98630282,,,
historical,1970,10,3525,3525,CGCM3.1 (T47),High (A2),13.380909,26.9109554,20.1459322,293.2959322,,10.9215687,2.35066824,25.197924,2.54364013,,,
historical,1970,11,3555,3555,CGCM3.1 (T47),High (A2),6.80809593,17.5651932,12.18664457,285.3366446,,5.83121345,2.68785365,18.6513656,2.53371171,,,
historical,1970,12,3585,3585,CGCM3.1 (T47),High (A2),2.68701935,12.7585506,7.722784975,280.872785,,2.55402643,3.07756164,13.7024221,2.34746422,,,
historical,1971,1,3615,3615,CGCM3.1 (T47),High (A2),-0.0379458,10.2251635,5.09360885,278.2436089,,-0.0570157,1.46885235,11.2092679,1.50594445,,,
historical,1971,2,3645,3645,CGCM3.1 (T47),High (A2),-1.1869855,11.8619194,5.33746695,278.487467,,1.58538138,1.73217208,13.6595788,1.60292802,,,
historical,1971,3,3675,3675,CGCM3.1 (T47),High (A2),3.19045925,15.8163395,9.503399375,282.6533994,,6.92679475,2.09234444,19.7814071,1.77787603,,,
historical,1971,4,3705,3705,CGCM3.1 (T47),High (A2),9.96957207,25.1026592,17.53611564,290.6861156,,10.4969278,1.29597454,23.5703494,1.13986897,,,
historical,1971,5,3735,3735,CGCM3.1 (T47),High (A2),16.2235279,31.0248795,23.6242037,296.7742037,,15.7350073,1.44619969,28.2510919,1.63431107,,,
historical,1971,6,3765,3765,CGCM3.1 (T47),High (A2),20.0408554,31.3619442,25.7013998,298.8513998,,19.7293923,1.06463044,31.419817,1.89197482,,,
historical,1971,7,3795,3795,CGCM3.1 (T47),High (A2),23.6173534,37.4839821,30.55066775,303.7006678,,21.6106425,1.88586377,33.3041812,3.15395193,,,
historical,1971,8,3825,3825,CGCM3.1 (T47),High (A2),21.776247,33.9907913,27.88351915,301.0335192,,20.579769,1.62955533,32.3964818,2.07772698,,,
historical,1971,9,3855,3855,CGCM3.1 (T47),High (A2),14.2947826,25.7572441,20.02601335,293.1760134,,16.0199249,2.0884375,29.5131907,1.90931993,,,
historical,1971,10,3885,3885,CGCM3.1 (T47),High (A2),10.7177877,21.8082008,16.26299425,289.4129943,,11.3407523,1.5031795,25.5953433,2.56701206,,,
historical,1971,11,3915,3915,CGCM3.1 (T47),High (A2),3.50122666,14.963788,9.23250733,282.3825073,,6.08198495,2.503574,18.514499,2.38397893,,,
historical,1971,12,3945,3945,CGCM3.1 (T47),High (A2),6.30790997,17.1355076,11.72170879,284.8717088,,2.62940296,3.06756266,13.7427516,2.33088627,,,
historical,1972,1,3975,3975,CGCM3.1 (T47),High (A2),1.14553571,13.1627035,7.154119605,280.3041196,,-0.0418111,1.46694808,11.2767174,1.52329593,,,
historical,1972,2,4005,4005,CGCM3.1 (T47),High (A2),1.08727109,12.1805801,6.633925595,279.7839256,,1.28590236,2.01423443,13.3161775,1.69802871,,,
historical,1972,3,4035,4035,CGCM3.1 (T47),High (A2),6.22265816,20.2241859,13.22342203,286.373422,,7.04602285,2.02763611,19.8878398,1.72778426,,,
historical,1972,4,4065,4065,CGCM3.1 (T47),High (A2),9.62963867,24.0968285,16.86323359,290.0132336,,10.3675089,1.10284293,23.5418231,1.12371446,,,
historical,1972,5,4095,4095,CGCM3.1 (T47),High (A2),15.1467323,26.0717678,20.60925005,293.7592501,,15.6755334,1.48820802,28.0906077,1.77613134,,,
historical,1972,6,4125,4125,CGCM3.1 (T47),High (A2),20.2076187,32.0411758,26.12439725,299.2743973,,19.9158616,1.08976274,31.408229,1.89368295,,,
historical,1972,7,4155,4155,CGCM3.1 (T47),High (A2),22.8521252,34.9728622,28.9124937,302.0624937,,21.417592,1.74037604,33.047055,2.95197657,,,
historical,1972,8,4185,4185,CGCM3.1 (T47),High (A2),21.630764,33.228157,27.4294605,300.5794605,,20.4446853,1.68311413,32.4552954,2.1035113,,,
historical,1972,9,4215,4215,CGCM3.1 (T47),High (A2),15.8278208,30.4406757,23.13424825,296.2842483,,16.0919254,2.05020217,29.374402,1.87564075,,,
historical,1972,10,4245,4245,CGCM3.1 (T47),High (A2),12.4562349,25.4754391,18.965837,292.115837,,10.9195704,1.22023239,25.5887853,2.56050524,,,
historical,1972,11,4275,4275,CGCM3.1 (T47),High (A2),3.78352642,18.85816,11.32084321,284.4708432,,5.82254043,2.56375008,18.3477877,2.44083853,,,
historical,1972,12,4305,4305,CGCM3.1 (T47),High (A2),2.55859613,14.8883257,8.723460915,281.8734609,,2.67616923,3.02991554,13.7488762,2.32650332,,,
historical,1973,1,4335,4335,CGCM3.1 (T47),High (A2),-0.0446706,10.8168907,5.38611005,278.5361101,,-0.1424133,1.62489613,11.1803327,1.61581798,,,
historical,1973,2,4365,4365,CGCM3.1 (T47),High (A2),3.25497198,15.1304884,9.19273019,282.3427302,,1.33879055,1.97801138,13.3429402,1.68078159,,,
historical,1973,3,4395,4395,CGCM3.1 (T47),High (A2),9.97428417,22.5408001,16.25754214,289.4075421,,7.16188088,2.02488296,19.9005814,1.72309017,,,
historical,1973,4,4425,4425,CGCM3.1 (T47),High (A2),10.2870188,23.7990055,17.04301215,290.1930122,,10.1343762,1.09534298,23.4468191,1.11552714,,,
historical,1973,5,4455,4455,CGCM3.1 (T47),High (A2),15.6777802,29.2916908,22.4847355,295.6347355,,15.7738245,1.44948632,28.3684897,1.88987294,,,
historical,1973,6,4485,4485,CGCM3.1 (T47),High (A2),21.3487129,34.8318481,28.0902805,301.2402805,,20.1576396,1.10941486,32.0272234,2.20243435,,,
historical,1973,7,4515,4515,CGCM3.1 (T47),High (A2),22.6773434,34.4859161,28.58162975,301.7316298,,21.8441828,1.41706262,33.7427278,2.713406,,,
historical,1973,8,4545,4545,CGCM3.1 (T47),High (A2),20.7512379,34.5472565,27.6492472,300.7992472,,20.8878508,1.47813877,33.13551,1.98349992,,,
historical,1973,9,4575,4575,CGCM3.1 (T47),High (A2),15.8755693,31.6335659,23.7545676,296.9045676,,16.7748751,2.23067312,29.8633803,2.21702457,,,
historical,1973,10,4605,4605,CGCM3.1 (T47),High (A2),11.8822069,28.2007103,20.0414586,293.1914586,,10.7134816,1.44422797,25.2015199,2.52746026,,,
historical,1973,11,4635,4635,CGCM3.1 (T47),High (A2),8.54921341,20.8631229,14.70616816,287.8561682,,5.72432538,2.51041642,18.1114186,2.24078124,,,
historical,1973,12,4665,4665,CGCM3.1 (T47),High (A2),1.49573243,12.3700838,6.932908115,280.0829081,,2.50408596,3.07215097,13.689788,2.34908276,,,
historical,1974,1,4695,4695,CGCM3.1 (T47),High (A2),-2.6954601,9.76704597,3.535792935,276.6857929,,0.04018376,1.84811135,11.420101,1.77841941,,,
historical,1974,2,4725,4725,CGCM3.1 (T47),High (A2),1.34677076,12.7652502,7.05601048,280.2060105,,1.13815357,2.02289011,13.2230838,1.66868632,,,
historical,1974,3,4755,4755,CGCM3.1 (T47),High (A2),5.27681923,18.953661,12.11524012,285.2652401,,7.01601007,1.86125836,19.8169837,1.67600372,,,
historical,1974,4,4785,4785,CGCM3.1 (T47),High (A2),11.3892059,24.1118889,17.7505474,290.9005474,,10.0693705,1.06384343,23.1753186,1.11178461,,,
historical,1974,5,4815,4815,CGCM3.1 (T47),High (A2),17.8872681,30.0780144,23.98264125,297.1326413,,15.5536756,1.33673045,28.2148791,1.79335312,,,
historical,1974,6,4845,4845,CGCM3.1 (T47),High (A2),20.5304546,33.3705673,26.95051095,300.100511,,19.9522468,1.40240641,31.6382205,2.40582086,,,
historical,1974,7,4875,4875,CGCM3.1 (T47),High (A2),21.7991657,34.2020378,28.00060175,301.1506018,,21.7970534,1.40791708,33.5957239,2.67785188,,,
historical,1974,8,4905,4905,CGCM3.1 (T47),High (A2),22.7671928,34.4464569,28.60682485,301.7568249,,21.1428798,1.29858429,33.376795,1.81162848,,,
historical,1974,9,4935,4935,CGCM3.1 (T47),High (A2),15.86555,28.4605083,22.16302915,295.3130292,,17.076947,2.50950857,30.0035355,2.35018981,,,
historical,1974,10,4965,4965,CGCM3.1 (T47),High (A2),9.8191309,21.1578064,15.48846865,288.6384687,,11.0183304,1.80550269,25.4883451,2.77536053,,,
historical,1974,11,4995,4995,CGCM3.1 (T47),High (A2),2.24679732,14.5865126,8.41665496,281.566655,,5.29053604,1.88652991,17.9539351,2.02869844,,,
